c Random Network
p max  1000    8000
n         1  s
n      1000  t
a     147     167      36
a     712     723      30
a     640     425      51
a     911     496     100
a     412     186      80
a     217     244      23
a     228       3      38
a     936     280      16
a     179     188      69
a     675     615       9
a     267      64      36
a     182     144      52
a     229      22      35
a      24     113      62
a     792      22       6
a     759     495       2
a       6       5      60
a      22      64       4
a      11     796      81
a       2     739      52
a     377     850      11
a      82     945       8
a       8      64      41
a      38     651      27
a      91      70      60
a      21      25       8
a      35     277      30
a     638     844      98
a     647     498      64
a      46     108      33
a     156      71      93
a     247     662      95
a     173     144      25
a      99     361      95
a     114     507      35
a      15      41      27
a     185     976      17
a      14     135      38
a     462     662      86
a     231     864      23
a     818     711      53
a     702      73      31
a     916     337      25
a     249     390      41
a      56     272      34
a     100     894      61
a     211     901      71
a       3      22      51
a     875     275      61
a     737     267       6
a     617     518      11
a       9     731      22
a       8     587      95
a      18     671      10
a       4       1      68
a      70     757      88
a     411     614      71
a     739     129       6
a     379     509      74
a      25     148      38
a     706     890      80
a     542     864      11
a     432     813       1
a     184     214       7
a     636      15      55
a     166     192       8
a     279     664      16
a     292      76      93
a      91      38      44
a     485     105      86
a      38      41      94
a     433     263      44
a     915     731      36
a     501     611      64
a     713     182      69
a     143     361      33
a     894     473      62
a     516     730      30
a     385     121      84
a     137     534      20
a     255     450      18
a     109     363       4
a     556      23      90
a      78     114      33
a     177      45      28
a      47     795      67
a     258     655      53
a     538     181      43
a     586     815      30
a     137     151      80
a     267     192      46
a     156      91      54
a     406     586      17
a      43      49      41
a     668     280       8
a     570     850      50
a     914     178      97
a     145     203      82
a      64     130      46
a     148     625      63
a     331     679      87
a       8      11      35
a     657     886       3
a     862     365      75
a     758     642      13
a     133     284      39
a      28      53      88
a     380     396      28
a     973     187      75
a     115      80      49
a      11      30      54
a     844     896      10
a     565     338      72
a      45     461       2
a     200     530      94
a     559     394      92
a       5      34      26
a     713     651       5
a      84     173      15
a       6      53      18
a      70     567      61
a     275     745      57
a     346     205      26
a       2      20      28
a      23     364      85
a     807     311      77
a     457     677      13
a      91     244      36
a     109     460      63
a      28      47      18
a     514     185      25
a      11      17      83
a     142     257       9
a     702      26      27
a     236     669      47
a     204     556      56
a     308     961      97
a     160     178      34
a     481     655       6
a      12      40      94
a      90     161      48
a     886     180      17
a    1000     503      16
a     286      57      30
a     534      61      11
a     214     584      98
a     324     685       5
a     189     418      68
a     437     172      74
a     424       3      24
a      75     141      77
a     249     142      20
a     229     336      69
a     828     181      63
a     112     170      36
a     362      17      10
a     897     144      88
a     419     127      64
a     133     201      16
a     184     532      62
a      25      54      57
a     770      33      96
a      58     125      53
a     282     477      61
a     484     592      69
a     344     978      60
a      61     539      11
a     307     542      73
a      34      48      51
a     737     473      18
a     139     276      34
a     424     490      48
a      28      65      58
a     816     594      15
a     228     574      16
a     890     518      13
a      34     267      84
a      71     149      27
a     185     992      68
a     858     255      55
a     989     196     100
a      72     100      83
a     525     190      94
a      10      12      12
a      58      62      87
a     386     222      46
a     925     252      43
a     147     212      44
a     504     636       4
a     488     845      63
a      52     249      95
a     165      75      11
a     163     527      60
a     100     583       3
a     814     602      90
a      33      35       6
a     123     955      51
a     649     781      46
a       2     293      68
a     442     509      70
a     111     147      34
a     497     444      58
a     656     612      32
a     394     208      78
a     148     307      52
a      64     466       7
a      35      37      66
a     585     878      73
a       6      48      33
a     286      11      77
a     607     639      55
a     460      19      70
a     129     631      51
a     221     976      81
a       3      17      70
a     844     501      61
a     105      62      24
a     119      91      60
a      59      80      86
a     662     851      56
a     455      20      38
a     877     377      43
a     416      10       9
a     375     732      81
a     415      50      88
a     793     511      83
a     145     223       1
a     260     628      42
a     662     891       8
a      65     695       3
a     329     622      65
a     174     189      42
a     387     490      52
a     918     204      44
a     349      49      20
a      43     173      64
a     229     551      28
a      39      73      97
a     640     996      69
a     756     109      74
a      83      39      40
a     677      88      99
a      20       9      68
a     461     277      66
a     141     759      95
a     173     906      97
a     118     552      30
a       1      49      71
a     777     404      96
a     775     768      51
a     235     366      54
a      80      89      12
a     292      50      37
a      87     183      90
a      43     813      31
a     266     575      77
a     701      45      79
a     843     179      23
a      29      50      33
a     739     373      82
a     926     897      31
a     735     133       8
a     591     505       8
a       3     267      87
a     257       7      92
a     994     591      28
a     231       3      55
a     324     516      83
a     687     761      72
a      59      66      33
a     785     112      16
a     552     419      84
a     902     675      78
a     323     485      64
a     527     650      88
a     139     147      18
a     658     191      19
a      35      49      58
a       9      55      21
a      81     447      57
a     187     559      57
a      10      73      66
a     509     638      12
a     577     589      18
a     150     680      83
a     285     488      27
a     308     429      14
a      87       2      39
a     586       4      35
a     728     313      40
a     840      55      73
a      63     174      90
a      98     226      53
a     673     780      38
a      65     206      58
a     218     327      70
a     827     295      70
a     867     733      89
a     907     478      19
a     148      93      67
a     210     720      53
a     917     897      87
a      82     159      28
a     315      10      83
a     591     304      58
a     727      34      66
a     332      28       3
a     983      81      20
a      23     265      34
a      91      87       6
a     127     140      26
a     349     340      93
a       1      29      19
a     273      75      53
a     892      26      63
a     350      78      65
a     383       1      49
a       4      15      79
a     218      37       6
a     869     674      99
a       3      27      46
a     808     600      49
a     734     102       1
a     945     561      45
a      36      78      96
a     113     161      97
a     800     461      98
a     416     351      91
a     689     439      31
a      14      16      92
a     673     759      85
a      39     501      19
a       5      50      26
a     851     656      34
a      43     273      65
a     132     900      74
a     450      21      69
a      19      32      55
a      52     632      43
a     464     325      61
a     794     510       5
a     336     489      44
a       1     406      56
a     780     820      82
a       9     551      11
a       7      22      24
a     710     279      75
a     228     706      40
a     541      89      34
a     438     539      90
a     618     852      70
a     234     150      64
a     524      90      81
a     524     324      64
a      32     133      84
a     880     655      30
a     618     756      67
a     358     477      77
a     121     218      85
a     609     924      41
a     355     261      66
a      20     113      80
a     422      96      28
a     397     131      70
a      18      45      19
a     276     620      82
a     447     815      36
a      39     351      29
a     265     459      34
a     156     708      15
a       5      26      51
a     985     142      20
a     532      65      80
a     713     908      85
a      17     103      64
a     571     749      31
a     283      70      53
a      44     141      90
a     390     219       1
a     305     805      85
a     810     159      94
a      17     573      18
a      55     246      56
a     289     975       1
a     470     892      17
a      24      91      94
a     168     484      11
a     599     803      62
a     543     971      74
a      15     114      66
a     221     481      57
a     986       9      25
a     447     498      18
a       1     147      33
a      54     770      54
a     276      15       8
a     455     818      58
a      75     830      56
a     205     559      90
a     235     250      96
a     153      87       8
a      58      49      75
a      12     120      72
a     564     291      57
a       4     659      16
a      94     729      30
a     855     368      87
a     424     159       6
a     821      45       9
a     979     746      64
a     247     801      34
a     991     510      44
a       2       4      55
a       9     453      85
a     517     598      98
a      26     594       8
a       1     619      63
a       9     701      22
a      37     439      84
a     721     593       9
a      21      38       3
a      54      33      85
a     137     605      29
a     563     173      28
a      16     369      43
a     866     484       4
a     805     644      52
a      81      14       1
a     297       2      80
a     925     538      49
a     571       9      31
a       5     475      85
a     213     800      48
a     708     550      37
a     779     329      31
a     127     457      45
a     590     350      84
a     979     315      12
a     713     776      19
a      21     305      96
a      48     310      98
a       4      14      91
a       4       2      20
a     830     132      80
a       2     257      56
a     290     291      19
a       9     309      40
a      59     102      70
a     156     129      40
a     685     164      15
a     809     984      70
a       4      77      96
a     361      71      29
a      12     582      30
a     978     736      67
a     169     464      83
a     202     469      57
a     401      25      54
a     484      51      47
a       4     232      97
a     410      35      40
a      53     237      69
a     993     363      58
a      19     282      22
a     497     841      98
a     344      12      49
a     676     312      17
a      43       4       3
a      55     320       2
a     184     439      69
a       7      11      21
a      27     188      73
a      23     550      78
a     511      17      82
a     435     737      41
a       8       5      67
a     714     338      58
a      10     428      33
a      36     124      41
a     136     137      51
a     869     380     100
a      34     439      35
a     703     445      40
a       2     543      40
a     550     417      27
a       4     769      23
a      24      85      25
a     134     249      99
a     614     194      85
a      36     355      24
a      66     131      62
a     640     312      88
a      24      26      43
a       9      28      32
a     785      46      46
a       9      14      75
a     787     447      45
a     100      13      70
a     881     653      18
a     105     172      75
a     128     789      69
a     544      86      39
a     976     760      53
a     108     270      86
a     620     556      14
a     451      51      89
a     344      57      52
a     650     124      57
a     101      16      29
a      43      57      45
a     873     414       9
a      38      55      27
a     928     185      88
a      87     175      76
a     949     387      49
a      19      55      57
a     340     152      46
a     228     119       1
a      11      22      33
a      65      51      42
a       6       4      64
a     763     975      51
a     568     105      29
a     517     507      58
a       4      10      72
a       1     508      22
a     164     298      53
a     424     953      11
a     409      33       4
a     928     742      85
a      22     116      35
a     486     104      97
a     241     454      59
a      14      34       1
a     201       7      47
a     440     139      56
a     886      37      48
a     696     322      16
a      49      73      85
a     732     557      48
a      85      16      40
a      68     138       3
a     140     390       3
a     570      31      74
a     145      34      42
a     123     191      66
a     484      78      34
a     229      37      83
a     735     402      66
a     152     193     100
a     428     330      12
a     446      15      61
a      24      28      53
a     173     147      53
a     152     712      42
a     273     191      95
a     194      41      41
a     574     175      52
a      38      59      35
a     677     792      48
a     103       6      65
a     258      68      60
a      17       1      95
a     380     714      40
a     705     506      39
a     558     267      36
a     280     186      67
a      19     104      38
a      54      24      13
a     811      24      59
a      16      41      32
a     705     526      61
a     921     205      30
a     722     393      68
a     769     112      36
a       7      10      62
a     665     123      13
a     257      51      75
a     183      42      58
a      14     742      93
a     155     404       7
a      72     131       1
a      81      50      69
a     845      96      47
a     985     461      53
a      87     165      31
a     996     351      56
a     916     348      13
a     524     194      80
a     808      84      22
a      38     293       8
a     672     534      72
a     380     997      52
a      36     410      36
a      40     158      10
a     221     389      60
a       2      12       5
a     272     199      28
a      52     421      35
a     228     471      61
a     671     215      83
a      50     297      62
a     217     228      10
a     293      17      59
a      37      42      15
a     221      93       1
a     244      35      29
a     886     490      17
a      14      55      52
a     626     173       9
a     191      93      70
a     113     178      84
a     603     150      32
a     154     555      49
a     876     732      56
a      79     479      69
a     428     729      86
a      50     385      47
a     241     242      91
a     134     315      57
a       6      23      30
a     980      12       4
a     272      19       9
a     674     852      11
a      59      38      47
a     529     780      21
a     246       6      23
a       3      13      34
a     125     436      48
a     109     326      73
a     374     483      18
a     973      16      14
a      31      83      83
a     331     747      35
a     204     526      89
a     144     665      52
a      96      31      93
a     648     665      23
a     733     852      22
a     401     407      65
a      19      10      22
a      51     733       9
a      44     303      48
a       6      22      93
a      29     123      40
a     169     228      98
a     246     758      96
a      45      71      92
a     245     532      27
a      49     135      11
a     599     499      26
a      68     181       3
a     307     464      61
a     197     384      25
a     858     928      52
a     140     211      28
a     819     742       2
a     254     450      61
a      74      88      93
a     130     327      14
a     317     705      92
a     273     770     100
a     379      43       5
a      73     122      52
a     695     141      80
a     141     930      84
a      88     107      54
a     325      21      80
a     628     518      99
a     242     931      28
a      16     117      11
a     681     291      44
a     519     268      22
a     729     521      67
a     163     277      70
a     913     488      41
a     921     758       9
a      55     102      81
a     147      13      44
a     420     529      93
a     844     300      44
a      63      80      88
a     226     177      95
a      24      57      86
a     599     414      14
a      91      31      53
a     365      81     100
a       4      25      89
a     752     273      80
a     889     467      60
a     917     409      12
a      77      57      10
a      67      13      25
a      79     200      65
a     173     445      88
a      20      15      46
a     102     198      14
a     959     143      66
a     671      53      97
a     431      59      17
a      17      46      30
a     124     524      34
a     452     438      95
a      59      97      54
a      45      99      87
a     115     333      85
a       1      39      26
a     318       8      44
a      45      75      10
a     411     802      60
a     897     680      73
a     412     974      23
a     916     677      51
a     961     737      16
a     212     232       5
a      31     725      55
a     150     278       3
a     470     709      94
a      21      22      19
a     242     173      42
a     155     110      25
a     710     252      15
a     136      49      31
a     160     163      81
a     105      83      73
a     308     618      81
a      14      95      28
a     284     423      43
a     250     223       7
a     541     562      69
a     208      68      94
a      77     105      15
a     309     833      10
a     883     562      53
a     160      32      72
a      19     101      51
a     134     451      86
a      35      43      97
a     349     565      83
a     588     378      13
a       1     504      90
a      93     897       2
a     371      55      41
a     297     264      99
a     113     121       1
a     178     304      50
a       7       4      51
a      23      14      25
a     572     143      90
a     881     282      33
a     155     547      12
a     762     561      31
a     562     142      88
a     921     980      11
a     290      81      23
a     244      70      32
a      88     201      64
a     215     278      52
a     457     238      30
a     573     556      10
a      84     120      28
a      98     874      22
a      44      76      29
a     335     510      57
a     283     143       2
a     542     768     100
a      39      45      19
a     366     709      81
a      58     641      56
a      44     419      73
a     670     435       7
a      58     911      43
a      61      93      23
a     462     360      54
a     194      19      21
a     528     752      25
a     118     286      39
a     114      98      78
a     250      39      30
a     739      18      89
a      12      26      98
a     953     353      77
a      36      51      44
a      50     254      85
a     495     215      93
a     471     324      19
a     686      63      80
a     227     311      99
a      55      65       4
a     973     745      73
a     535      23      80
a       5      33      75
a      60     371      90
a     244      58      27
a     583     142      89
a     170     255      75
a     283      95      63
a     581     298      70
a     322     329      80
a     251      79      28
a     615     220      54
a      12     212      66
a     805     712      54
a       6     426      56
a     305      16      84
a       7     746       3
a      56     227      61
a     268       7       8
a     292     996       1
a     539     350      40
a     118     277      78
a     376     269      34
a     784     413       5
a     541     546      35
a      54     171      31
a      95     185      90
a      35      40      37
a      30     129       2
a      87     134      58
a     170     458       5
a     733     102      40
a     852     770      36
a     461     548      63
a     606     635      44
a     181     182      76
a     295     437      21
a      19     561      83
a      92     593      22
a       5      17      65
a     881     418      64
a     601     972      73
a     363     792      91
a     350      28      76
a      94     373      44
a     249     804      99
a      79      53      98
a       3      12      57
a      85     111      41
a     207     773      45
a      66       3      32
a      31     156      14
a     501     791      66
a      49     802      96
a     325     765      70
a      14      15      26
a     428     912      73
a      75     278      68
a     751     870      22
a     199     246      47
a     326     748      66
a     802      31      60
a     216     397      86
a     193     196      57
a     455     276      26
a     126     136      34
a     272     757      56
a     218      94      77
a     662     311      20
a      45      59      64
a     822     737      74
a     118     448      98
a     338     528      18
a     645     528      21
a     199      58      27
a     484     779       7
a     173     351       9
a     302     563      90
a      50     111      74
a      26      12      54
a     528      52      37
a      22      48       9
a     654     520       3
a      91     639      51
a      44     964      15
a      54     576      29
a       8      26      79
a      22     108      89
a     805     225      79
a     204     918      96
a     776      29      31
a     351     684      44
a     385      53      34
a     539     108      53
a     146     306      77
a     835     255      64
a     578     870      25
a     516     620      70
a     102     787      92
a     191     355      37
a     955     575      22
a     153     627      37
a     510     177      34
a       6      38      27
a     329      37       2
a     132     353      44
a       7      13      37
a     489      18      64
a     913     803      33
a     104     385      87
a     224     137      59
a     850     130      72
a      22     488      30
a     825      58      12
a      43      60      13
a     746      32      41
a      85     368      10
a     594      18      48
a     533     695      45
a     894     257      16
a      27     187      94
a     424     227      65
a      85     168      71
a     487     394      32
a     541     185      44
a     311     392      75
a      97     209      90
a     840       5      16
a     114     264      72
a      53     700      69
a     299     150      70
a     245     455      63
a     273     874      75
a     111     110      81
a      50     612      62
a      30     837      24
a      16     104      35
a     364     227      10
a     765     355      87
a     158     176      97
a     669     192      16
a     119     149      23
a     638     636      59
a      20      29      25
a     766     252      84
a     359      88       1
a      44     402      87
a     998     779      38
a       2     144      46
a      56     151      51
a     726     714      52
a     585     841      64
a     412     188      39
a     710     117      92
a     147     341      13
a     150     722      98
a      23      83      84
a     713     365      91
a     420     374      10
a     224     668      91
a      24     156      24
a      21      35      28
a     152     350      93
a     786     458      91
a       1     268      77
a      17       5      66
a     179     738      86
a     216     983      43
a      25     358      87
a     892     609      41
a      59      82      57
a     272     266      57
a     106     771      74
a     589     705      36
a     213     201      34
a     442     991      45
a     968     999      77
a     560     769      27
a     487     936     100
a     206     426      96
a     375      24      77
a     442     609      83
a      55      77      79
a     622     665       6
a     207     576      74
a     928     726      29
a     335     941      11
a     540     155      27
a     357     424      38
a     549     535      87
a     179     342      91
a     579     769      87
a     613     501      44
a     242     907      13
a     347     449      31
a     350     684      92
a     480     618      86
a       8      28      50
a      38     273      94
a     862     312      48
a      46      18       2
a     404     954      16
a     378     988      46
a      78       9      10
a       9      24       7
a     956     428      71
a      28      48      13
a     699     801       6
a      26     335      88
a     360      71      57
a     101     228      79
a     479     366      13
a     561       7      23
a      85      93      77
a     224     321      19
a     281     737      94
a      32     571      32
a     626     809      47
a     187     924      55
a      24     497      69
a      29      57      89
a     864     642      86
a      12       1      54
a     205     970      92
a      61      77      35
a     417     248      86
a      12      87      21
a     959     767       5
a     133     958      86
a       4       5      47
a       8     379      18
a      49      55      83
a     994     759      14
a      40     422      66
a     728     306      90
a     152     198      22
a     275     761      30
a      10       8      47
a     460     235       7
a     625     577      91
a     802     752       1
a      34      73      67
a     973     359      81
a     122     200      98
a     191     245      18
a     312     158      55
a     846     268      14
a     684     808      90
a      61     951      88
a      74     400       6
a     260     556      61
a     478      21      76
a      10       3      14
a      17      15      71
a     967     959      27
a     523     167       3
a     875     769      72
a     148     219      18
a     393     587       1
a     171     684      56
a     169     178      51
a     256     283      79
a     493     957       2
a     648      72      85
a     294     304      82
a     628     583      59
a     505       8      11
a      99     172      78
a     344     501      87
a     877     521      72
a     530     409      60
a     204     725      39
a       1     196       2
a      96     748      57
a     109     984      36
a      10       2      92
a      38      32      49
a     320     101      36
a     414     870      69
a     531     206      92
a      32      50      11
a     372     613      26
a     211     297      95
a     120     148       3
a     247     221      22
a     266     462      28
a     245     348      52
a      65     194      69
a     237     265      41
a     343     625      87
a     684     567      34
a     440      93      66
a     687     545      63
a     699     116      53
a      88     116      81
a     276     891      42
a      72      45      40
a      62      80       2
a     129     880      27
a     952     485       9
a      31     474      99
a      94      79      23
a     128     919      53
a     204     302      65
a      24     367      13
a      27       9      78
a     415     144      42
a     585     333      36
a      76     137      44
a     407     201      94
a     122     198       4
a     171     928      11
a      25     112      92
a     707     481      47
a      24      53      44
a     112     277      96
a       9       8      13
a       7      21      35
a     309       9      15
a     806      31      56
a     100     135      41
a     834     522      76
a     735     686      59
a     379      95      33
a     588     468       8
a     561     816      53
a     410     368      52
a      78      14      76
a     527     805      46
a     340      72       3
a     118     352      80
a     370     499      31
a     897       2      42
a     435     192      92
a     105     330      28
a     502     141      89
a     869     583      65
a     545     879      98
a      57     758      29
a     103     898      10
a       1      44      20
a     312     528      99
a     484     666      66
a     669     157      84
a      92     219      39
a     912     222      33
a     650     333      74
a     697     560      63
a     111     116      95
a     649     270      93
a     304     453      34
a     393     547      13
a      83     291      13
a     805     264      41
a     642     720      44
a     774     689       7
a      49     348      47
a      20      23      83
a      61      37      35
a     158     458      16
a     165     178       3
a     151      34      48
a     354     358      81
a      97     151      81
a     911     528      62
a     107       3      50
a     156     323      13
a      17      22       7
a     676     217      12
a      62     956       2
a     410      36      74
a      13     671       6
a     131     334       3
a     258     830      40
a     291     900      63
a      17      39      22
a     919     340      25
a     481     570      57
a      56     360      48
a     157     553      90
a       2       5      71
a     801     950      29
a     890     283      79
a     789     909      52
a      62     114      57
a     485     609      80
a     269     767      34
a     342      10      65
a     440      79      34
a     780     516      26
a     334     383      33
a     436     173      94
a     838     347      35
a     888     370      82
a     488     311      87
a      15     266      34
a     257     499      99
a     572     443      81
a     100     308      24
a     184     316      99
a     714     585      52
a      11      18      24
a      44     939      87
a      17     277      94
a     176     473      95
a     573     365      86
a     166      91      26
a       3      15      30
a     727     805      29
a      38      53      38
a     970      39      85
a      22      30      96
a     216     617       1
a      42      37      90
a     672     892      16
a     354       4      20
a       3      25      43
a     171     154      91
a      58     429      31
a     187     290      31
a     534     355      59
a      51      53      23
a     414     128      10
a     211     872      59
a      79     341      63
a     189     385      54
a      10     159      65
a     208     863      90
a     649     969       3
a      19      61      76
a     114     174      24
a     668     346      75
a       9      12      77
a     720     335      64
a     211     137      28
a     312     114      97
a     529     375       7
a     282     110      72
a      20     152      31
a     848     993      69
a     204     271      79
a     775     340      49
a     325     269      99
a      69     163      41
a     161     171      55
a     546     415      33
a     192      36      58
a      15      31      10
a     345     230      88
a     320     829      61
a     618     274      50
a     144     656      42
a     446      26      50
a      64     307      22
a      55      84      61
a     953     275      70
a     296     974      82
a     678     185      13
a     258      10      23
a     132     629      14
a     340     269      15
a     102      14      86
a      80     130      31
a     954     631      72
a      17      97       3
a     359     759      76
a     719     529      46
a     677      85      43
a       7     411      54
a      21      12      78
a      84     142      39
a     295     435      75
a     401     457      16
a      86     198       8
a     225     226      73
a     448     549      38
a     991     986      51
a     302     290      98
a      41      49      17
a     485     540      53
a      38     116      27
a     266     962      45
a      26     109      78
a     194     631      66
a       8      21      44
a     856     581       9
a     281     520      38
a     854     911       5
a     211      89      82
a      49      89      65
a     344     606      18
a     212     187       7
a     290     134      53
a      67      87      72
a     827     467      41
a      73     117      31
a     387     890       4
a     324      29      73
a     688     980      87
a     915       2      39
a     673      78      95
a      11      13      43
a     760     711      99
a     235     292      39
a      61      74      16
a      21     804      94
a     382     273      59
a     351      37      51
a     143      25      48
a      12       2      98
a     770     577      83
a      30     117      24
a     655     877      90
a     993     818      67
a     548      85      52
a     250     722      41
a     152     309      89
a     527     850      91
a      39      63      46
a     440     228      69
a     628     200      23
a     443     546      54
a     235     347      52
a     140      12      61
a     394     146      51
a      50      52      33
a      65      10      58
a      99     350       2
a     871     329      13
a     805      79      24
a       4       9      55
a     609     630      97
a      16      18      67
a      19      72      30
a     115     415       2
a     103     624      19
a     176     135      56
a      91      93      41
a     164     649      18
a     569     837      58
a     188     713      74
a     256      30      76
a     515      34      42
a     727     397      84
a     204      33      62
a     657     132      58
a      47      58      72
a     997     393      17
a     208     411      97
a      51     353       6
a     119     102      63
a      69     137      71
a     463     771      57
a     347     517      64
a     222     252      22
a      11     116      64
a     585     960       3
a      74      90      33
a     749      51      69
a     151     157      80
a     578     299      99
a     962     343      46
a       4     275      52
a     109     250      29
a     794     275      51
a     340     277       3
a     427      74      58
a     117      17      89
a     350      11      79
a     253     640      91
a      63       3      18
a     182     195      11
a     692      96      24
a       1      53      44
a     531     551      87
a     614     261      96
a     181     103      23
a     620     367      71
a      51      63      88
a      94     749       1
a     833     437      30
a     372     636      45
a     170     346      51
a      89     139      11
a     634     102      92
a     803     698      46
a     423      50      60
a     100     123      82
a     359     152      35
a      46     142      18
a     812     641      54
a     302     183      16
a      55     924      37
a     133     504      24
a      36     134      99
a      52     146       2
a     982     234      49
a      10      31      38
a     112     580      84
a     581      36      49
a     952     946      80
a      13      18       3
a     870     171      30
a      93     275      23
a     795     177      33
a     404      75      53
a     934     849      49
a       2       8      57
a     200     106      48
a     411     774       3
a     327     309      46
a     317     502      83
a     850     679      97
a      14      82      72
a     675     810      55
a     595     168      56
a     604     192      62
a     108     224      99
a     446     907      72
a     588     922      99
a     104     213      95
a     164     796      27
a      80     508      63
a     290     608      43
a     826     887      15
a     165     175      58
a     536     584      45
a     440     226      98
a     453     564       9
a     431     197      81
a      20      58      94
a      71     756      73
a       9     420      84
a      61      79      56
a     109     389      75
a     595     638      95
a      11      21      74
a     155     659      23
a     977     428     100
a     528     507      35
a     775      17      27
a       9      35      98
a     750     307      28
a     281     343      75
a     551     722       2
a     187      40      21
a     580     202      53
a      75     162      94
a     796     956      26
a     247     636      64
a       5      22      75
a      32     758      35
a     966      40      63
a     819     599      37
a     661     812      32
a       5      21       2
a     322     339      72
a      39      72      79
a      29     146      23
a     149     171      13
a     243     979      69
a     385     778      89
a     130     266      64
a     275     562      80
a     770     158      57
a     481     706      70
a      16     671      31
a     133     903      20
a       5      27      84
a     134     274      88
a     656     549      54
a      26      94      90
a     204     422       2
a      80     335      74
a     124     616      44
a      38       8      63
a      26      27      95
a     201     324       5
a     280     918       4
a      94     141      10
a     485     589      22
a     981     873      64
a     562     930      32
a      61     662      41
a     626     581       3
a     135     573      83
a     221     640      35
a      12     102      37
a     947     902      25
a     229     797      71
a     872     505      77
a      34     618      55
a      18      33      95
a      36     678      15
a     201     539      36
a      36     378      22
a       7       6      86
a       5     317      50
a       8       4      99
a     501     789      72
a     732     793      51
a     193      81      16
a     585     720      89
a      12      95       2
a     781     947      84
a     318     783       4
a     841     559      48
a     172     559      37
a      22      36      96
a     126     887      34
a     272     408      39
a      33     857      23
a      88     113      35
a      34     167       8
a      32      33      80
a     905     745      37
a     296      86      39
a     759      73      71
a     504     107      13
a     540      48      78
a      18      84      77
a     319     195      72
a      11     220      55
a     513      78      21
a     317     533      64
a     458     331      37
a      13       3       4
a     435     867      23
a     459      74       8
a     119     160      41
a     293     157      37
a     589     223       4
a     239     199      17
a     753     669      13
a     142     125      19
a      11      44      31
a       3     274      60
a     497     616      97
a       2     208      14
a     158      46      41
a      58     300       1
a     954     371      57
a      23      39      59
a      40     332       2
a     827     456      39
a     391     960      61
a     188     426      58
a     464     282      84
a     243      79      25
a     909     768      98
a     118     183      76
a     443     242      73
a      66     524      69
a     975     886      50
a      62     417       3
a     108     128      79
a     367     416      94
a     399     800      35
a       4     304      44
a     674     452      78
a       5     798      18
a     698     360       4
a     825     297      46
a     808     335      48
a      71     100      55
a     642     718      40
a     371     885      30
a     177     424      13
a     500     296      26
a     613     617      82
a     551     913      59
a      23      61      42
a      80     150      51
a     672     216      29
a     561     390      97
a     452     125      66
a     617     132      44
a     245     396      64
a     917     674      83
a      34      41      94
a     148     138      53
a     884     438      84
a     922     154      31
a      98     167       2
a     149     190      31
a      46      82      25
a     570     682      81
a     349     171      97
a     751     454      66
a      55     336      45
a      73      35      55
a      90     492       8
a     473     943       6
a      17     106      42
a     143      28      10
a     429     126      92
a      26      81      43
a     452     740      58
a     917     762      64
a     621     450      31
a     307     476      56
a      52     525      93
a     984     578      12
a     382     344      46
a     715     238      28
a     130     178      72
a     938     227      13
a     178     213      78
a       9     110      24
a     566      33      80
a     488      40      70
a     666     975      54
a     209     270      34
a     285     833       8
a     440     838      62
a     721     461      59
a     314     616      72
a       1      58       3
a     376     224      23
a     943     924      62
a      19      57      62
a      43     267      98
a     351     255      58
a     430      70      66
a     247      61      32
a     593      92      20
a      75     232      74
a     248     252      75
a     763     727      48
a     474     317      47
a      12     172      75
a     260     212      39
a     526     909      23
a     294     417      35
a      20      16      46
a      85     587      40
a     149      46      14
a     125     882      28
a     385      59       2
a     620     634      16
a      55     188      24
a     142     145      59
a     241     440      57
a     497     154      50
a     596      34      21
a     723     462      15
a      67     245       9
a     312     378      62
a      35      63      61
a     318     160      19
a      51     277      41
a     981     316      18
a      34      25      56
a     955     519      57
a     481     310      80
a     347     432      61
a     507     732      79
a      23       6      53
a      35     123      34
a     662     342      30
a     220     865      91
a       1     525      10
a     375     883      61
a     618     657      83
a     989     395      14
a       8      49      34
a      51     193      38
a     570     537      84
a     867     635      71
a     782     371      37
a     840     584      65
a     132     190      96
a      31     112      20
a     127     197      79
a     599     368      56
a     807     253       3
a     818     487      12
a     870     190      99
a     909     202      85
a      74     299      40
a     427     763      78
a     593      47      97
a     734      69       2
a     226     370      80
a     747     381      71
a    1000     835      21
a     138     693      81
a     121     255      93
a     160     375       4
a     286     896       2
a     114      11      55
a     365      26      83
a     511     237      36
a     958     670      16
a     450     129      68
a      60      43      18
a     540     339      42
a     767      70      78
a     132     126      77
a     108     375      34
a     397     283      83
a      13       9      35
a     166     483      51
a     335     573      87
a     396     101      72
a     509      89      78
a     240      65     100
a      55      27      24
a     529     659      85
a      21      27      74
a     996     530      83
a     114     246      40
a      28     812      18
a       9      15      92
a      74     475      38
a     319      12      28
a      37       4      18
a      42     105      49
a       8      18       3
a       9       5      13
a     223     297      30
a     485     661      74
a     949     498      24
a     334     102      67
a     689     975      36
a       8     269      91
a     387     742      38
a      54     589      25
a     307     815      75
a      30      16      92
a     911     693      21
a     599     206       1
a     139     980      98
a      20      42      66
a       4      99      91
a     191     244      41
a     254       5      88
a     843     991      60
a     285       8      79
a      23     278      70
a     114     809      46
a      11       7      53
