c Random Network
p max 10000    6000
n         1  s
n     10000  t
a     157     524       9
a     587    5997       3
a     722    8765       8
a    4694    2303       9
a    4311    3559       1
a     552    1628      10
a    3627    2465       2
a    3435     705       2
a     692    1156       5
a      77     278      10
a    1061     654      10
a    3840     863       8
a    2897    4906       3
a    6583    5113       7
a    1035    9042       4
a    2028    2454       6
a    7210    5232       1
a    3124    6535       2
a    3655    8694       1
a    6447    8199       5
a    7144    8352       6
a     549     700      10
a     142    1179       9
a     206     533       3
a    1683    1053      10
a    3647    3636      10
a     349    6297       9
a    5865    1571       9
a    3140     666       2
a    7095    9846      10
a    7290    9140       8
a      14     186       7
a     585    1358       3
a    6174    8141       9
a     319     353       2
a    4803    1770       5
a    7740    2714       3
a    7437     924       1
a    4745    4446       5
a    2732    2766       7
a    3342    3788       1
a    2448    6907       3
a    7330     537       3
a     217     523       9
a       4      56       5
a     447    2657      10
a    2764    7055       7
a    2824    6054       3
a    5304    6059       2
a    6137    3449      10
a     468    5984       2
a     285     300       2
a    2831    9027       6
a    7083    4376      10
a     551    2453       5
a    5040     190       9
a    3886      45       5
a    9745    2761       3
a    9052     560       9
a    4824    6675       6
a    4669    5482       5
a    1588    2045       1
a    1257     100       4
a    7141     299       3
a    9464    6538       8
a     434     485       8
a     561    1408       1
a     877    2996       5
a    1642    5855       1
a     589    1924       3
a    8856     852       8
a    8210    2997       6
a     170     455       2
a     548    6184       7
a    6192      68       7
a    9870    1113       7
a     856    1744      10
a    3885     787       6
a    8509    2452       7
a    5820    2488       5
a     731    7717      10
a    8770    1940       6
a    6378    8780       7
a     244    2248       8
a    4072    2320       3
a    2878    2602       9
a    5846    5174       2
a     353     809       5
a     146    1287       1
a    2697    2297       4
a    4287    2347       9
a    6040    6641       3
a     827    2934       2
a    7785    7432       7
a    6970    1074      10
a    1151    1340       9
a    3895    1065      10
a    4824    1841       9
a    9548    2793      10
a    1263    1501       7
a    4952    6528       8
a    7856    7947       8
a    6675    1911      10
a     310    2383       3
a    1198    3902       6
a       9      13      10
a     222     331       6
a    1093    7034      10
a    9027    7425       8
a    7521    7291       8
a     720     774       7
a    3297    3914       5
a    6896    1040       5
a    8815    4576       9
a    5980    7554       7
a    9175    4756       1
a      35    8458       9
a    8283    4444       5
a     311     383       3
a    4127    2825       9
a    5748    2156       2
a    8447    6291       9
a    2007    3242       9
a    2153    1279       5
a    4184    1282       3
a    4330    5077       6
a    6815    8072      10
a     142     276       6
a     902    1964       4
a     646     828       8
a     860    1459       6
a    2028    1588       2
a    5753    4188       8
a    4126    1871       6
a    7039     801       8
a    2658    2393       3
a    3606    7157       9
a    2842    4160       5
a    8471    1226       4
a     234    1117       2
a    1951    1991       4
a     193     469       5
a    1036     197       6
a    2573     810       3
a    1817     537       6
a    2495    1019       6
a    3437     889       7
a    1371     722       2
a    3903    3480      10
a     473    1421       2
a     285     727      10
a     740     220       7
a    1441      72       7
a    5450    3999       4
a    8249    6026       9
a    7816     626       6
a     324    2724       7
a    8483    3350       4
a    6416    2266       5
a     850    3226       2
a      36      41       2
a     181     275      10
a    1246     392       8
a      52    1809       5
a    6549    3130       6
a    6558    9843       7
a    8795     320       5
a    6966    4153       3
a    1537    4230       5
a     305    6928       8
a    3222    1732       5
a      41     135       1
a     759    1066      10
a    2137    1140       5
a    5172    9923       2
a    1678    2264       7
a    1700    8207       4
a    8861    9946       9
a    1158    2028       5
a     990    1417       8
a    1581    6540      10
a    2233    6402       2
a    8733    1457       9
a    2375    3191       4
a    5160    2923      10
a    2616     967       8
a    5582    2852       5
a    7610    4483       7
a    3366    7797       2
a    5769    1538       2
a     317    1448       8
a    1236    1521       3
a    1857    4320       5
a    3671     462       5
a      16      32       5
a      57    3470       8
a    1323    5303       8
a    4057    7826       2
a    5200    4713       3
a    1728    7159       4
a     524    8962       2
a     898    2813       8
a    2903    4349       4
a     305    2456       7
a    1379     697       4
a    8335    1375       2
a    4386    3044       7
a     566     837      10
a      28     105       7
a    3489     789       9
a    3548    1029       6
a    6514     758       1
a    7993    5645       5
a    5999    1903       2
a    9268    2659       5
a    2355    6143       9
a    7180    1612       2
a    4670    6694       9
a      10      56       9
a    1982     570       3
a    3387    1669       5
a    3471    7291       9
a    3611    4255       8
a    4865     902       8
a    8881    3168       8
a     143     678       7
a    1421    2143       2
a    4701     280       7
a    3635    1380       4
a    1787    4415      10
a     110     151       7
a     575     454       6
a      64    3519       9
a    1306    5710       1
a    2704    9628       9
a    6904    2631       3
a    1458    3389       5
a       5      15       3
a      35      42       2
a     261    2148       7
a    9190    3683       6
a      58     114       1
a     700    3060       6
a    5757    7070       4
a    1170    1021      10
a     132    2467       7
a    5408    1570       3
a    3191    3718       9
a     114     129       3
a     311     679      10
a    2768    5733       6
a      16      17       5
a     113     321       8
a     521    8117       2
a    3803    8308       8
a    5066    2013       4
a    5232    6403       4
a    4686    9138       8
a    1110    6745       5
a     968    1836       4
a    2922    1708       1
a    8118     779       6
a    9594    2701       5
a     890    1020       1
a    1902    1396       3
a    6756    1503       1
a    7152    7747       6
a    5603    5276      10
a     224     418       9
a    2940    5079       3
a     139     231       3
a     326      13      10
a    1424     600       8
a    3643    3422      10
a    1448    6125       1
a    2022    1317       8
a    5698    7539      10
a    6630    7745       3
a    4243    6093       7
a    1586    7027       6
a    1178    3640       9
a      77     560       8
a     269     332       7
a    1501    2563       5
a    4420    3985       6
a    5823    1175       8
a    5233    5351       9
a     965     481       1
a       1    4481       6
a    4388     731      10
a    1505    2544       9
a    4136    7578       6
a       1    3508       2
a    5755     570       6
a     688     885       2
a    1044    6075       5
a    2564    7142       3
a    4638    2544       1
a      30    1206       4
a     459    2864       5
a    4036     545       7
a    6643    2035      10
a    7437    4890       3
a    5974    6291       5
a    8773    5442       4
a    9252    9019       2
a     751    1320       2
a    5549    2833       3
a     228    2865       5
a    1394    3830       7
a     273    1191       1
a     674     164       2
a    2561    3434       7
a    9307    7067       6
a    8237    3016       1
a     151     255       8
a      31      56       5
a       1       6       1
a     839     619       4
a     951    5714       8
a    6908     917       6
a    4777    8295       6
a    2002    5569       6
a       8       9       4
a     117    2922      10
a     243    6564       9
a    2572    3321       7
a    1439    5596       5
a    4669     972       5
a    5981    8507       8
a     197    1058       2
a    1555    2762       1
a     940    3116       5
a    1915    4810       3
a     161     509       1
a     846    1533       6
a    5943    1648       4
a    3818    9076      10
a    4441    5210       3
a      96     179       4
a     150     697       8
a     637     861       9
a    1011     846       9
a    7025    1767       8
a    8002    1125       8
a    6273    7574       4
a     631    3800       7
a    2965    5768       8
a    6841    4548       8
a    3302    8196       4
a      79     460       3
a     242     698       3
a     108     766      10
a    2305     249       7
a    3431     744       8
a    3342    6556       4
a    8495    2104       4
a     716    3456       3
a    3241     262       3
a    3833    9775       3
a      76     112       7
a      31      66      10
a     248      40       3
a    1886    1228       7
a    5281    1173       3
a    5659    2861       6
a    7065    6817       8
a     175     272       6
a    3216    9223       1
a    5749    1884       5
a      71     186       3
a    5729    1304       3
a    7701    1972       7
a    8093    3881      10
a    9820    1515       9
a    1309    2373      10
a    4340    6493      10
a    3470    5074       6
a      52     483       6
a     564     334       1
a    1721    1706       8
a       2      75       3
a     152    2715       4
a     235    8384       2
a    9171    7537       1
a    5301    8799       3
a    7469    7713       4
a    3423    3118       8
a     448    1546       9
a    2555    7370       7
a    7907    6722       9
a    3241     697       4
a     653    1108       7
a    6226    6272       3
a    8140    3045       9
a    9602    4605       5
a     259     275       1
a     342     377       4
a    1067    1194       6
a    1297    4892       3
a    1423    6818       4
a    6068    7507       9
a    1938     822       1
a    6060     791       7
a    5381    6060       6
a    2803    6954       8
a      94     508      10
a     411     791       6
a    2444     285       2
a    2073    3205       3
a    4863    1710       8
a    5785    2356       3
a    8874    3553       4
a    2086    2429      10
a    1182    1826      10
a    9476    3005       8
a    9875     529       8
a    3546    6286       1
a     756    1173       2
a    4382    4885       6
a    9341     231       3
a    1631    4601       6
a    5176    2680       9
a    6047    4098       9
a    1237    1787       3
a    6255    6416       6
a     829     851       7
a    2159    8570       5
a    6080    1318       4
a     373     408      10
a    2107    2252       2
a     993     850       5
a    6059    1631       2
a    4552    9129       1
a    8145    7314      10
a    3990    6891       5
a     113     122       2
a    4657    5808       1
a    8563    3393       1
a    4024    5649       8
a     768     780       1
a    1080    1590       1
a     746    1913       1
a    5132    4029       6
a    2658    4123       4
a    6564    8821       3
a    3086    9303       7
a       4     355       5
a     118    4685       6
a    5098    7415       7
a    1074    2916       7
a     264    1149       5
a    3519     675       5
a    3760    3614       7
a    2136    5496       5
a    2758    7271       3
a    7855    2563       2
a    7289    3952       2
a       1     185       3
a     296    4334       1
a    2325    3633       3
a    4123    8189       7
a     483    3059       8
a    1017    1236       8
a    1446    6165       4
a    5579    6974       9
a    5170    4567      10
a    7004    8702       3
a    8119    4066       9
a    5857    5627       5
a     187     347       8
a    1630    3157      10
a     279    1187       8
a     470    2955       8
a     692    1450       1
a     843    2298       7
a    8046    4171       6
a    2497    3736       9
a    9182    9948       7
a     185     363       6
a     132     189       3
a     147     342       6
a     342     769       4
a    3792    1114       3
a    2286    1939       2
a     612    2856       1
a     121     151      10
a     331      39       2
a     550     245       2
a    5267    2458       8
a    1211    1789       5
a    1905    5964       4
a    8020    5990       9
a     104    1689      10
a    2191    1850       5
a    1117    2164       2
a    4406    9433       9
a       2      12       5
a      61     622       3
a     956    6901       3
a    4232    9358       9
a    8021    2001       9
a      33      46       6
a      68     238       5
a    1124    1311       7
a    2697    4207       6
a    7350    6172       7
a       6    2992       8
a    9409    1697      10
a     131    4193       3
a    2267    3782       9
a    5643    7406       3
a    6447    8816       3
a    4580     882       9
a     482    2233       8
a       2       1       6
a    1513    1598       2
a    4376      27       9
a    6333     262       3
a    4660    5878       2
a    6268    3203       3
a       3    1294       2
a    4319    5788       3
a    2904    2851       6
a      16      26      10
a    3595    3652       9
a    3725    4091       7
a      52    4045       8
a    2673     902       4
a    3951    7597       1
a    2991     547       6
a     900    1450       5
a     630    5461      10
a    7110    4221       6
a    8372    8493       5
a     321     360       3
a     314     540       4
a    4707     722      10
a     929    1019       3
a    2930    3394       9
a    7199    8778       1
a    5498    2377       5
a    9483    8896       9
a     126     518       7
a    4921    6113       6
a     536     349       9
a    1416    1699       8
a    1723    1767       1
a    6002    5176       4
a    8655    5380      10
a    6925    9914       8
a     635    1804       6
a    5644    5570       2
a    1045    3927       2
a     166     272       1
a     437    1395       5
a     552    1377       9
a    9089    4572       5
a     349     568      10
a    1731    6783       8
a     179       3       1
a    3295       3       4
a    7953    7127       3
a    9332    5587       5
a      14    3392       4
a      67      71      10
a    1306    7421       6
a    7657    2025       7
a    6456    7373       3
a      23      36       7
a     145    5717       8
a     247    7321       2
a    6348    1701       7
a    2898    8355       4
a    8507    2919       2
a    2238    9449       3
a    2193    3004       3
a    4053    1081       7
a    3129    7832       9
a    5449    2237       2
a    4730    9619       6
a     600    1139       3
a     226     859       6
a     314     406       6
a    3547    6757       5
a    1379    5316       4
a    4833      35       9
a    7238    2441       3
a    5079    2433       6
a     634    9655       6
a    1047    1282       3
a    4430    6885       6
a     102    7442       9
a    5351    5469       5
a    5989    4563      10
a    2321    2926       5
a    3163    3675       9
a    6560    7532       6
a     696    4031       3
a     216    2548       7
a      20      23       7
a      21      81      10
a     653     592       7
a    8848    6896       5
a    6011    9789       9
a     889     993       3
a    1287     826       6
a     438    2974       6
a    3031    4135       6
a    1782    2089       1
a    5560    6829       5
a    2286    2383       9
a      20      70       2
a    1606    3047      10
a    5322    2503       7
a     943    8150      10
a      67     270       6
a    5605    4213       3
a    9261    5450       8
a    4957    7713       1
a    4280    6903      10
a    6484     918       8
a    7980    6003      10
a     317     854       8
a    1586    4339       9
a    6295    3769       4
a     626     670       8
a      22      48      10
a      55     871       2
a    2379    8880      10
a    3981    6189       4
a    8723    2101       7
a     434    2900       2
a    9230     915       4
a    1602    2050       2
a    2204    5511      10
a    3625    2272       5
a    6683    2478       8
a    1555    2092       7
a      81     756       9
a    1531    1061       5
a    1127    1907       9
a    8657    8426       8
a      14      22       2
a    1305    1601       4
a    4093    1326       7
a      53    2075       8
a    9489    3916      10
a    6959    5525       6
a    7097    6348       9
a    3866    1440       2
a     209    1259       8
a    1614     290       4
a    5967    4409       8
a     593    4806       4
a     263    8131       8
a    5577    6874       2
a    8560    4061       2
a     152     165       3
a     231     637       6
a    3498     780       6
a    6352    7676       1
a    4028    4227       1
a     144    1875       5
a    8665    4648       2
a     782    5847       8
a    4763    1598       7
a      78     100      10
a    1276    2691       5
a     521     620       3
a    1702    1795       8
a    6081    7613       2
a    7911    7349       8
a    1592    2249       4
a       3      15       8
a      85     631       3
a     225     967       6
a    3864    8107       3
a    8924    6501       9
a     555    6405       3
a    8792    8704       1
a     231    1068       7
a    1271    1651       5
a    4142    7277       4
a    6213    8000       8
a      22      14       7
a     944     931       2
a    7988    7599       3
a    8489    5544       5
a    9998     591       2
a      42      64       7
a    3313    3881      10
a     315    2833       2
a    3708    3505       9
a    6094    7846       8
a     859    4998       5
a    6813    2738       9
a     221    5007       9
a    6590    3295       9
a    8483    4940       6
a    4750    9889       5
a    2697    3205       4
a      67    5508       4
a     446     608       8
a      62     994      10
a    3815    1296       4
a    6533    4980      10
a    5874    5815       6
a    8231    2229       5
a     786    1776       2
a    4962    7921       9
a    1751    2265       3
a     120     122       5
a     249     373       1
a     855    7056       2
a    2705    4408      10
a     164    2123       6
a     196    9317       4
a    7831    4960       4
a       6      11       5
a    2612    7237       4
a    1845    8463       2
a    6115    6401       4
a     982    1602      10
a      43     123      10
a    1673     768       1
a    3407    1554       6
a    3912    2627       7
a    4820    8059       9
a     719    9669       1
a    7707    1532       9
a    3013    3464      10
a    6645    6049       1
a    1137    6012       9
a     210     785       5
a    5276     967       3
a     692     841       9
a    7882    7691       5
a    9134    7215       7
a    1387    3208       1
a    7873    5570       3
a     111     437       7
a     311     716       2
a    6846    2518       5
a     305     704       5
a    3718    2964       1
a    7524    3919       2
a    8022    2455       6
a     291    9725       2
a    1732    2606       9
a    6419    1839       1
a     806     890       3
a    2578     349       1
a    6034      79       7
a    7479     396       4
a      21      35       5
a    2154    2726       1
a    2734    6538       8
a    9664    4332       6
a    9011    4629       3
a      89     103       6
a     182    1725       5
a     517     952       1
a    1494    2260       7
a    6999    5010       9
a    2635    1665       4
a    7905    4691       4
a    1865    4097       2
a    2173    7763       5
a    3322    6812       4
a    2334    3682      10
a     443     686       5
a    1113    1421       6
a     107     462       9
a     685     469       6
a    3036    5124       6
a    7252    7694       6
a    2777     438       7
a    3155    5024       2
a    9053    1790       1
a    7132    6190       2
a     167     353       8
a    1804    2229       7
a    3375     747       7
a    1804    7351       3
a     706       8       5
a    5126     404       3
a    6583    3483       5
a     796    6025      10
a      96     189       8
a    4497    7387       2
a     222    4110       8
a    2011    9383       5
a    1651    2989       2
a      20      87       6
a      99      58       5
a    5531     966       2
a    5815    1222       8
a    8282    5493      10
a    5019    4179       6
a    4454      70      10
a    1779    3171       5
a    6278    5276       1
a     607    1018      10
a      40     570       8
a    4904    1612       9
a    1599    1760       4
a    4429    3195       2
a    5096    3185       1
a    1600    1210       7
a    4409    4368       3
a      12     702       2
a     392     747       5
a    1997    9793       6
a    9867    8800      10
a     506    2494       6
a    3518     112       6
a    1011     464       6
a    1852    1038       5
a    4948     178       4
a    2706    8452       8
a    8673    5918       7
a     163     954       4
a     416     856       7
a    1077    4916       8
a    2080     257       4
a    1508    1719       2
a    7366    2890       5
a    9104    4135       4
a    5369    3304       3
a    8875    6925       7
a    8785    2875      10
a    9346    6134       5
a     129     384       8
a    3120    1063      10
a    6810    1170       8
a    8928    2324       7
a     264     293       4
a     731    1009      10
a    2096    1951       1
a    2931    3785       3
a    6571    3394       9
a    3782    3962       2
a    5464    2721       7
a    3964    4144       5
a     234     346      10
a    2698     471       8
a    1901    1119       9
a    7622    9729       5
a    2334    4890       9
a      63    6307       6
a    2010    8883      10
a     854    2190       5
a    1879    6495       8
a      39      50       2
a     487    1480       1
a    3501    3662       3
a    3691    3731       5
a    5854    7174       2
a    4082    9349       1
a      86     246       8
a      27      74       5
a     374     370       6
a    9781    3835       8
a    5492    7526       9
a    2756    1018       6
a    5995    5170       7
a    2738    6689       3
a      93     163       8
a     262    1478       9
a    2930     409       4
a    9145     585       1
a    3636    4952       9
a    6457     842       8
a    7376    3031       9
a    9315    4517       3
a    7606    1248       8
a    3706    4227       2
a     977    1126       9
a    1473    2210       8
a    2856    1401       2
a    5177    1553       7
a    2495    9072       6
a    5697    8431       9
a    6441    3462       9
a    5474    5213       1
a    6668    6661       4
a    9014    8343      10
a    5368    7882       9
a      47     129       3
a     101     399       6
a      14      16       4
a      38     835      10
a    4509     867       2
a    4358     638       8
a    4914    3783       8
a    1139    8104       1
a     584    8539       1
a    2340    2245       6
a     427     611       2
a     194     301       9
a     524    8145       2
a    2990       8       8
a    1271    2902      10
a    5609    3178      10
a    3275    8522       2
a     133     228       8
a    6952    9645       5
a    6167     975       2
a     776    7254       9
a      47     678       3
a     276     566       2
a    3976     744       5
a    3971    4373       2
a    4182     868       2
a    5564    9201       4
a     558    6950       8
a    2097    5284       5
a     470    2400       4
a    7478    6569       8
a    7993    5295      10
a      51     154       9
a     289     934       6
a    1353    6797       7
a    2171    7427      10
a    4081     948       7
a    2209    5464       5
a    6315    2548       5
a     537     648       4
a     114     392       8
a     975    4301       2
a    3174    3893       9
a    6566    3812       8
a     630     976       6
a    3164    2623       4
a    2556    1929       4
a    5198    4681      10
a    5860    7854       2
a    9409    8875       7
a     572    8110      10
a    1622    1792       4
a      27     698       5
a    4112    6446       9
a    6859    4891       7
a     464    2567       1
a    3044     252       3
a    5380    3229       7
a    8186     763      10
a    4106    5957      10
a    2436    7829       3
a    1083    1158       7
a    1928    3420       1
a    4807     500       9
a    6255    4224       1
a     550    2040       7
a     260    8505       3
a    6021    6887      10
a     176     213       1
a      18      19       4
a      62    3554       5
a    7312    5940      10
a    2629    6627      10
a    6477    7531       6
a    7569     454      10
a    8996     907       3
a     135     254       5
a    9547    7474       7
a      40    3161      10
a      91     135       5
a    4500    7676       9
a    1151    6193       1
a    2151    9189      10
a    4657    9081       5
a    8454    1620       5
a    6249    1712       5
a     585     609       7
a    3389    3422       3
a    4128    1217       7
a    2869    1690       1
a     782    8173       3
a      42      55       5
a      90     154      10
a     665     772       1
a    2807    1405       8
a    1150     255       9
a    2215    3491       9
a    3649    2159       8
a      24     102       1
a     226     773       6
a     869    3229       3
a    5464    2866       8
a     646     654       2
a    1248     808       5
a    9364    2678       3
a    2246     779      10
a    7193    2847       8
a    8130    6805       7
a    9936    7035       3
a     235     600       3
a    2189     570      10
a    4912    9124       6
a    2789    3389       1
a     326    1306       7
a    1367    4325       1
a    1448    9667       1
a    5890    9447      10
a    2158    2633       7
a    1710    3767       3
a    2829    8346       7
a      67      83       9
a    4145    6492       2
a    2608     955      10
a    3290    1275       1
a      13      62       6
a    2338    1335       4
a    5231    5070      10
a    7910    1252       3
a    3305    4953       2
a      57     592       6
a     493     791       1
a     108     413      10
a    6867    2258       2
a    8180    9394       7
a    7164      98      10
a    7365    2003       1
a    2958    3544       2
a    2551    3653       9
a    7624    4545       6
a    6914    8247       5
a    1685     604      10
a     647     760       1
a    1011    2514       2
a     650    2423       2
a    2602     552       3
a    3589     879       4
a    1765    6706       2
a     532    1259       4
a    6760      76       7
a     532    3231       5
a    9303    9692       4
a      27     147       7
a      44     158       3
a     221    3071       7
a     157    5116       5
a    6203    8860       5
a    6818    9668       4
a    1230    7815       5
a     256    3989       8
a    3419     365       7
a     574     322       1
a     791    7736       7
a    7430     988       2
a    2996    3363       9
a       1     161       2
a     551    1213       3
a      60      71       3
a      74    3234       4
a    7276    9328       1
a    2079    6290       5
a    8951    7137       4
a    1979    2034       6
a    6849     356      10
a    8232    8263       5
a     902    1510       6
a     250     715       9
a    3162     147       6
a    1819    4705       1
a    1011    5060       2
a    6352    8592       2
a    9854    2766       7
a    2061    2281       8
a     755     929       5
a    8113    2489      10
a    4489    4169       9
a    4482    3391       2
a     221    1576       9
a      12     126       2
a     464     877       7
a    1713    3664       5
a     431      55      10
a    3303     239       7
a    2722    5731      10
a    4253    1407       8
a       6       1       7
a    3702    5812       7
a    7872    6354       3
a      10      24       5
a      63    1201       3
a    1633     528       1
a    5797     731       4
a     389    2299       6
a     155    9603       7
a    8744    9386      10
a     209     271       7
a      60    5731       7
a    3958    6620       4
a    9066    2201       3
a      11      39       5
a     347    3186       1
a    4737     220       1
a    5025     859       5
a     364    5913       3
a    1541    1410      10
a    3834    9155      10
a    1652    2196       6
a       1       4       1
a    1191     454       9
a    7610    4252       9
a    1052    1586      10
a    3185     123       8
a    4033     183       3
a    4670    8405       9
a    4891    2906       5
a     577     257       5
a    4037    2586      10
a     661     676       1
a    2773    1458       4
a    9845    8013       2
a       9      11       4
a    1641    1563       2
a    9487    2673       5
a    4194    2258       7
a    2853    5579       1
a     381     522       9
a     104    1454       4
a     540    2503       4
a    3053    3050      10
a    3175    5255       6
a    7176    1520       7
a    8240    4135       5
a    6787    7812      10
a    9224    7403       4
a    1387    9367       5
a     106    1599       3
a      63      71       2
a      95     544       3
a    3350     739       2
a    4371    3672       3
a    5385    4899       6
a    3020    9672      10
a     453    2041      10
a     962    2111       7
a    5975    6074       5
a      16      14      10
a      55      52       1
a     199    1218       8
a     433    6687       8
a     345     175       7
a    6283    6817       5
a    4431    6716       5
a      38     165       4
a     710    2707       4
a    3966     228       5
a    9846     792       7
a     752     873      10
a    1197     654       7
a    4057     837       7
a    4203    6710       7
a    4423    9490       7
a    5985     785       2
a    9573    5050       1
a    1251    3472       3
a    3734     720       7
a     332    1862       6
a    2083    3495       7
a    1024    2390       9
a     130     389       1
a    3608     850       7
a    8980    3791       6
a     414    1219       8
a    6241    4311       2
a    9959    4421       6
a    5342    2237       5
a      66      70       5
a     215     997       5
a      96    2481       5
a    3518    5019       7
a      27     271       4
a     216     140       6
a    5350    1686       4
a    7857    4910       3
a    9631    2120       7
a     118     202       6
a       3       6      10
a     479    2147       8
a    3574     249      10
a    6647     922      10
a    3570    6304       2
a    3050    4331       4
a    6693      91       9
a    8372     177       6
a    7549    8668      10
a    6525    4269       8
a    4008    5873       4
a      33      49       5
a    1587    1704       3
a    4221    5215       3
a    6587    6797       4
a    2518    5324       5
a    9829    9274       1
a    5756      53       8
a    7741    8569       2
a    9192    7852       6
a     257     339       8
a      72     250       1
a     417    4532       6
a     495    1111       1
a    5446    1331       8
a    9783    5807      10
a    4173    8625       3
a     292    7557      10
a     560    4919       7
a    8159    7651       4
a    1416    1031      10
a    2754    6744       7
a     642     895       8
a     348     374       2
a     756     549       3
a    2450    4696       1
a     377    2649       3
a    1105    6076       5
a    1355     551       3
a    2779    6315       5
a      44      78       6
a    3593    6071       5
a    4960    9263       1
a     212     752       6
a     835    3307       6
a    4023    8693       4
a    9447    9126       1
a    4622    4233       7
a    6846    2083       5
a    5416    1731       6
a     393     410       2
a    4029    1972       9
a    9343    9839       1
a    8911    5169       7
a    2495     964      10
a     467     499      10
a       7      12       1
a      24     314       4
a    5839    6890       4
a    1445    3381       2
a    1638    4639       8
a    3505    6890       6
a    1999    9633       6
a    1249    1298       2
a    7017    8477       7
a    4322    1025       1
a     146     259      10
a    2779    5450       9
a    1574    2222       2
a    3372    9786       8
a    5019    6704       4
a    1187    2662       5
a     304     594       3
a     252     621       5
a     155     675       1
a    1033      20       7
a     687    7412       5
a    7395    3448       2
a      55     104       1
a     122    6105       1
a    1806    2860       9
a    2122    5467      10
a    5278    6314       4
a    6449    7067       3
a    5475    3349       2
a     245     464       1
a    1649    1753       8
a    2274    1219       8
a    7209    3520       2
a     530     971       8
a     999    3470       6
a    1300    9678       5
a    9863    3110       3
a    8341    4031      10
a    5911    6363       6
a    5038    9176       5
a      51     330       2
a     484     659       9
a    6670    5417       1
a    1939    3120       8
a     714     715       1
a    1029    3950      10
a    9780    5706      10
a    6745     985       6
a    1172    8765       4
a    3788    6055       8
a    2713    8559       7
a     216    1193       1
a    4225     486       4
a     711    1180       2
a     974    6956       5
a      90     428       4
a    2174    1988       8
a    6931    6173       4
a    5821    5900      10
a    7426    9803       2
a      66     236      10
a     224     293       8
a      19      80       6
a     443     780       2
a    4932    3895       1
a    7366    2145       2
a    3689    5105       7
a     859    1911       3
a    1991    3866       3
a    2072    9210       7
a    6431    4222       4
a    4680    7676       3
a      14     548       5
a    2543    4030       3
a       8      75       8
a     326     969       9
a    6232    9020       1
a    6333    6325      10
a    2608    1369      10
a    5218    2007       7
a    1786    9441       1
a    5360    1910       8
a    3336    3704       8
a     270    1014      10
a    1622    8041       7
a    5436    5797       2
a    7885     304       7
a    8286    1557       9
a    9888    5937       7
a       2       9      10
a    6575    5438       4
a    2239    3060       5
a    4965    4105      10
a    6871    6578       2
a    7889    3113       1
a    8089    2645       6
a     968    2067       7
a    9566    1369      10
a     267    1358       2
a    2320     884       1
a    1868    2447       4
a    6681    5253       2
a    4724    5179       5
a    8697    2258       9
a    9765    5506       3
a    9663     660       2
a    4569    9100       7
a     471    3665       4
a     130     167      10
a     231     739       3
a    2681    7070       4
a    2953    8917       4
a    1110    3469       7
a      58    3992       2
a    5546     360       5
a     969     308       8
a    1427    4054       6
a    9745    9141       1
a    6725    5362       3
a     412     828       1
a     319     360       6
a       8      79       2
a     137    5001       5
a    2541    9450      10
a    4817    3507       2
a    6099    9947       3
a     517    1355       9
a    3463    3324       3
a    5538    3055       3
a     102     172       3
a      76     110       9
a    1454    1959       6
a    2783    1037       7
a    1899    1791       1
a    2212    9541       7
a     413    9278      10
a     794     957       4
a    8433    1234      10
a    2330    6708      10
a    6417    5952       7
a     911    1454       5
a     124     169       2
a    1656    4033       9
a    5190     242       7
a    1863     368       4
a    7772    5757       6
a    7106    4938       8
a    6330    7126       4
a     517    1481       7
a    7907    6293       4
a    1769    1273       9
a       3     313       9
a     421    4894       9
a      65      78       7
a    2529    1029       1
a    1404    5563       1
a    9934    7856       3
a     959    5310       9
a      10      44       1
a     178     709       8
a    1049    4294       4
a     935    5015       4
a    5217     414      10
a     390     645       2
a    1524    1501       4
a    1973    3383       4
a    7866    3514       6
a    3193    4627       5
a    5211    3619       5
a    6800    1606       3
a      43     125       1
a     486     542       4
a    4062    2642       3
a    1834    1823       6
a       2      27       1
a    1305    4667       1
a    1310    7926       7
a    3874    2840       1
a    2478    6787       7
a    2148    6257       4
a    1915    5460       6
a      61     204       9
a    3396    2519       5
a    3243    7391       8
a    9834    5613       9
a    8063    8379       1
a     241     329       9
a     405    2572       1
a     721    2210       7
a    4895    5105       3
a    3509    3345       5
a    1458    1385       3
a    5868    8683      10
a      29     122       4
a     151     214      10
a     529    1190       4
a    8111    3966       2
a      61     173       5
a     234    7788       2
a     684    8164       1
a    3186    8651       1
a    8314    9355       5
a    7339    5790      10
a    6317    4063       6
a     466     758       3
a     945    7613       4
a     259     142       7
a     527     981       2
a     322    1096       3
a      97     125       5
a     392    9218      10
a     732    9520       4
a     677    4691       7
a    6371    7836      10
a    2512     219       9
a     168    1892       9
a     190     473       4
a     510    3777       9
a    4648     665       5
a    7391    9661       2
a      50      59      10
a    5064    1123       2
a    8579    5239      10
a    4113    2771       9
a    6846    9482       8
a      91    2113      10
a     204     723       4
a     316     415       3
a     450      30       5
a    9894      58       5
a    8969    3470       6
a    1364    4287      10
a    5901    4927       1
a    9510    6706       6
a    3846    2730       4
a    4912    6826      10
a     317    2942      10
a    1006    1074       6
a      28     184       4
a     269     791       4
a    1455    2332       9
a    8276    5725       3
a    2387    5718       4
a    1833     178      10
a    1556    3530       9
a    1926    4827       8
a      33      34       7
a      65    1256       6
a    1325    1614       6
a     110     868       2
a    3300    1267       4
a    4405    2480       2
