c Random Network
p max  1000   10000
n         1  s
n      1000  t
a     886     322      46
a     444     758      83
a      95     194       2
a     599     295      60
a     517     833      79
a     199     205      83
a      63      85      49
a     417     384      66
a     280     666      88
a      26      23       6
a       5       9      99
a     626     774      73
a     781     858      56
a     655      73       9
a     470     524      94
a      19      40      33
a      86     415      73
a     416     140      95
a     745     527      37
a     396     502      45
a     875     342       8
a      71     134      29
a     312     383       6
a     869     710      60
a     862     978      71
a      24     263      63
a     157     451      23
a     642     932      29
a     280     291      43
a     142     331      68
a     343     239      59
a      45     112      52
a      92     911      95
a      39     115      99
a      21      19      18
a     607     426       5
a     552     603      52
a     650     882      84
a     993     488      86
a     117     240      88
a      12      16      70
a     682     584      96
a     740     364      76
a     175     138      14
a     217     535      60
a     871     482      93
a     967     504      17
a     279     384      37
a     148     151      98
a      71     158      95
a     605     626      64
a     913     952      37
a     337     356      11
a     345     351      88
a     162     361      82
a      17      32      97
a     197      18      50
a     905     216      34
a     672     923      65
a     637     217      32
a       9      25      32
a     113     617      27
a     167     698      23
a     685     198      46
a     606     461      34
a     274     197      19
a     178     809      49
a      68     137      65
a      44     110      76
a     392      10      51
a     173     794      65
a      28     393      15
a       4      18      14
a      41     169      19
a     434     163      97
a     151      16      15
a     259      51      52
a     918     571      56
a      43      82      23
a      12      17      29
a     552     731      27
a     705     499      98
a     298     234      66
a     121     700      32
a     877      16       7
a      31      35      37
a     174     439      29
a     779     734      22
a     269     890      63
a     559      91      33
a     390     714      94
a     755     488      10
a      14     938      29
a     127     980      39
a     556     237      33
a     255     181      10
a       5       2      36
a     499     168      71
a      14     505      57
a     559      20      54
a     272      83      79
a     279     358      86
a     554       7      38
a      50     125      43
a     381     667       5
a      78     859      17
a     525     934       9
a      71     177      88
a     793     264      48
a     127     132     100
a       8       5      54
a      13      82      47
a     621     411      79
a      48     287      55
a     832     485      18
a     367     823      65
a     209     267      27
a     333     344      80
a     447     135       1
a     589     156       9
a     138     163      50
a     795      15      49
a     131     134      92
a      21     746       4
a      14     285      77
a     370     645      22
a     531     137      49
a     956     789      70
a     905     562      57
a      84     197      82
a     392      57      79
a     826     405      31
a     424     494      44
a     925     969      43
a     744     289      41
a     129     145       4
a     438     167      13
a     354     292      93
a     706     830      34
a     319     735      40
a      34     234      21
a      31     696      64
a      21      22      80
a     460     540      61
a     219      14      99
a     739     420      21
a     282     863      60
a     236     490      75
a     666     191      92
a     896     448      31
a      94     384      41
a     337      87      93
a       7       4      46
a      24       4      89
a     217       9      96
a     392     421      88
a      21       7      54
a      41     218      51
a     561     497      40
a     963     382      83
a     390     432      14
a     176       4      36
a     657     186      64
a     286     335      83
a       7     550      93
a     328      69      92
a     278     791      60
a     154     711      77
a     982     322      85
a      68     319     100
a      99     555      23
a     308      81      85
a     590      46      44
a     982     181      84
a     630     326      78
a      30     109      35
a       9      98      20
a     167     477      16
a     200     781      85
a     444     971      91
a      24      26      69
a     364     374      30
a     407     658      50
a       3      30      71
a     173     144       9
a     181     134       5
a     664     472      62
a      50     313      47
a      12      26      45
a      56      87      27
a     137     735      77
a     796     859      45
a     950     976      32
a     358     702       2
a       3      23      28
a     218     421     100
a      37     111      41
a       3     609      89
a       9      13      18
a     147      92      19
a     550     410      95
a     309       4      16
a     902      24      53
a     503     985      66
a     217     228       9
a     248     352      48
a     162     418      71
a     237     490      97
a     177      55      68
a      11      24      84
a     661       1       3
a      80      92      94
a     244      30      66
a     827     216     100
a     475     829      63
a     426     551     100
a     108     219      25
a     313       6      90
a     465      34      67
a     557     959       3
a     837     850      81
a     881      17      34
a     104     196      10
a      27      47      22
a     153      16      76
a     361       4      83
a      55     282      26
a     923     370      32
a      23      30       2
a      15     221      64
a     744     166      39
a     296       2      80
a     458     247      22
a     246     388      64
a     154     156      24
a      12       6      57
a     573      37       3
a     859     152      24
a     541     870      47
a     436     443      60
a     823     111      65
a     858     123      78
a       3     652      96
a      10      15      44
a     487      73      39
a     321     114      75
a     342     982      82
a     350     308      61
a      55      71       9
a     234     409      48
a     556     555      53
a       6     707      64
a      70     797      43
a     372     608      17
a     813     794      54
a      54      83      76
a       4      16      15
a      85     475      99
a     981     571       7
a     983     237      80
a     798     487      99
a     707     123      83
a     373     872       4
a     177     462      83
a     358      82      25
a     557     678      58
a     477     643      14
a     519     346      58
a     147     325      59
a      14      80      99
a     615     791      36
a     217     430      91
a     491      53      56
a     750     666      50
a     716     362      21
a     205     261      39
a      14     538      58
a      33     812      72
a     103     987      62
a     281      19      67
a     153     179      87
a     318     110      78
a     389     338      23
a     400     764      79
a     696     842      97
a      54     171      16
a     227     409      42
a     700     619      28
a     476     426     100
a      10      26      39
a     166     415      86
a      36     283      49
a     548      36      87
a     507     771      11
a     883      81      59
a     168     536       8
a      15     124       4
a     285     184      70
a     303     718      20
a     129      23      41
a     123     657      47
a     242     738      26
a     276     996      87
a       2     119      52
a      44      51      59
a      35     374      98
a     234     500       3
a     997     563      35
a       6      18      21
a     212     321      24
a      78     151      38
a     809     132      84
a     872     154      51
a     239     774      41
a     842     139      21
a      95     589      35
a     127     885      94
a       3      35      10
a     652     116      35
a     670     722      29
a      22     675      15
a      18      39      11
a     649     415      73
a     180     486      12
a     123     713      32
a     850     714       7
a     394     524       9
a      78     561      62
a     283     764      36
a       1       7      87
a      31      13      14
a     121     294      78
a     506     721      31
a     204     848      65
a     194     295      39
a     538      17      68
a     817     856      24
a     782     525      30
a     614      23       2
a     277     607      21
a     486     866      48
a     144     201       9
a      71     448      78
a     709      62      87
a      70     201      47
a      87     472      79
a     392     847      17
a      10      18      52
a     769     784      36
a     618     631       5
a     659     264      68
a     900     513      35
a     780     228      55
a     859     622       4
a     282     564      43
a     423     881      87
a      63     153      46
a     662      24      84
a     180     197      43
a     360     170      37
a     676     297      29
a     956     172      19
a      59     201      59
a       9       5      81
a      49     260      90
a     683     791      64
a     461     466      29
a      11      12      94
a     611     996      52
a      14      16      65
a      27     460      89
a     930     259      65
a     119     497      45
a     255     289      72
a      18      37      79
a     601      67      15
a     114     906      72
a     140     233      87
a      65       8      58
a      72      11      60
a     645     571      12
a      14      62      54
a       1      50      10
a     723       9      19
a     956     837       4
a     942     159      18
a     444     654      83
a      54     564      84
a     157     877      69
a     250     528      44
a     379     641      12
a     390     416      97
a     430     200      14
a     334     609      63
a      12      40      58
a      19     587      46
a     790     476      60
a     251     141      12
a      27      53      33
a     416     658      65
a     528     312      68
a     674     974      20
a     359     437      46
a      35      94      56
a     438       2      25
a      39     139      14
a     602     746      48
a     575     740      65
a     307     390      65
a      10       7      11
a      25     330      73
a      22     101      53
a     761     958      57
a     159     281      78
a      15       8      56
a     651     316      63
a       1     497      49
a      12     158      20
a     218     440      10
a     219     482      61
a     712     113      99
a     619     569      60
a      19      35      31
a      80     561       9
a      99     656      29
a      26     716      51
a     177     305      57
a     839     664      18
a       7      32      97
a     321     139      86
a     340     851      98
a     360     147      15
a      56      18      64
a      88     672      33
a       6     196      25
a     545     868      78
a      72     277      73
a     495     620      13
a     840     993      86
a     562     926      41
a     412     800      25
a     183     259       4
a     536     512       1
a     781     553      94
a     432     693      27
a       9      29      11
a     830     708      47
a       4      44      64
a      96       9       1
a     924     324      78
a     212      35       3
a     683     225      37
a      14      12      84
a     544     291      80
a     692     213      34
a     105     167      74
a     418     629      16
a     570     826       8
a     631      40      63
a     136     216      97
a     130     153      32
a       2      60      46
a       2      96      87
a     346     953      66
a     387     411      65
a     241     182      18
a     554     762      33
a      89     114      99
a     165      50       6
a     408     484      96
a     216     589      25
a       4      35      41
a     200     156       3
a     467     887      12
a     958     189      42
a     104     181      84
a     792     725      98
a     845     101      92
a      28      66      75
a       8      26      14
a      52      44      31
a     178     271      79
a     217     124      41
a      29      45      27
a      26     180      76
a      13      43      63
a     140     126      95
a     477     314      95
a     178     926      84
a     931      34      59
a      20      45      55
a      84     379      30
a     655     822      88
a     371     483       3
a      40     194       2
a     166     725      40
a     396     941      13
a      18      86      62
a      68      60      13
a     739     488      97
a     749     621      18
a     867      47      25
a      59       3      39
a     485      69      93
a     982     903      34
a     867     981      61
a      53     912      28
a      46     337      30
a     447     306      63
a      14      17      33
a      20      21      34
a      72     290      73
a     941     629      27
a     666     390      67
a     358     807      68
a      73     867      69
a      36      45      13
a      90     438      56
a      56     389      45
a     317     951      64
a     371      21      18
a       8      78      44
a     129     336      23
a     879     600      37
a     334     194     100
a     376     363      50
a     221     350      79
a     192     322      61
a      45      58      69
a     117     214      82
a     434     913      22
a      25     389      53
a      37      40      71
a     351     552       1
a     198     576      49
a      15      30      49
a     101     294      31
a     143     130     100
a     206     741      77
a      49      82      65
a      18      65      28
a      69     114      99
a      47     372       9
a     775     810      99
a     115     157       7
a     175     754      12
a      32     248      81
a       9       4      19
a      18     206      21
a     347     874       9
a      77     250      42
a      71     181       4
a      50      90      20
a     977     426      31
a      52     119      34
a     230     233      78
a     311     282      58
a     902     296      90
a     206     484     100
a      52      18      94
a      97     248      81
a       8     543      34
a     695     596      15
a     100     268      37
a     133     459      80
a     898      87       6
a      18      50      97
a       4     374      65
a     665     214      77
a     968     414      81
a     825     678      90
a      13      76      90
a      11      26      32
a      59     232      71
a       9      65      16
a     312     489      53
a     392     655      85
a     562     988       9
a     558     224       1
a      57     129       9
a     284     241      66
a     188     491      59
a      29     971      70
a      30     511      40
a      67     645      88
a     479     556      23
a       3       7       3
a       3     353      96
a     662     607      50
a     746     469      10
a     613     574      40
a     357     121      94
a     652     927      12
a       7       9      43
a      20     141      55
a     487      20      79
a     295     372      83
a     639     106      64
a     716     980      59
a     101     289      66
a      87       5      82
a     474     727       9
a       5     568      19
a     128     572      87
a     196     666      92
a     344     422      20
a      17      13      76
a      15      33       7
a     133      70      66
a     207     162      74
a     498     929      93
a     291     756      71
a     144     329      14
a      95     597      46
a      34      61      84
a      57     230      69
a     176      33       6
a     473     797      50
a       1     514      85
a       4       8      70
a      26     727      97
a     556     181      72
a      12       2      16
a      37     411      32
a      58     933       9
a     527     324      64
a       4       1      76
a     382     359      80
a     538     710      19
a      23     293      56
a      82     434      76
a     774     717      71
a     528      14      98
a     134      71      98
a     211     616      89
a     215     189      55
a      98     957      54
a     687     635      42
a       9      39      73
a      40      30      33
a     531     535      48
a      69     240      96
a     113     956      97
a     792     222      74
a     567     743      50
a       4      19      78
a       9      19      58
a      52     694      44
a     764     752      14
a     291     392      17
a     613     490      31
a     699     537      36
a     720     308      62
a     167     190      65
a     308     443      18
a     566     594      50
a     622     778      12
a     157     819      67
a      48     186      30
a     386     434      94
a     704     842      64
a     172      32       5
a     476     297      21
a     550     402       2
a      50     136      23
a       3      24      26
a     236     190      54
a     721     265      54
a     235     100      37
a     709     414      16
a     144     479      44
a     784     514      15
a     383     854      21
a     110      83      43
a       9      48       3
a     646     149       3
a     751     462      71
a     628     904      51
a     351     514      26
a     320     152      68
a     237     444      22
a     655       4      57
a     949       9      75
a     359     472      40
a     503     961      58
a     107     209      19
a     274      15      66
a     437      41      97
a     915     345      56
a     924     789      79
a     985     338      67
a     198     618      78
a      84      87      41
a      76     211      85
a     443     191      97
a     227     325      76
a     996     717      91
a     153     610      81
a      67      96      13
a     474     248      28
a     597     837      41
a       1     708      37
a     731    1000      58
a     223      33      44
a     621     326      33
a     563     182      55
a     191      10      50
a     932     360      51
a     753     815      46
a      33     109      59
a     125     539       5
a     850     687      86
a     266     887      91
a     965     327      35
a      82     262      78
a     306     258      17
a     580     795      37
a     869     299      50
a      26      86      69
a     141     171      34
a       2      31      10
a     125      37      92
a       2     222      35
a     884     237      85
a     996     438      90
a     145     729      15
a       1     117      75
a     746     145      60
a     112     254      25
a     229     828      25
a     198     411      90
a     775     640      39
a     255     741      46
a     606     256     100
a     609     649      57
a       7      30      87
a     171     652      94
a     657     977      91
a      91     482      78
a     694     984      65
a     379      68      22
a      22      45      91
a     524     290      94
a     169     817      19
a     324     846      74
a     394     439      24
a     250     890      70
a     110     203      45
a     333     232      84
a      57      62      33
a      97     457      52
a     550     652      84
a     399     720      10
a     280     660      36
a      15      41      54
a     224     314      39
a     207     819      34
a     841     747       1
a      28     167      73
a     359     634      51
a      47      76      30
a     154       2      53
a     164     750      15
a     297      26      79
a     608      26       8
a     487     830      71
a     145     189      53
a      11      37      75
a     276     217      35
a     221     247      13
a     274     255      75
a     821      44      32
a     432     884      48
a     355     984      79
a      32       7      51
a     356      19      43
a     525     900      16
a     973     249      58
a     128     963      64
a     301     457      95
a      64     107      69
a      88     928      82
a     175     878      76
a      84     144      90
a      16       2      75
a     203     547      45
a     247     820       1
a      29      44      20
a     151      20       4
a     940     187      37
a     100     221      54
a     645     295       3
a     426     238      35
a     165     129      24
a     820     139      85
a     603     966      24
a      76      81      51
a     851     906      80
a     462     607      20
a      49      54       9
a     732      16      36
a     468     641      71
a     121      65       3
a     564     282      12
a     243     596      33
a      43      91      44
a      88     494      75
a     238     320      66
a     321     330      98
a     590     616      73
a     422     383      23
a      59     527      91
a      14       8      95
a      18     343      95
a      69     530      79
a     628     466      23
a       4      14      22
a     574     918      33
a      59     111      17
a     151      62      40
a     182     510      25
a     201     565       7
a      30       3      44
a     168     164      45
a     348     976      68
a      42      63      86
a     204      54       2
a     361      73      46
a     360     875      23
a     122     149      91
a     112     154       5
a      86      64      35
a     556     255      69
a     135       4      35
a      60      84      12
a     534     186      11
a      45      73      84
a     333     138      49
a     732     478      18
a      99     667      77
a     445     448      28
a       6     130      22
a     212     132      67
a     347     183      66
a     686     102      65
a     658     733      74
a     444      77      38
a     724     793       3
a     386     456      79
a      22       4      62
a     572      53      19
a     194      20      17
a     194     303      29
a     827     842      19
a      51      57     100
a     620     505      90
a      44     117      86
a     198     512      62
a     925     582      74
a     478      59      56
a     645      52      49
a      60     173      87
a     413      46       4
a     821      66      97
a     885     559      77
a     553     888      80
a     156     163      74
a     436     854      87
a     795     122       6
a      12     141      26
a      24      30      84
a     382     266      44
a     885     746      18
a     466     526      92
a      27     126      98
a     130     663      56
a       4       3      53
a       6     125      27
a     197     265      31
a      18     720      95
a     628     979      42
a      59     930      13
a      77     419      41
a     959     946      34
a     586      75       9
a     914     990      38
a      93     146      99
a     909     506       2
a     734     227      54
a      34      69      40
a      11     132      57
a       6     124      44
a     302     194       5
a      76     102      97
a     818     552       7
a     152      61      21
a      81     921      97
a      63     158       2
a     566     446      42
a     986     405      90
a     727     826     100
a       2     213      85
a     416     266      19
a     740     179       6
a       2      18      98
a      17      97      36
a     426     528      36
a     449     914      89
a     213     229      53
a     826     492      39
a     257     865      81
a     568     504      91
a     819       9      29
a     111     229      58
a      13       5      36
a      14      10      62
a      16     586       2
a     991     959       4
a     493     950      45
a     884     954      76
a      14      86      52
a      97     538      75
a     432     980      43
a     230     509      80
a     130     108      76
a     429     886      63
a     848     487       7
a      24     358       4
a      27      10      69
a     358      95      38
a     299     346      46
a      52     743      28
a      10      25      65
a      35      33      56
a     785     586      91
a     396     789      46
a     502     861      95
a      17     555      13
a      50      84      90
a      18      23      86
a     258     652      79
a     324     247       1
a     226     528      12
a     240     644       3
a     351     285      21
a     231     553      45
a     601      13      47
a     821     680      83
a     879     939       1
a     848     920      25
a     185     188      30
a     206     300      73
a     566     734      99
a     738     321      11
a     767     154      84
a     702     280       3
a     110     196      19
a      21      86      17
a     200     608      94
a     144     176      98
a     265     928      91
a     805      66      57
a      15     128      46
a      21     183      17
a     980     191      71
a     141     153      75
a     293     402      64
a     534     527      58
a     632     580      62
a     631      95      21
a      61      81      31
a     172      85      14
a     807     705      60
a     409     370      35
a      74     200      47
a     575      82      57
a     431     500      95
a      48      15      16
a     807     548      18
a     417     499      81
a      16      11       8
a     816     430      91
a     145       6      27
a     562     739       6
a     400     207     100
a      90     248      10
a     380      78      23
a     602     199       6
a     803     555      50
a     338     645      26
a      15      56      40
a     333     210      29
a     991     369      65
a     574      24      58
a     962     862      41
a     826     173      43
a      16      20      55
a      87     120      20
a      18     230      22
a      28     956      60
a      26      87      45
a     227     319       2
a     482     603      43
a     944     641      87
a     192      18      29
a     106      38      89
a     356     125      24
a     331     492      94
a     118     143      12
a     824     659       8
a      27      36      20
a      47      22      65
a     370     536      96
a     523     135      98
a     665     176      19
a     125      26      69
a      18      28      86
a      30      24      71
a     542     864       6
a     373     527      81
a     383     856      83
a      26      73      64
a      70     877       2
a      24      29      23
a     816     473     100
a     637     920      97
a     834     588      66
a     212      84      59
a      74     186       9
a     460     643      73
a     672     119      47
a     919      99      99
a     874     810      68
a       7     212      36
a      83     101      79
a     149     395      50
a     228       4      97
a     276     222      50
a     572     957      16
a      12      46      27
a      92     158      76
a     195     354      92
a      10      27      57
a     112     431       9
a     716     531      39
a     242     976      45
a     451     411      52
a      86     103       1
a     164     265      30
a     344     375      16
a     941     765      94
a       2      15      21
a      82     609      13
a      23       3      46
a     139     557      35
a     844     256      74
a     261     669      88
a       4      20      85
a     698      59       9
a     253     696      71
a     329     210      62
a     125     488      97
a     782     332      82
a     917     990      61
a     787     860       2
a     832     608      18
a     655     482      42
a      41     148      92
a     219     352      67
a     694     832      91
a      51     130      87
a     721     298      23
a      61     214      91
a     101     109      21
a     463     296      43
a     127     494      91
a      26     341      42
a     639     970      92
a     104     227      19
a      14     107      41
a     234      23      27
a      79     123      99
a     220       2      21
a     515     338      97
a     243     650      10
a      73     886      16
a     410     262      92
a       2     108      60
a      50     177      87
a     910     311      12
a      13      14       8
a       4     837      74
a     609     884      88
a     464     569      10
a       2     255      30
a     876     207      81
a     326     767      32
a     578       1      63
a     147     353      39
a     235      53      65
a     839     494      23
a      55     736      26
a       6     546      19
a     768     252      48
a       7     549      67
a     459     194      73
a     424     606      18
a     100     719       9
a     445     128      57
a     389     967      58
a       2     118       3
a       3     225      17
a     745     643      63
a     753     879      37
a      64     116      50
a      26      28      85
a      94     281       8
a     181     566      36
a     640      59      87
a       4      34      15
a     402     624      96
a      19     257      13
a       4      21      91
a      16     280      46
a     227     306      77
a      36     824      92
a      80     996      55
a     774     600      25
a      12       8      44
a     415     706      99
a     305     400      59
a      24     384      93
a      29     837      38
a     538     402      31
a     698     966      90
a     549     689      54
a      42      35      22
a     712     262      35
a     686     343      53
a      52     484      19
a      68     959      15
a     546     264      43
a       5      14      10
a     106     286      93
a     122     128      92
a     165     178      94
a     762     839      28
a     375     766      23
a     782       9      32
a     107     583      24
a      18      20      43
a     114     548      35
a     685     693      65
a     133     644      67
a     384     151      17
a      69      81      10
a     154      18      38
a     413     376      45
a     856     557      43
a       3     317      90
a     477     730       8
a     240     276      30
a     503     968       6
a      18     236      17
a       6      13      94
a     288     270      50
a     445     271      93
a      82     617      34
a     262     281      37
a     730     143      26
a      12     207      10
a     301     464      62
a      30     280      97
a     649     470      98
a     571     187      40
a       2     124      57
a     383     529      85
a     692     159      45
a     900      31      79
a      51     111      35
a     445     644      83
a     352     655      50
a     648     760      34
a     814     612      95
a      17      54      98
a      62     449       7
a     383     314      21
a      10      24      20
a      60     537      50
a     738     227      24
a      92     144      20
a      15     131      87
a     231     194      92
a     181     520      54
a     418     843       9
a     733     314      89
a     533     912      30
a      98     407      29
a       4     501      36
a     892      84       9
a     240     274      55
a       4     301      27
a     571     625      48
a      10     537      65
a      72     678      74
a     530     258      29
a     630     118      18
a     605     802      27
a     405     691      87
a      49      72      96
a      94     425      97
a     143     396      59
a     614     744      59
a      25      28      42
a      82     214      20
a     305     412      62
a      85     233      39
a      41      69      79
a     101     343      29
a     624     982      37
a     263      69      12
a     219     685      78
a      77     104      89
a     233     427      55
a     420     709      26
a     697     373      89
a      63     147      26
a     551     333      91
a      12      37      54
a      76      58      12
a     970     321      59
a     783     715      25
a     297     602       6
a      64      65       6
a     326     223      21
a     658       6      41
a     191       8      53
a       5      54      35
a      25     101      39
a       8     545      52
a     398     316      34
a      55     157      57
a     108     310      33
a     410     823      17
a     651     849      15
a     674     973      79
a     297       6      90
a     842     585       5
a      54     223      39
a     440      90       9
a     716     798      98
a     831     186      62
a      21      94      47
a     154     110      11
a     206      11      65
a     433     388      24
a     562     150      55
a     900     464      47
a     285     938      24
a      20      63      20
a      39     125      25
a      30     149      98
a      49     890      55
a      89     203      37
a       1      24      71
a     135     183      60
a      14      20      52
a      31     300      85
a      89     750      26
a     671     381      84
a     732     706      98
a      17     109      35
a     138     123       5
a     574     331      19
a     822     450      75
a     572     187      54
a     722     140      54
a     524     958       6
a       2      28      85
a     451      16      76
a     261     418      96
a     899     849      79
a     797     204      74
a      83     121      46
a     823      59      97
a     914     513      37
a      48      70      52
a     921     694      94
a     877      45      84
a     164     138       4
a      34     762      25
a      42     440      85
a     586     649      78
a       7      22      70
a     412     127      44
a     985     882      44
a     178      18      86
a     285     902      34
a     959     572      19
a     967     288      43
a     514     828      62
a     189     205      17
a     320     291      37
a      40     464      56
a     100     254      96
a      49      96      22
a      59     338      55
a     500     945      49
a     991     877      92
a       4     296      95
a     289     100      97
a      30      76      68
a     337     301      34
a     696     203      11
a     288     357      57
a      28     144      77
a     365      68      97
a     733      86      67
a      56     112      92
a     380     359      48
a      22      31      63
a     124     125      97
a     208     751      47
a       5     170      51
a      68      62      47
a     488     516      30
a     117     229      74
a     325      31      75
a     458     352      74
a     583     982      29
a     121     135      29
a     159     154      61
a     607     919      33
a     558     951      62
a       6     203      87
a      64     938      74
a      51     878      38
a     233     646      15
a      44       7      83
a      61     162      61
a     291     734      30
a     338     992      45
a     369     291      63
a      44      32      47
a     190     272      13
a      10      23      69
a     120     140      58
a     210     713       2
a     603     835      69
a     468     297      36
a       2      51      75
a     155     324      46
a     730     619      18
a     589     535      17
a     263     128      75
a     412     258      23
a      50     922      75
a      19      70      52
a      36      37     100
a     362     371      49
a     622     379      42
a     770     399      18
a     182     207      49
a      47     526      79
a      58     104      21
a     287     192      24
a     403     408      70
a     824     593      22
a     969      27      74
a      57      92      94
a     130     238      95
a     395     483       5
a     515      87      93
a     372     482      38
a     904     355      94
a     924     918       3
a     824     707      44
a     122     678      56
a      26      48       5
a      76     301       8
a     108     774      17
a     584     817      52
a      44      66      40
a     329     510      16
a      14      15      74
a     257     131      92
a     592     803      40
a     400     439      98
a     558     554      73
a      36     292      50
a     347     242      56
a     109     850       3
a      77     621      78
a     177     252      11
a     308     413      63
a     278     643      37
a     118     156      10
a      16      12      86
a     780      59      76
a     890     346      49
a     949     175      81
a       4      48      75
a      17     254      59
a       6      10      37
a      10     213       6
a      32     319      33
a     815      45      64
a     453     848      24
a      80     322      29
a      88     357      32
a      10       5      18
a     579     823      43
a     133     811       3
a     606     770      37
a     106     140      12
a     133     765      83
a     460     132      73
a      98     400      28
a     978      65      23
a      25      64      29
a      54     141      10
a     806     465       8
a     888     122      94
a     936     241      13
a     300      75      56
a      15     482      35
a      11      20      38
a     487      69      90
a     805      72      27
a     185     209      19
a       1     470      65
a      98     774      16
a      83     619      11
a      19     281       9
a     388      64      33
a     759     339      60
a     430     643      92
a     429     707      67
a     302     343      15
a     595     210      31
a     359      85      91
a     404     750      97
a     972     521      89
a     629     732      91
a      24     108      10
a     285      84      23
a     259      13      40
a     524     616      23
a     592     865      19
a      94     279      42
a      65      84      57
a     423     366      42
a     717     895      42
a     479     535      94
a     298     413      64
a      87      13      31
a     327       5      58
a     348      28      78
a     665     962      93
a      83     150      99
a     277      14      53
a     187     215      49
a     430      59      29
a     740     152      71
a     309     417      69
a     858     588      80
a      54      62      37
a     167     290      42
a     282     370      85
a     650     391      59
a     114     547      52
a      84     253      38
a     696     763      58
a      15      10      19
a      33     134      83
a      25      52      20
a     802     714      23
a     910     612      10
a       5       6      87
a     561      92      98
a     488     731      43
a     885     193      30
a     896     976      31
a     723     203       2
a     422     483      54
a      51     290      32
a     131     422      95
a     303     901      80
a     546     943      49
a      28       9      80
a      43     137      62
a     343      25      61
a     429     327      85
a     124     634      94
a      26      53       4
a     286     621      82
a     143     408      73
a     321     834      83
a     692     555      83
a      10      11      84
a     832     625      93
a      24       5      58
a     112     660      55
a     247     935       9
a     264     761      30
a     441     528      12
a     269     617      73
a       7     191      44
a      15     532      75
a      13      86      99
a     613     709      82
a     112     145      15
a      96     330      87
a     525     385      12
a     546     674      14
a     232     458      64
a     670     776      62
a      88     258       4
a     496     488      47
a      71     342      36
a       5      19      34
a     555     415      62
a     688     960       8
a      28      20      32
a     427     108      24
a      47     239      41
a     825     324      89
a      51     220      99
a     987     564      81
a     168     333      92
a     631      81      83
a      29      60      33
a      74     252       4
a     212     434      20
a     609     675      10
a     974     562      47
a     140     174       5
a     194      63      69
a      19      94      59
a      44     617      97
a      68      95       5
a      97     414      54
a     661      20      10
a      38      47      94
a      10      48      38
a      77      12      37
a     194      13      22
a     979      36      26
a     671     772      55
a       9     354      94
a     991     251      90
a     266     733      17
a     290     326      10
a     641      82      16
a     529     623      13
a     445     463      39
a     871     853      84
a      73     414       3
a       1     143      65
a     886     742      54
a     220     283       1
a     378     298      88
a     515     611      29
a       7     620      60
a      61     251      76
a       6     302      28
a     661     962       1
a     612       7      97
a     499     469       9
a     233     480      58
a     347     520      57
a     659     121      13
a      41     222      14
a      66     395      54
a     254     178      56
a     901     355      74
a     970     648      15
a      46     162      22
a     537     938      86
a      61     211       5
a     343     222      39
a     461     260       8
a     521     785      86
a     183     180      88
a      53      65      39
a     186     144      58
a     515     959      47
a     977       3      29
a     840     970      91
a     108     632      13
a     625     716      57
a     310      15      88
a      16      56      67
a       3     143      59
a      39     142      64
a     779     545      65
a      82     197      43
a     140     620      11
a     977     790      88
a     165     469      97
a     448     552      29
a     749     157      36
a     931     671      13
a     996     231      90
a      89      90      13
a     450     594      16
a     650     454      78
a     232     401      68
a       3       6      34
a      16      10      81
a     153     440      56
a     402      73      78
a     246     441       4
a     539     984      25
a      38      12      18
a     203     797      54
a     723     794      37
a       3     149      65
a     271     771      73
a     209     634      27
a      37      92      34
a       6     506      38
a     139     424      19
a      68       2      79
a     379       2      20
a     780     445      56
a     681     122      17
a      59     985      81
a       7     407      41
a     231     203       7
a      11      32      59
a     213       2      89
a     353      43      35
a     178     332      81
a     598     790      20
a     745     879      80
a      68     125      88
a     965     279      31
a     366     465      14
a     564     469      18
a     877     522      83
a     820     627      87
a     591     903      43
a     487     217      16
a     837     423      77
a     438     487      98
a     466     237       6
a     400       1      66
a     235     351      62
a       7     143      70
a     181       1      55
a     234      62      89
a     398      51      62
a      39       6      56
a      73      82      12
a     389       7      54
a     241     202      93
a     137     545      49
a     169     558      90
a     154     774      40
a     109     115      65
a     129     329      57
a      36      87      74
a     154     157      38
a      69     763       8
a       4      13      87
a     243     265      82
a     368     994      57
a     470     871      38
a     137     158      31
a      83     257      38
a     348     162       3
a     929     147      34
a     198     862      38
a      61      62      14
a      56     109      74
a     103     969      31
a     577     187      45
a     953     360      27
a     112      19      26
a     755     229      54
a      24      25      17
a      20     809      33
a     362     910      90
a       1       5      74
a      29       2       3
a     283     100      49
a     652     272      29
a      20     883      53
a      20     228       8
a      13       8      94
a     351       5       9
a     421      19       3
a      77     844      86
a      67     177      94
a      14     121      12
a       6      21      10
a      24      47      28
a     918     143      45
a     867     771       7
a     157     550      41
a     117     946      13
a      17       2       5
a      36       4      75
a     938     500       9
a     285     530       4
a      97      49      50
a     376      54       3
a     678     804      31
a     988     472      48
a       5      55      78
a     825     484      82
a      15     123       1
a      79     155      57
a     695     372      46
a     143     395      23
a     607     884      73
a     828     321      76
a      10       3       9
a     445     303      51
a     150      68      84
a     891     413      76
a      42     191      68
a     785     738      52
a     354     344      31
a      17      39      45
a      72     697      97
a     196     898      87
a     291      23      28
a     218      81      33
a      46      76      76
