c Random Network
p max   500   10000
n         1  s
n       500  t
a      19     107      89
a      25     377      70
a     399       2      96
a     111      12      58
a     146      99      76
a     137     362      80
a     264     341      73
a       7      12      99
a      29      97      84
a     427     339      22
a     453     344      87
a     103     121      37
a     163     141      99
a       3      31      91
a     124      31      16
a      78     291      23
a     400     136      63
a     491     316      64
a     459     474      10
a      77      23      51
a     473     203      24
a      37      31      45
a      81      15      10
a     162      80      72
a     444     352      13
a       8      14      62
a     166     377      48
a     153      29      99
a     181      85     100
a      33     381      25
a      53     107      79
a     248      84      61
a     472     209       2
a       4      19      45
a      98      37      15
a     387     325      12
a     174     147      84
a      11     147      17
a       8       1      58
a      89     118      65
a     355     185      89
a       8     145      98
a      15     418      66
a     226     180      11
a     156     172      73
a      11     350      20
a     180     133      96
a     339     241      90
a      25     101      29
a     136     212      30
a     118     303      87
a      54      33       2
a      75      60      24
a      64     321      63
a     335     490      69
a     127     151      61
a     104     209      20
a      35     240      39
a     500     418      93
a     159     475      71
a     347     255      27
a      48     472      98
a      75     166      77
a     341     155      39
a     198     297      40
a     438     157       3
a     279     468      13
a     273     356      55
a       7     213      27
a      16     168      65
a     454     448      46
a     378     337       2
a      60     290      56
a     261     470      74
a     100     375      90
a     486     317      40
a     475     170      28
a       5       2      69
a      85     289      91
a     463      30      82
a       5      14      32
a     197     119      27
a     136     378      85
a      19     359      43
a      30     105      65
a     364      28      88
a     450     367      50
a     361     193      73
a     431      38      92
a     167     460       1
a     253      47      49
a     483      11      84
a      31     132      30
a     131      18      81
a      87     281      14
a     261     342       2
a      55     453      24
a      97     129      30
a     126     143      27
a      12     302      37
a      20       2      42
a     147      20      48
a     315      38      83
a     191     113      41
a     421     264      98
a      19      22      51
a     119       7      35
a     164      18      77
a     333     178      61
a     315     431      74
a      96     245      80
a     349     406      42
a      42     139      49
a      67     134      90
a     427      48      39
a      44     302      27
a     465     404       4
a      14      43       7
a       4     244     100
a     481     438      28
a      26      28      92
a      34      52      36
a      68     352      15
a     383     291      50
a     266      54      77
a      48      29      54
a     176      39      10
a      43      23      26
a      84     132      15
a     222      32      40
a     477     458      59
a     109     320      29
a      27     123      34
a      17      32      74
a      23     318      53
a     297     498      36
a     400     468      77
a      92      26      73
a     109      33      56
a      41     156      63
a     269     233       9
a       8      58      92
a       8      24      67
a      34     187      15
a     365     141      83
a     129      11      81
a     399     196       1
a     379     500      79
a     215      73      27
a     126     120      80
a     485     409      10
a     252     337      31
a      64      69      35
a     197     212      11
a      65      80      81
a     162     161      15
a     229      10      81
a     266      10      20
a     229     190      52
a     448     354      17
a      25       2      58
a     140      53      35
a     189     378      20
a     483     337      85
a      10      20     100
a      66     223      47
a     389     208      93
a      82     185      58
a     302     112      91
a     392     493      17
a     412      38      29
a      36      25      22
a      18      10      55
a       1     267      11
a      30     297      12
a     304     386      58
a     384     315      25
a     179     208      18
a     122     113      79
a      19      43      56
a      74     174      51
a     207     329      68
a     252     418      34
a      54     254      66
a      14       1      65
a      53     106      58
a     277      53      28
a     229     277      59
a      31     304      90
a     261     450      55
a     202     437      96
a     445     263      26
a     117     246      78
a       1      31      78
a      36      39      80
a     277     250      29
a     322     300      49
a     271      15      57
a     485     425      29
a       8      17       2
a      52     172      52
a     272     279      51
a     165     232      54
a     125      82      63
a     224     135      38
a     487     126      19
a     365     335       3
a      24      88      74
a     131      52      68
a     448      29      45
a     257     361      25
a      19      34      76
a      26      94      42
a      21     244      24
a      49     340      26
a     134      88      77
a      89     147      32
a     116     189       5
a     171     210       7
a       9      66      22
a      80      84      95
a      70       6      40
a     190     312      84
a     201     458      90
a      85     290      95
a     163     186      21
a     207     419      74
a     484     269      19
a      14      13      28
a      19     362      69
a       1     259      84
a     196     412      89
a     261      19      23
a     207     208      57
a       1     112      88
a     223       5      46
a     483      54      60
a      69     151      86
a     367     189      94
a     410     421      69
a      26      65      76
a      37     173      65
a     146     285      95
a     138     331      26
a     137     249      61
a      27     226      32
a       8     366      83
a     470     449      88
a      31      60      62
a       2     225      50
a      61       4      45
a     238     156      72
a     304     164      20
a      36     455      39
a     136      60      78
a     193      80      54
a     318     162      60
a      48     218      91
a     439     106       7
a     441     482      39
a     442     401       5
a     258     407      60
a     461     430      12
a     297     125      72
a     118     387      38
a      85     175      42
a     309       7      38
a     395     203      97
a      21     342      68
a     130       4      71
a      31     474       2
a     207     300      50
a      30       2      73
a      40      72      71
a      69     292      65
a     436     367      79
a      30     122      23
a      34     132      66
a     300     318      53
a      20      27      82
a      23      25      19
a     470      80      49
a     265     179      37
a     193      31      85
a      75     119     100
a     457     247      29
a      53     200      31
a      12      79       7
a     143     208      33
a     119     219      90
a     271     477      74
a     215     194      27
a       3      76      72
a     223     168      30
a     365     224      75
a     185      75      46
a     383     227      56
a     282     481      73
a      36      53      57
a      29     117      41
a      54     261      26
a     348     426       3
a     464     328      28
a      16      13       6
a     338     187      24
a     304     234      35
a     489     285      55
a      20      26      96
a      39      27      65
a      64      26      71
a     411       3      92
a     395     271      66
a       2      19      47
a     136       1      86
a     151     360      40
a     187       8      33
a     418     111      22
a     469      45      84
a     121     150       5
a      10      65      84
a      51     306      31
a     229     382       9
a     103       1      94
a      19     139      28
a     144     290      97
a     153     275      22
a       5     135      32
a      55     157      20
a      32     135      60
a     226     120       3
a     225     341      61
a      27      11       7
a      62       5      42
a     167     121      65
a      16      24     100
a      41     137      75
a     157     316       6
a     164      79      51
a      43     206       7
a      22      69      16
a     179     269      48
a     303     280      63
a     203     387      17
a     434      13      35
a     468     388      90
a     271      42      57
a     146     253      54
a      83     223       2
a     363      27      40
a     106     246      92
a     192     495      35
a      51       9      94
a      18     210      14
a     458     107      83
a     249      20       2
a     257      29      59
a     478     135      55
a      59      86      45
a      13      12      23
a     109     210      48
a     172     287       5
a      40     130      78
a     157      77      46
a      23      75      30
a     115     452      60
a     364     376      35
a      19      15      92
a      39      46      13
a       6      60      54
a      57      89       3
a      67     246      29
a     384     465      98
a     224       1      58
a     261     494      34
a     136     486      42
a       8     124      10
a      84      19      90
a     264     406      26
a     403     253      56
a     358      71      12
a      49      55      22
a      70      98      67
a     419       7      66
a     361     317      30
a       1      42      86
a      12      65      43
a     243      29      96
a     190     347      37
a      96     202      26
a      24       8      66
a      38      19      67
a     351      92      17
a      11       9      62
a     338     469      75
a     346     380      11
a      19      11      17
a     202     266       3
a     295      78      78
a     418     434      93
a       8      16      28
a     414      96      20
a      85     400      13
a      64       7      80
a     100      93      19
a     280     302      46
a      13      47      76
a     400     300      30
a      21      40      93
a      75     109      16
a       9     193      80
a     210     174       2
a     303     214      73
a     218     415       2
a      51      56       3
a     271      51      15
a      81     232      93
a     276     269      35
a     344     472      89
a       8      25      68
a      33     180      52
a     136      54      33
a      13       3      93
a      27      69      12
a      87     247      78
a     228     426      71
a     283      78      20
a     402     470      87
a      29      13      29
a      80      16      48
a     186     146      38
a     294     209      89
a       1      53      46
a      41     141       6
a      29     209      70
a     319      78      49
a     388     416      45
a     371     117      56
a      86     100      17
a     132     147      55
a     280     440      78
a       9      30      73
a     353     260      71
a     144     452      13
a      11       2      95
a     290       4      76
a       2      78      50
a     105     307      88
a     243     477      92
a      77      80      32
a      30      94      76
a      48     383      89
a      14      21      73
a     478      55      98
a      66     409      50
a     243     157      58
a      20      23      13
a     143     181      43
a     466       1      67
a     480      20      97
a      37     229      78
a       1      12       7
a      25     257      38
a     292     449      51
a     197     431      56
a     427     347      82
a       4     108      83
a     247     172      11
a     189      70       2
a     243     495      56
a     353     258     100
a      12     223      36
a     455     340      37
a     415     422      35
a      16      33      79
a     175     200       5
a     109     241      56
a      36     418      65
a       8     153      13
a     456     113      72
a      66     230      44
a     232      16      93
a      38     364      87
a      88     449      83
a     448     369      65
a     307     465      88
a     117     296      99
a      69     170      40
a     256     274      87
a      91     418      83
a      26      20       9
a     254     153      94
a     346     253      60
a     229      41      42
a     459     347      24
a       3      70      35
a      52      65      21
a      96     453      29
a      96     477      69
a      18     356      54
a      44      85      40
a      87     104      20
a      55     464      99
a      49      95      38
a      51      88      21
a     168     451      62
a      79     336      35
a     423     453       9
a      27       8      55
a       2     263      98
a     323     485      92
a      26     289      90
a      33      23      86
a     479      41      79
a     361     114      29
a     378     150      18
a      39      56      33
a     114      38      59
a     354     470      99
a     426      97      57
a       4      31       9
a     172     255      32
a     339      12      63
a     100     271      68
a      11      42      32
a      19      32      86
a      76     208      25
a      82     341      73
a     151     442      86
a      43     334      76
a     339      86      89
a     182      58      81
a       5      97      58
a      92       2       9
a     108     300      44
a     303     430       9
a     453     392      13
a      47      77      72
a     263      11      16
a     126     390      35
a     326     386      60
a      28     123      28
a     150      98      12
a     195     134      20
a     285     135      20
a     444     325      35
a      11      87      59
a      99      91      83
a     377      40      82
a      32     238      27
a     101     309      87
a      29     194      55
a      50     127      31
a      93     296      53
a     205      32      46
a      15       2      64
a     247       5      70
a     226      19      39
a     447       6      36
a     218     425      36
a     206     278      56
a     383       4      17
a     478       4      72
a     198     405      56
a     111     500       6
a      34      19      48
a      70     299      58
a     474     321      90
a     402     357      45
a     217      57      49
a     265     365      63
a     186     190      45
a     127     197      68
a     288     192      66
a     256     165      63
a     153     488      44
a      21      17      97
a     218     120       8
a      96      81      29
a     321     444      64
a     133     252      86
a     286      52      16
a     314      93      76
a     101     341      16
a     254     410      45
a      94     255      30
a     313     202      89
a     435     403      16
a     396     420      60
a       7      70      27
a      52     424      23
a     289     132      94
a      15      35       6
a      45      38      93
a     162     288      92
a      79      84      10
a      20      11      69
a     219     458      93
a      14       8      31
a     424     215      19
a      16      78      37
a      92     259      94
a      34      42      47
a     187     335      12
a      92     364      62
a     453     317      26
a       2      35      36
a      45     253      21
a     448     373      46
a     174      14      73
a     262      57      16
a     379     389      50
a      21      47      85
a      41      12      37
a      35     389      76
a     274     499      90
a     423     445      80
a      13       2      35
a      23       3      17
a     447     231      77
a     437     344      48
a     182     118      57
a     350     214      19
a     235     234      23
a     423      47      45
a     229     112       1
a     152     324      52
a      34      13      77
a     375     359      28
a      96     356      47
a     467      18      45
a     478      63      78
a     143     375      19
a     139      82      91
a     178     174      51
a     397     459      27
a       7      24      11
a     196     436       5
a       5      39      19
a       8      64      26
a     406     344      22
a     335      58      79
a       5     305      50
a     405     477      15
a      69     107      26
a      90     148      54
a     234     381      94
a      16     486      96
a     298     143      82
a     192     163      50
a      13      71      78
a     107      66      91
a      89     225      89
a     119     214      70
a     332      57       2
a      43      85       4
a      69      61       4
a     437      98      35
a     103     126      77
a     169     203      49
a     197     290      11
a     198     372      21
a     152     476      69
a     110     183      28
a      27      51       4
a      58     214      47
a      24     393      31
a      30      41      32
a     204     180      26
a     225     180      22
a     192     438      95
a      67      88      31
a      23     387      35
a     354      44       6
a     492     126      69
a      69     124      23
a      23     308      77
a      16      31      86
a      53     204      69
a     227     389       2
a      45      71      45
a      30     468      23
a      42      62      43
a     152      12      64
a     175      45      19
a     174     397      24
a      33      29      82
a     243     447      15
a     367     490      61
a      12     373      24
a     136     382      47
a     167     392      79
a      98     139      72
a     212      17      92
a       9      78      54
a      29      46      67
a      46      12      32
a     279     394      61
a     494      46      49
a      91      94      69
a     116      79      17
a     259     269      76
a     262     315       4
a     365     323      46
a     344     214      19
a      88     115      13
a     427     408      81
a      22      38      71
a      80       5      11
a     117      14      77
a      31      24      74
a     113     354      45
a     294     391      13
a     345     470      47
a      27      71      88
a     299      15      31
a     452     338      95
a     287     431      67
a       8      32      39
a     401      28       8
a      49     105      97
a     490     349      61
a      31     225       1
a      46      68      41
a     293      40      75
a     415     213      58
a      60     126      34
a      95     168      88
a     430     352      49
a       1      16      55
a      97     122      67
a      26      90      63
a      42     155      89
a     400     137      38
a     227     482      50
a     411     335      55
a     130     106      17
a     193     232      70
a     341      91       6
a      19      26      89
a     130      40       6
a     246       9      54
a     478      22       2
a      43      90      88
a      80     103      17
a      61     151      28
a       4     173      12
a     173     170      91
a     276     245      76
a     118     394      93
a     341     429      16
a      29      66       2
a     163     185       4
a     388     255      91
a     132      62      62
a      46      96      76
a      42      22      79
a      96     185      37
a     246     184      73
a     220     462      98
a      84     131      59
a     118     327      68
a      49      82      51
a      15      24      87
a     403      70      89
a      97     349      99
a      17      48      99
a     325     169      22
a     321      19      83
a     217     172      41
a      48     158      45
a     196     469      38
a      15      14      19
a       2      77      26
a       5      73      48
a     111     212      61
a      25      12      31
a     105      10      74
a     365     392      62
a     288      49      85
a     225     135      32
a      26      10       8
a      58      26      26
a     238     297      20
a     422     438       9
a      87     382      28
a     183     497      17
a      14      34      50
a      14     357      62
a      71     171      17
a      76     258       2
a     429     441      47
a      68     227      95
a     111     468      53
a     407     169      40
a      14      24      56
a      97      41       8
a     473     382      48
a     100     190      33
a     343     145       9
a      24       9      23
a      34     367      97
a     493     350      54
a     109      93      44
a     120     463      90
a     286     450      83
a     152     273      24
a      67     247      59
a     306      91      26
a     416     257      41
a     341      68      13
a      37      56       1
a     310     209      56
a       4      63      65
a     268     321      97
a      84     297       6
a     399     364      69
a     207     168      94
a     370     153      18
a     279     282      39
a     288     441       6
a       2     157      97
a     182      51      31
a      87     308      19
a     177     254      77
a     315     435      94
a     256     262      58
a       8     151      42
a      34     145      42
a     186     215       6
a      70     348      40
a      56     186      52
a      93     426      91
a     205     378      62
a      20      16      39
a     163      79      96
a     171     152      54
a      72     370      66
a     424     446      70
a     476     428      63
a      59      13      26
a      58      19      49
a     121     140       6
a     293     453      81
a     381     469       8
a     240      23      60
a      81     161      70
a      55       9      34
a       4      23      63
a      13     114      13
a     376     226      49
a     395     187      58
a     302      45      74
a     277     399      21
a     277     196      61
a      47     103      54
a     158     257      73
a     108       1      12
a     440     462      45
a      14     107       9
a      16       4      76
a     232     128      29
a     113     241       4
a     309      66      17
a     484     380      37
a     169     277      84
a       7      27      18
a      10       4      28
a      90      65      86
a     354     364      66
a      14      10      96
a     362     281      54
a     272     165     100
a     297     198      92
a     147     301      35
a     149     146      62
a     307      42      39
a     207     180      53
a     255     135      35
a      59     103      59
a     128     116      13
a     334     444      91
a      22     353      78
a      91     400      53
a     386     314      27
a      19       4      73
a       7      82      47
a     139      44       7
a     482     233      87
a     238     352      71
a      79      12      27
a     372     216      35
a     315     476      62
a     145     253       3
a     272     133      79
a     329     476      98
a     273     154      64
a     225     454      49
a     413     487      26
a     215     360      22
a      99     209      33
a     119     179      33
a     121       7      21
a     336      24      64
a      58     174      43
a      36      65       2
a      52      90      46
a     337     401       1
a     150     452      74
a       5      58      71
a     174     122       7
a      13      19      87
a     105      22      22
a      46     283      22
a      80     443      95
a      34      64      12
a      18      57       5
a     136     153       4
a     137     197      86
a      66       7      14
a       1      11      80
a     485     371      73
a      10      14      64
a     198      95       9
a     343     289      76
a     418     474      92
a     402     411       1
a       1      23      89
a      72      35      85
a     212     113      25
a      45      83      68
a       9     181      25
a      25     234      79
a     233     420      23
a     259     155      11
a       9      37      13
a      33      16      43
a      41     105      65
a     241     394      47
a     106     318      55
a      79      71      10
a      64     216      26
a      11       3      84
a      32     183      69
a     121      11      61
a      72     377      35
a      15       4      49
a      16       8       8
a      55     129      60
a     387     139      38
a       9     267      70
a     406      12      80
a     462      15      48
a     220     163      94
a     381      26      57
a     451      76      49
a     128      47      55
a     302      47      46
a     362     484      21
a     108      33      82
a     398     105      62
a     404     221      59
a      24      55     100
a     225      40      80
a      91     395      37
a      81     210      57
a     214     478      88
a     266     158      29
a      15      57      24
a     133      51      38
a     350     119      55
a     114     278      10
a      26      69      90
a     308      57      80
a     187     452      64
a     171     237      41
a     194     413      98
a     397      18      94
a      50      56      17
a     172     391      13
a      28      29      22
a     390     124      94
a     405     282      35
a     265     259      56
a     325     235      70
a     113       1      57
a     185       1      69
a      48      77      23
a      28      32      45
a      69     103      85
a     119      79      90
a     225     104      93
a     447      64       9
a     274     482      49
a     419     204       7
a       5      22      90
a      17     225      85
a     413     170      35
a       1      40      62
a      95      21      35
a     434     467      79
a       2      17      38
a      92      11      35
a      54     140      34
a     312      88      94
a     328      84       4
a      16      44      78
a     261      46      85
a      93      13      73
a      56      57      85
a     280     278      86
a     284     404       6
a     464     372      64
a      52     445      25
a      27      62       1
a      92      12      51
a      94      50      90
a     395     499      63
a      22     130      20
a      87     364      69
a     343     126      15
a      47      67      82
a      57     149      29
a     456     172      52
a      80     195      67
a      33       8      64
a     117      17      84
a     403      18      77
a       1      19      55
a      30      89      64
a      75     218      78
a       3      89      24
a      54      81      12
a      26      27      86
a      36     315      28
a     298     348       1
a     155     251      73
a      18      48      52
a     375     321      36
a      93     150       1
a     190     160      78
a     375     379      20
a     435     450       9
a      96     174      73
a      97     184      44
a     229      69      58
a     187      95      12
a      52      14      17
a       1     123      54
a       1     404      70
a     464     252      33
a     464     490      53
a      43      63       9
a      32     323      23
a     343      76      73
a     422      77      45
a     343     408      34
a     118      52      64
a     494     124      71
a      10      66      53
a     329     160      44
a     282      14      73
a     475     207      66
a      12      10      94
a     256       8      49
a      69     329     100
a     456     350      35
a     278     196      55
a     146     235      43
a     325       7      76
a     101     469      86
a       7     419      74
a     186     165      41
a       9      16       2
a      26     431      63
a     456     178      98
a     484     101      29
a     302     104      44
a     114     120      16
a     223     265      51
a     182      24      42
a     404      20      68
a     356     273      96
a     449     348      93
a      39     156      52
a     260     261      54
a      11      13      36
a      19      17      33
a      33     146      10
a      70     202      41
a     413      85      81
a     228      95      50
a      56      86      92
a     138     162      38
a     152     303      58
a     124     239      48
a       8      84       3
a     329     436      19
a      38     108      50
a     129      80       9
a     388     492       7
a     155     165      63
a      60     247      89
a     343      60      87
a     192     399      97
a     173     101      63
a     175     439      52
a     180     474      17
a     264     405      55
a      34      47      63
a     179     219      76
a     271     189      21
a     474     302      45
a     155     247       3
a     111     415      15
a     289     304      16
a     202     223      36
a      24      19       4
a      43      14      88
a     175     188      21
a     118     164      47
a     297     253      89
a     205     204      21
a      35       9      85
a     205      98      27
a     482     437      54
a     460     254      17
a     130     148      49
a     192     142      26
a     446     156      20
a     346     342      80
a      18     143      30
a      26      48      51
a     143      79      43
a     450     494      49
a     221     466      72
a      24       2      94
a     335     429      47
a     415      32      16
a     169     179      87
a      46     376      93
a      26     165      11
a      71     208      42
a       6       1      85
a      40      58      69
a     393     130      35
a     410     369      25
a      38     199      10
a      75     230      80
a       5     212      27
a     115     110     100
a     188     450      84
a     281       8      88
a     462     145      14
a     293      41      57
a     169     164      53
a      31      32      12
a      35     116      21
a     476     374      49
a      35     414      84
a     412     328      33
a      24     294      79
a     323     334      16
a     421     487      20
a     380     111      82
a      46      79      86
a     229     153      32
a     236     166      85
a      14      16      15
a      35       1      53
a      62       7      27
a     130      30      15
a      89     146      78
a     482     220      19
a     305     484      64
a      45      31      59
a      80      86      92
a     304     265      23
a     471     351      73
a     404     446       8
a     271     279      96
a      93     102     100
a     115     197     100
a     414     172       5
a     116     153      42
a       3       9      95
a      16      41      92
a      44      56      74
a     299     288      38
a     467     399      58
a     354     246      68
a      14     100      31
a      24     102      40
a     191     262      20
a     127     204      72
a     472     117      82
a     271     158      17
a      10       1      46
a     300      59      30
a      27     193      44
a     211     355       4
a     141      31      90
a     132     218      53
a      30     239      62
a     257      28      80
a     492     311      68
a      41      76       9
a      92     187      50
a       8     252       6
a     195     303      46
a     452     252      52
a     393      33     100
a       1      93      24
a       6     202      52
a     420     144      85
a     389      12      21
a     232       6      29
a     262     265      62
a     116     145      60
a      14     395      24
a     308     127      70
a      49       2      70
a     423     184      89
a      91     342     100
a     109      27      86
a      22      95      13
a     275     252      39
a     490     310     100
a     329     391      87
a     440       3      65
a     349     195      32
a      46      28      40
a     389       2      67
a     237     148       3
a     317     137      13
a     414     239      92
a     305     262      42
a      54       4      55
a      11     270      99
a     145     197      96
a     190     269      99
a     427     133      58
a      24      33      31
a      22      60      91
a     288     116       1
a      76     155      19
a     436       2      93
a     207     213       8
a     472       3      21
a     350     393      83
a      42      17      19
a      96     177      90
a     258     121      72
a     152     289      51
a      18     460      56
a     490     181      80
a      27      79      41
a       9     382      84
a     240      52       2
a     435     379      87
a     392     477      23
a      63     287      16
a     286      57      21
a     316     452       1
a     116     125       9
a       6      28      62
a     117     275       3
a      90     222      30
a     104     429      52
a      29      26      88
a      38      93      40
a      87     267      78
a     112     243      37
a     298     194      28
a     370     353      15
a      87     370      93
a     123     271      48
a       7      40       1
a      60     409      58
a     332     475      14
a      72     304      54
a      43     379      49
a     360     177      31
a     495     407      49
a      16     408      59
a      35      49      63
a     466      65      94
a     104      29      63
a     207     323      63
a     365     230      17
a      55     217      58
a      48      90      14
a     196      89      30
a     141     348      11
a     204     389      51
a     482     468      73
a      20      50      45
a      28      61      45
a     383       9      99
a     252     275      41
a     353       8      86
a     403     171      83
a     154     205      61
a     253     448      61
a     263     450      49
a     489     428       7
a     294      96      24
a      21      11      99
a      96     119      16
a     237     466      82
a     247     331       6
a       1      95      67
a     438      27      13
a       8      82      64
a     142      50      44
a     452     208      92
a     282      51      21
a     485     375       9
a      73     202      49
a     422      57      51
a     276      56      66
a     179     371       1
a      63      18      55
a      69      67      48
a     382      18      66
a     287     371      45
a      10      19      71
a      30     186      27
a     238     387      58
a     472     402       9
a     323       4      30
a     275      51      93
a     169     101      47
a     402     433      84
a      10     163      58
a     130      51      13
a     209      14      12
a     311     389      85
a      20       8      16
a     465      37      98
a     148     190      89
a      70     116      95
a     212       3      23
a     311       5      96
a     408      89      39
a       2     109      89
a      34       5      83
a      45     171      17
a     366     346      58
a     192     193      21
a      42     158      19
a      95     493      94
a      50     425      17
a     109     110      60
a      12      64      33
a     247     440       8
a      60     209      59
a     225      82      87
a     339     256      12
a      31      87      67
a     345      27      62
a     206      90      33
a     118     236      14
a     329      38      89
a       8      34      80
a     330     174      22
a     103     114      69
a     203     160      50
a     425      74      42
a     427     279      39
a     219     303      10
a     178     164       5
a      40      63      21
a     254     258      87
a     156     165      86
a     362     332      15
a      35     110      88
a     133     122      80
a     244      67       9
a      72      74      20
a      40     133      12
a     166     440      54
a     357     498      18
a     406     248      72
a      16      82      70
a     192     219      26
a     341       8      42
a     389       8      11
a     170     405      68
a      47     224      27
a     425      64       1
a      58      28      47
a     177      44       3
a      48     373      57
a     181     303      24
a     369     208      69
a     496     401      43
a      12     285      57
a     346      75      83
a     315     328      39
a     378     246      16
a      62      36      64
a     230     129      19
a      38     480      13
a     287     311      21
a     281     235      75
a       1     318      13
a      17     366      53
a     259      16      83
a      47     275      98
a     395     213      13
a      41      28      44
a     173     181      73
a     193     139      86
a      90     174      51
a      11     101      42
a     105      78      91
a     457     237      19
a     342     444      40
a     148       6      79
a      53     278      45
a     109     456      41
a      28     443      37
a       8       2      59
a      25      48      56
a     199      19      25
a     454     203      56
a     457     236       9
a      49      19      64
a     242      72      50
a     360     352       9
a     173      52      26
a      30       4      68
a     278     222      68
a     278     361      48
a      13     438      99
a       9      13      21
a      73     215      51
a     343      36      79
a     454     391      31
a     381     398       9
a      22     127      71
a     148     207      22
a      43     311      90
a     218     102       7
a     308     184      46
a     377     221      97
a      32     122      74
a     275     283      60
a     285     350      67
a      24     142      35
a      50     466      55
a       5     385      54
a      65     400      83
a      19     380      32
a       4     191      26
a     490     335      34
a     454     274      68
a      49      17      62
a     151      68      47
a     441     500      54
a      10      43      37
a     231     233      79
a      62     171      99
a      77     292      92
a     133     403       4
a      17      18      91
a     330      41       1
a      54     103      21
a     105      32      17
a     291      37       3
a     261     230      76
a     492     108      38
a      47      68      89
a     419      70      70
a     464     377      53
a       3     160       4
a     456     155      31
a     363     108      71
a     493     165      55
a     160     190       3
a      19      28      69
a       3     376      77
a      50     374      97
a     244     415      27
a     364      30      57
a      17      43      94
a      44     397      16
a     478     473      72
a       2     192      24
a     114     225      84
a     177     357      89
a     111     162      45
a      49      61      82
a      95     123      67
a     357     206      76
a     215     126      60
a     282      93      15
a     381     430      51
a     150     334     100
a      27      25      72
a      19      21      65
a      25     200      75
a      37     243      20
a     125     178      77
a       6      20       4
a     110      41      34
a     141     324       5
a       6      42      59
a       7     180      27
a      65     211      91
a     137     117      37
a     101      14      23
a      21      27      99
a      36      64      38
a      90     417      69
a      89     434      68
a     171      69      22
a     191     160      25
a     212     452      42
a      39     118      22
a      19      30       2
a     118       9      24
a     441     274       1
a     288      62      93
a      14      11     100
a      32     127      44
a      20       5      29
a      29     253      58
a     147     463      29
a     168     459       6
a     445     190      84
a     116       3      92
a     321      14      77
a      71     112       3
a      50      65      98
a      18       2      74
a     148       7      89
a     223      71      97
a      72     312      18
a     129     188      14
a      14     137      69
a       8      44      19
a      56      75      55
a     483      18      34
a       7      64      83
a     293     396      65
a     494     479      84
a     122     222      10
a     103      74      49
a     384      14      56
a     165     337      36
a     312     348      84
a     396     492      80
a      22      21      71
a      91      71      51
a     347      16      65
a     393      63       3
a     313     419      43
a      31     327       9
a      58      50      26
a     127     114       2
a     205     325      82
a     388      93      42
a     117      71      64
a     340     284      31
a      92     139      57
a     325     311      87
a     407     411      37
a     185      39      47
a     490      39      68
a     295     145      65
a     349     268      75
a     256     154      11
a     448     177      98
a      54     201      78
a     328     382      72
a      32      14      33
a      31      63      61
a     255       5      58
a     249     146      86
a       7     154      27
a       6      11       4
a     217     126       9
a     283      28      29
a     190      54      48
a     270     427      29
a     309     486      58
a      82     498      30
a      21     160      90
a      18      39      69
a      44      75      89
a     199     105      27
a     357     459      36
a     385      39      89
a     108     457      15
a     227       6      42
a      33      51      45
a      75     357      79
a     167     158      20
a     317     172       3
a     386     255      94
a      36      47      10
a     249     171      28
a     302     194      58
a      64       9      21
a     469     263      10
a     245     101      56
a      18       8      28
a     161     190      37
a     352     149      13
a      75     121      94
a     176      99      72
a     144     136       2
a     310      23      47
a     271     370      92
a      40      34      82
a      51       6     100
a     472     173      31
a     190     480      20
a      60     404      45
a      16       1      62
a      90     358      57
a     228      98      46
a      53      51      71
a     447     154      21
a     102     495      56
a       9      27      36
a      40      59      34
a       5      12      54
a       6     412      89
a     244     157      68
a      88     317      67
a     405     100      11
a     133     195      62
a     430     290       8
a      26       9      51
a     119     153      23
a      41     126      66
a     210     309      22
a     114     400      83
a      22     118       9
a     200      38       8
a      52     469      48
a      40      19      14
a     110     220      62
a     137     267      67
a     353     340      24
a     167     169       8
a      42      63      57
a      91     299      53
a     200     187      11
a     253      73      79
a      20      13      21
a      73      97      25
a     273      10      35
a     464      93      48
a      53      92      17
a      15      37      15
a      77      90      62
a     163     318      90
a     254     464      29
a     278      62      61
a     235     145      39
a       6       4      97
a      63     219      77
a      99     184      80
a     134     489       2
a     394     309      15
a     473     299      37
a     121       5      39
a     250     203      51
a     440      66      97
a      15      82      77
a     208      39      74
a     320      62      85
a     170      59      35
a     196     288      14
a     117     341      78
a      10      52      64
a      33     421      67
a     152     444      18
a      64     205      29
a     101     331      46
a     148     352      60
a     118      49      55
a      39      86      38
a       2     138      92
a      68     457      87
a     125     219      44
a      21     231      52
a     138     150      56
a     114     196      25
a     205      47      98
a     292     121      11
a     174     239      11
a     122     341       5
a      13       7       7
a     110      10      51
a     449      22      61
a     172     354      83
a      94      45      28
a     171     175      58
a      16     257      16
a     413      80      69
a     327      21      91
a     455      85      54
a     322     133      52
a      58      79      42
a      88      13      95
a     175     294       4
a     454     115      40
a     387      34      47
a     389      96      26
a     267     407      30
a      21      62      33
a      16      14       9
a     105      68      80
a     133     118      63
a     353     338      12
a      12      43      33
a      52      19      22
a     373     359      72
a       5      18      64
a     200     122      11
a      65     448       4
a     391     438      64
a      20     290      21
a       4     232     100
a     299     317      94
a     147     283      97
a     426     485      18
