#####################################################################
# Copyright (c) 2009, International Business Machines Corporation and
# others. All Rights Reserved.
#####################################################################

###################
# This file was generated from RFC 3454 (http://www.ietf.org/rfc/rfc3454.txt)
# Copyright (C) The Internet Society (2002).  All Rights Reserved. 
###################

###################
# WARNING: This table is generated by filterRFC3454.pl tool with
# options: --sourcedir=. --destdir=out --src-filename=rfc3454.txt --dest-filename=rfc3491.txt --A1 --B1 --B2 --C12 --C22 --C3 --C4 --C5 --C6 --C7 --C8 --C9 --normalize --check-bidi 
###################

@normalize;;
@check-bidi;;

# This table contains code points from Table A.1 from RFC 3454

0221; ; UNASSIGNED
1E5C; 1E5D; MAP
1E5E; 1E5F; MAP
1E60; 1E61; MAP
1E62; 1E63; MAP
1E64; 1E65; MAP
1E66; 1E67; MAP
1E68; 1E69; MAP
1E6A; 1E6B; MAP
1E6C; 1E6D; MAP
1E6E; 1E6F; MAP
1E70; 1E71; MAP
1E72; 1E73; MAP
1E74; 1E75; MAP
1E76; 1E77; MAP
1E78; 1E79; MAP
1E7A; 1E7B; MAP
1E7C; 1E7D; MAP
1E7E; 1E7F; MAP
1E80; 1E81; MAP
1E82; 1E83; MAP
1E84; 1E85; MAP
1E86; 1E87; MAP
1E88; 1E89; MAP
1E8A; 1E8B; MAP
1E8C; 1E8D; MAP
1E8E; 1E8F; MAP
1E90; 1E91; MAP
1E92; 1E93; MAP
1E94; 1E95; MAP
1E96; 0068 0331; MAP
1E97; 0074 0308; MAP
1E98; 0077 030A; MAP
1E99; 0079 030A; MAP
1E9A; 0061 02BE; MAP
1E9B; 1E61; MAP
1EA0; 1EA1; MAP
1EA2; 1EA3; MAP
1EA4; 1EA5; MAP
1EA6; 1EA7; MAP
1EA8; 1EA9; MAP
1EAA; 1EAB; MAP
1EAC; 1EAD; MAP
1EAE; 1EAF; MAP
1EB0; 1EB1; MAP
1EB2; 1EB3; MAP
1EB4; 1EB5; MAP
1EB6; 1EB7; MAP
1EB8; 1EB9; MAP
1EBA; 1EBB; MAP
1EBC; 1EBD; MAP
1EBE; 1EBF; MAP
1EC0; 1EC1; MAP
1EC2; 1EC3; MAP
1EC4; 1EC5; MAP
1EC6; 1EC7; MAP
1EC8; 1EC9; MAP
1ECA; 1ECB; MAP
1ECC; 1ECD; MAP
1ECE; 1ECF; MAP
1ED0; 1ED1; MAP
1ED2; 1ED3; MAP
1ED4; 1ED5; MAP
1ED6; 1ED7; MAP
1ED8; 1ED9; MAP
1EDA; 1EDB; MAP
1EDC; 1EDD; MAP
1EDE; 1EDF; MAP
1EE0; 1EE1; MAP
1EE2; 1EE3; MAP
1EE4; 1EE5; MAP
1EE6; 1EE7; MAP
1EE8; 1EE9; MAP
1EEA; 1EEB; MAP
1EEC; 1EED; MAP
1EEE; 1EEF; MAP
1EF0; 1EF1; MAP
1EF2; 1EF3; MAP
1EF4; 1EF5; MAP
1EF6; 1EF7; MAP
1EF8; 1EF9; MAP
1F08; 1F00; MAP
1F09; 1F01; MAP
1F0A; 1F02; MAP
1F0B; 1F03; MAP
1F0C; 1F04; MAP
1F0D; 1F05; MAP
1F0E; 1F06; MAP
1F0F; 1F07; MAP
1F18; 1F10; MAP
1F19; 1F11; MAP
1F1A; 1F12; MAP
1F1B; 1F13; MAP
1F1C; 1F14; MAP
1F1D; 1F15; MAP
1F28; 1F20; MAP
1F29; 1F21; MAP
1F2A; 1F22; MAP
1F2B; 1F23; MAP
1F2C; 1F24; MAP
1F2D; 1F25; MAP
1F2E; 1F26; MAP
1F2F; 1F27; MAP
1F38; 1F30; MAP
1F39; 1F31; MAP
1F3A; 1F32; MAP
1F3B; 1F33; MAP
1F3C; 1F34; MAP
1F3D; 1F35; MAP
1F3E; 1F36; MAP
1F3F; 1F37; MAP
1F48; 1F40; MAP
1F49; 1F41; MAP
1F4A; 1F42; MAP
1F4B; 1F43; MAP
1F4C; 1F44; MAP
1F4D; 1F45; MAP
1F50; 03C5 0313; MAP
1F52; 03C5 0313 0300; MAP
1F54; 03C5 0313 0301; MAP
1F56; 03C5 0313 0342; MAP
1F59; 1F51; MAP
1F5B; 1F53; MAP
1F5D; 1F55; MAP
1F5F; 1F57; MAP
1F68; 1F60; MAP
1F69; 1F61; MAP
1F6A; 1F62; MAP
1F6B; 1F63; MAP
1F6C; 1F64; MAP
1F6D; 1F65; MAP
1F6E; 1F66; MAP
1F6F; 1F67; MAP
1F80; 1F00 03B9; MAP
1F81; 1F01 03B9; MAP
1F82; 1F02 03B9; MAP
1F83; 1F03 03B9; MAP
1F84; 1F04 03B9; MAP
1F85; 1F05 03B9; MAP
1F86; 1F06 03B9; MAP
1F87; 1F07 03B9; MAP
1F88; 1F00 03B9; MAP
1F89; 1F01 03B9; MAP
1F8A; 1F02 03B9; MAP
1F8B; 1F03 03B9; MAP
1F8C; 1F04 03B9; MAP
1F8D; 1F05 03B9; MAP
1F8E; 1F06 03B9; MAP
1F8F; 1F07 03B9; MAP
1F90; 1F20 03B9; MAP
1F91; 1F21 03B9; MAP
1F92; 1F22 03B9; MAP
1F93; 1F23 03B9; MAP
1F94; 1F24 03B9; MAP
1F95; 1F25 03B9; MAP
1F96; 1F26 03B9; MAP
1F97; 1F27 03B9; MAP
1F98; 1F20 03B9; MAP
1F99; 1F21 03B9; MAP
1F9A; 1F22 03B9; MAP
1F9B; 1F23 03B9; MAP
1F9C; 1F24 03B9; MAP
1F9D; 1F25 03B9; MAP
1F9E; 1F26 03B9; MAP
1F9F; 1F27 03B9; MAP
1FA0; 1F60 03B9; MAP
1FA1; 1F61 03B9; MAP
1FA2; 1F62 03B9; MAP
1FA3; 1F63 03B9; MAP
1FA4; 1F64 03B9; MAP
1FA5; 1F65 03B9; MAP
1FA6; 1F66 03B9; MAP
1FA7; 1F67 03B9; MAP
1FA8; 1F60 03B9; MAP
1FA9; 1F61 03B9; MAP
1FAA; 1F62 03B9; MAP
1FAB; 1F63 03B9; MAP
1FAC; 1F64 03B9; MAP
1FAD; 1F65 03B9; MAP
1FAE; 1F66 03B9; MAP
1FAF; 1F67 03B9; MAP
1FB2; 1F70 03B9; MAP
1FB3; 03B1 03B9; MAP
1FB4; 03AC 03B9; MAP
1FB6; 03B1 0342; MAP
1FB7; 03B1 0342 03B9; MAP
1FB8; 1FB0; MAP
1FB9; 1FB1; MAP
1FBA; 1F70; MAP
1FBB; 1F71; MAP
1FBC; 03B1 03B9; MAP
1FBE; 03B9; MAP
1FC2; 1F74 03B9; MAP
1FC3; 03B7 03B9; MAP
1FC4; 03AE 03B9; MAP
1FC6; 03B7 0342; MAP
1FC7; 03B7 0342 03B9; MAP
1FC8; 1F72; MAP
1FC9; 1F73; MAP
1FCA; 1F74; MAP
1FCB; 1F75; MAP
1FCC; 03B7 03B9; MAP
1FD2; 03B9 0308 0300; MAP
1FD3; 03B9 0308 0301; MAP
1FD6; 03B9 0342; MAP
1FD7; 03B9 0308 0342; MAP
1FD8; 1FD0; MAP
1FD9; 1FD1; MAP
1FDA; 1F76; MAP
1FDB; 1F77; MAP
1FE2; 03C5 0308 0300; MAP
1FE3; 03C5 0308 0301; MAP
1FE4; 03C1 0313; MAP
1FE6; 03C5 0342; MAP
1FE7; 03C5 0308 0342; MAP
1FE8; 1FE0; MAP
1FE9; 1FE1; MAP
1FEA; 1F7A; MAP
1FEB; 1F7B; MAP
1FEC; 1FE5; MAP
1FF2; 1F7C 03B9; MAP
1FF3; 03C9 03B9; MAP
1FF4; 03CE 03B9; MAP
1FF6; 03C9 0342; MAP
1FF7; 03C9 0342 03B9; MAP
1FF8; 1F78; MAP
1FF9; 1F79; MAP
1FFA; 1F7C; MAP
1FFB; 1F7D; MAP
1FFC; 03C9 03B9; MAP
20A8; 0072 0073; MAP
2102; 0063; MAP
2103; 00B0 0063; MAP
2107; 025B; MAP
2109; 00B0 0066; MAP
210B; 0068; MAP
210C; 0068; MAP
210D; 0068; MAP
2110; 0069; MAP
2111; 0069; MAP
2112; 006C; MAP
2115; 006E; MAP
2116; 006E 006F; MAP
2119; 0070; MAP
211A; 0071; MAP
211B; 0072; MAP
211C; 0072; MAP
211D; 0072; MAP
2120; 0073 006D; MAP
2121; 0074 0065 006C; MAP
2122; 0074 006D; MAP
2124; 007A; MAP
2126; 03C9; MAP
2128; 007A; MAP
212A; 006B; MAP
212B; 00E5; MAP
212C; 0062; MAP
212D; 0063; MAP
2130; 0065; MAP
2131; 0066; MAP
2133; 006D; MAP
213E; 03B3; MAP
213F; 03C0; MAP
2145; 0064; MAP
2160; 2170; MAP
2161; 2171; MAP
2162; 2172; MAP
2163; 2173; MAP
2164; 2174; MAP
2165; 2175; MAP
2166; 2176; MAP
2167; 2177; MAP
2168; 2178; MAP
2169; 2179; MAP
216A; 217A; MAP
216B; 217B; MAP
216C; 217C; MAP
216D; 217D; MAP
216E; 217E; MAP
216F; 217F; MAP
24B6; 24D0; MAP
24B7; 24D1; MAP
24B8; 24D2; MAP
24B9; 24D3; MAP
24BA; 24D4; MAP
24BB; 24D5; MAP
24BC; 24D6; MAP
24BD; 24D7; MAP
24BE; 24D8; MAP
24BF; 24D9; MAP
24C0; 24DA; MAP
24C1; 24DB; MAP
24C2; 24DC; MAP
24C3; 24DD; MAP
24C4; 24DE; MAP
24C5; 24DF; MAP
24C6; 24E0; MAP
24C7; 24E1; MAP
24C8; 24E2; MAP
24C9; 24E3; MAP
24CA; 24E4; MAP
24CB; 24E5; MAP
24CC; 24E6; MAP
24CD; 24E7; MAP
24CE; 24E8; MAP
24CF; 24E9; MAP
3371; 0068 0070 0061; MAP
3373; 0061 0075; MAP
3375; 006F 0076; MAP
3380; 0070 0061; MAP
3381; 006E 0061; MAP
3382; 03BC 0061; MAP
3383; 006D 0061; MAP
3384; 006B 0061; MAP
3385; 006B 0062; MAP
3386; 006D 0062; MAP
3387; 0067 0062; MAP
338A; 0070 0066; MAP
338B; 006E 0066; MAP
338C; 03BC 0066; MAP
3390; 0068 007A; MAP
3391; 006B 0068 007A; MAP
3392; 006D 0068 007A; MAP
3393; 0067 0068 007A; MAP
3394; 0074 0068 007A; MAP
33A9; 0070 0061; MAP
33AA; 006B 0070 0061; MAP
33AB; 006D 0070 0061; MAP
33AC; 0067 0070 0061; MAP
33B4; 0070 0076; MAP
33B5; 006E 0076; MAP
33B6; 03BC 0076; MAP
33B7; 006D 0076; MAP
33B8; 006B 0076; MAP
33B9; 006D 0076; MAP
33BA; 0070 0077; MAP
33BB; 006E 0077; MAP
33BC; 03BC 0077; MAP
33BD; 006D 0077; MAP
33BE; 006B 0077; MAP
33BF; 006D 0077; MAP
33C0; 006B 03C9; MAP
33C1; 006D 03C9; MAP
33C3; 0062 0071; MAP
33C6; 0063 2215 006B 0067; MAP
33C7; 0063 006F 002E; MAP
33C8; 0064 0062; MAP
33C9; 0067 0079; MAP
33CB; 0068 0070; MAP
33CD; 006B 006B; MAP
33CE; 006B 006D; MAP
33D7; 0070 0068; MAP
33D9; 0070 0070 006D; MAP
33DA; 0070 0072; MAP
33DC; 0073 0076; MAP
33DD; 0077 0062; MAP
FB00; 0066 0066; MAP
FB01; 0066 0069; MAP
FB02; 0066 006C; MAP
FB03; 0066 0066 0069; MAP
FB04; 0066 0066 006C; MAP
FB05; 0073 0074; MAP
FB06; 0073 0074; MAP
FB13; 0574 0576; MAP
FB14; 0574 0565; MAP
FB15; 0574 056B; MAP
FB16; 057E 0576; MAP
FB17; 0574 056D; MAP
FF21; FF41; MAP
FF22; FF42; MAP
FF23; FF43; MAP
FF24; FF44; MAP
FF25; FF45; MAP
FF26; FF46; MAP
FF27; FF47; MAP
FF28; FF48; MAP
FF29; FF49; MAP
FF2A; FF4A; MAP
FF2B; FF4B; MAP
FF2C; FF4C; MAP
FF2D; FF4D; MAP
FF2E; FF4E; MAP
FF2F; FF4F; MAP
FF30; FF50; MAP
FF31; FF51; MAP
FF32; FF52; MAP
FF33; FF53; MAP
FF34; FF54; MAP
FF35; FF55; MAP
FF36; FF56; MAP
FF37; FF57; MAP
FF38; FF58; MAP
FF39; FF59; MAP
FF3A; FF5A; MAP
10400; 10428; MAP
10401; 10429; MAP
10402; 1042A; MAP
10403; 1042B; MAP
10404; 1042C; MAP
10405; 1042D; MAP
10406; 1042E; MAP
10407; 1042F; MAP
10408; 10430; MAP
10409; 10431; MAP
1040A; 10432; MAP
1040B; 10433; MAP
1040C; 10434; MAP
1040D; 10435; MAP
1040E; 10436; MAP
1040F; 10437; MAP
10410; 10438; MAP
10411; 10439; MAP
10412; 1043A; MAP
10413; 1043B; MAP
10414; 1043C; MAP
10415; 1043D; MAP
10416; 1043E; MAP
10417; 1043F; MAP
10418; 10440; MAP
10419; 10441; MAP
1041A; 10442; MAP
1041B; 10443; MAP
1041C; 10444; MAP
1041D; 10445; MAP
1041E; 10446; MAP
1041F; 10447; MAP
10420; 10448; MAP
10421; 10449; MAP
10422; 1044A; MAP
10423; 1044B; MAP
10424; 1044C; MAP
10425; 1044D; MAP
1D400; 0061; MAP
1D401; 0062; MAP
1D402; 0063; MAP
1D403; 0064; MAP
1D404; 0065; MAP
1D405; 0066; MAP
1D406; 0067; MAP
1D407; 0068; MAP
1D408; 0069; MAP
1D409; 006A; MAP
1D40A; 006B; MAP
1D40B; 006C; MAP
1D40C; 006D; MAP
1D40D; 006E; MAP
1D40E; 006F; MAP
1D40F; 0070; MAP
1D410; 0071; MAP
1D411; 0072; MAP
1D412; 0073; MAP
1D413; 0074; MAP
1D414; 0075; MAP
1D415; 0076; MAP
1D416; 0077; MAP
1D417; 0078; MAP
1D418; 0079; MAP
1D419; 007A; MAP
1D434; 0061; MAP
1D435; 0062; MAP
1D436; 0063; MAP
1D437; 0064; MAP
1D438; 0065; MAP
1D439; 0066; MAP
1D43A; 0067; MAP
1D43B; 0068; MAP
1D43C; 0069; MAP
1D43D; 006A; MAP
1D43E; 006B; MAP
1D43F; 006C; MAP
1D440; 006D; MAP
1D441; 006E; MAP
1D442; 006F; MAP
1D443; 0070; MAP
1D444; 0071; MAP
1D445; 0072; MAP
1D446; 0073; MAP
1D447; 0074; MAP
1D448; 0075; MAP
1D449; 0076; MAP
1D44A; 0077; MAP
1D44B; 0078; MAP
1D44C; 0079; MAP
1D44D; 007A; MAP
1D468; 0061; MAP
1D469; 0062; MAP
1D46A; 0063; MAP
1D46B; 0064; MAP
1D46C; 0065; MAP
1D46D; 0066; MAP
1D46E; 0067; MAP
1D46F; 0068; MAP
1D470; 0069; MAP
1D471; 006A; MAP
1D472; 006B; MAP
1D473; 006C; MAP
1D474; 006D; MAP
1D475; 006E; MAP
1D476; 006F; MAP
1D477; 0070; MAP
1D478; 0071; MAP
1D479; 0072; MAP
1D47A; 0073; MAP
1D47B; 0074; MAP
1D47C; 0075; MAP
1D47D; 0076; MAP
1D47E; 0077; MAP
1D47F; 0078; MAP
1D480; 0079; MAP
1D481; 007A; MAP
1D49C; 0061; MAP
1D49E; 0063; MAP
1D49F; 0064; MAP
1D4A2; 0067; MAP
1D4A5; 006A; MAP
1D4A6; 006B; MAP
1D4A9; 006E; MAP
1D4AA; 006F; MAP
1D4AB; 0070; MAP
1D4AC; 0071; MAP
1D4AE; 0073; MAP
1D4AF; 0074; MAP
1D4B0; 0075; MAP
1D4B1; 0076; MAP
1D4B2; 0077; MAP
1D4B3; 0078; MAP
1D4B4; 0079; MAP
1D4B5; 007A; MAP
1D4D0; 0061; MAP
1D4D1; 0062; MAP
1D4D2; 0063; MAP
1D4D3; 0064; MAP
1D4D4; 0065; MAP
1D4D5; 0066; MAP
1D4D6; 0067; MAP
1D4D7; 0068; MAP
1D4D8; 0069; MAP
1D4D9; 006A; MAP
1D4DA; 006B; MAP
1D4DB; 006C; MAP
1D4DC; 006D; MAP
1D4DD; 006E; MAP
1D4DE; 006F; MAP
1D4DF; 0070; MAP
1D4E0; 0071; MAP
1D4E1; 0072; MAP
1D4E2; 0073; MAP
1D4E3; 0074; MAP
1D4E4; 0075; MAP
1D4E5; 0076; MAP
1D4E6; 0077; MAP
1D4E7; 0078; MAP
1D4E8; 0079; MAP
1D4E9; 007A; MAP
1D504; 0061; MAP
1D505; 0062; MAP
1D507; 0064; MAP
1D508; 0065; MAP
1D509; 0066; MAP
1D50A; 0067; MAP
1D50D; 006A; MAP
1D50E; 006B; MAP
1D50F; 006C; MAP
1D510; 006D; MAP
1D511; 006E; MAP
1D512; 006F; MAP
1D513; 0070; MAP
1D514; 0071; MAP
1D516; 0073; MAP
1D517; 0074; MAP
1D518; 0075; MAP
1D519; 0076; MAP
1D51A; 0077; MAP
1D51B; 0078; MAP
1D51C; 0079; MAP
1D538; 0061; MAP
1D539; 0062; MAP
1D53B; 0064; MAP
1D53C; 0065; MAP
1D53D; 0066; MAP
1D53E; 0067; MAP
1D540; 0069; MAP
1D541; 006A; MAP
1D542; 006B; MAP
1D543; 006C; MAP
1D544; 006D; MAP
1D546; 006F; MAP
1D54A; 0073; MAP
1D54B; 0074; MAP
1D54C; 0075; MAP
1D54D; 0076; MAP
1D54E; 0077; MAP
1D54F; 0078; MAP
1D550; 0079; MAP
1D56C; 0061; MAP
1D56D; 0062; MAP
1D56E; 0063; MAP
1D56F; 0064; MAP
1D570; 0065; MAP
1D571; 0066; MAP
1D572; 0067; MAP
1D573; 0068; MAP
1D574; 0069; MAP
1D575; 006A; MAP
1D576; 006B; MAP
1D577; 006C; MAP
1D578; 006D; MAP
1D579; 006E; MAP
1D57A; 006F; MAP
1D57B; 0070; MAP
1D57C; 0071; MAP
1D57D; 0072; MAP
1D57E; 0073; MAP
1D57F; 0074; MAP
1D580; 0075; MAP
1D581; 0076; MAP
1D582; 0077; MAP
1D583; 0078; MAP
1D584; 0079; MAP
1D585; 007A; MAP
1D5A0; 0061; MAP
1D5A1; 0062; MAP
1D5A2; 0063; MAP
1D5A3; 0064; MAP
1D5A4; 0065; MAP
1D5A5; 0066; MAP
1D5A6; 0067; MAP
1D5A7; 0068; MAP
1D5A8; 0069; MAP
1D5A9; 006A; MAP
1D5AA; 006B; MAP
1D5AB; 006C; MAP
1D5AC; 006D; MAP
1D5AD; 006E; MAP
1D5AE; 006F; MAP
1D5AF; 0070; MAP
1D5B0; 0071; MAP
1D5B1; 0072; MAP
1D5B2; 0073; MAP
1D5B3; 0074; MAP
1D5B4; 0075; MAP
1D5B5; 0076; MAP
1D5B6; 0077; MAP
1D5B7; 0078; MAP
1D5B8; 0079; MAP
1D5B9; 007A; MAP
1D5D4; 0061; MAP
1D5D5; 0062; MAP
1D5D6; 0063; MAP
1D5D7; 0064; MAP
1D5D8; 0065; MAP
1D5D9; 0066; MAP
1D5DA; 0067; MAP
1D5DB; 0068; MAP
1D5DC; 0069; MAP
1D5DD; 006A; MAP
1D5DE; 006B; MAP
1D5DF; 006C; MAP
1D5E0; 006D; MAP
1D5E1; 006E; MAP
1D5E2; 006F; MAP
1D5E3; 0070; MAP
1D5E4; 0071; MAP
1D5E5; 0072; MAP
1D5E6; 0073; MAP
1D5E7; 0074; MAP
1D5E8; 0075; MAP
1D5E9; 0076; MAP
1D5EA; 0077; MAP
1D5EB; 0078; MAP
1D5EC; 0079; MAP
1D5ED; 007A; MAP
1D608; 0061; MAP
1D609; 0062; MAP
1D60A; 0063; MAP
1D60B; 0064; MAP
1D60C; 0065; MAP
1D60D; 0066; MAP
1D60E; 0067; MAP
1D60F; 0068; MAP
1D610; 0069; MAP
1D611; 006A; MAP
1D612; 006B; MAP
1D613; 006C; MAP
1D614; 006D; MAP
1D615; 006E; MAP
1D616; 006F; MAP
1D617; 0070; MAP
1D618; 0071; MAP
1D619; 0072; MAP
1D61A; 0073; MAP
1D61B; 0074; MAP
1D61C; 0075; MAP
1D61D; 0076; MAP
1D61E; 0077; MAP
1D61F; 0078; MAP
1D620; 0079; MAP
1D621; 007A; MAP
1D63C; 0061; MAP
1D63D; 0062; MAP
1D63E; 0063; MAP
1D63F; 0064; MAP
1D640; 0065; MAP
1D641; 0066; MAP
1D642; 0067; MAP
1D643; 0068; MAP
1D644; 0069; MAP
1D645; 006A; MAP
1D646; 006B; MAP
1D647; 006C; MAP
1D648; 006D; MAP
1D649; 006E; MAP
1D64A; 006F; MAP
1D64B; 0070; MAP
1D64C; 0071; MAP
1D64D; 0072; MAP
1D64E; 0073; MAP
1D64F; 0074; MAP
1D650; 0075; MAP
1D651; 0076; MAP
1D652; 0077; MAP
1D653; 0078; MAP
1D654; 0079; MAP
1D655; 007A; MAP
1D670; 0061; MAP
1D671; 0062; MAP
1D672; 0063; MAP
1D673; 0064; MAP
1D674; 0065; MAP
1D675; 0066; MAP
1D676; 0067; MAP
1D677; 0068; MAP
1D678; 0069; MAP
1D679; 006A; MAP
1D67A; 006B; MAP
1D67B; 006C; MAP
1D67C; 006D; MAP
1D67D; 006E; MAP
1D67E; 006F; MAP
1D67F; 0070; MAP
1D680; 0071; MAP
1D681; 0072; MAP
1D682; 0073; MAP
1D683; 0074; MAP
1D684; 0075; MAP
1D685; 0076; MAP
1D686; 0077; MAP
1D687; 0078; MAP
1D688; 0079; MAP
1D689; 007A; MAP
1D6A8; 03B1; MAP
1D6A9; 03B2; MAP
1D6AA; 03B3; MAP
1D6AB; 03B4; MAP
1D6AC; 03B5; MAP
1D6AD; 03B6; MAP
1D6AE; 03B7; MAP
1D6AF; 03B8; MAP
1D6B0; 03B9; MAP
1D6B1; 03BA; MAP
1D6B2; 03BB; MAP
1D6B3; 03BC; MAP
1D6B4; 03BD; MAP
1D6B5; 03BE; MAP
1D6B6; 03BF; MAP
1D6B7; 03C0; MAP
1D6B8; 03C1; MAP
1D6B9; 03B8; MAP
1D6BA; 03C3; MAP
1D6BB; 03C4; MAP
1D6BC; 03C5; MAP
1D6BD; 03C6; MAP
1D6BE; 03C7; MAP
1D6BF; 03C8; MAP
1D6C0; 03C9; MAP
1D6D3; 03C3; MAP
1D6E2; 03B1; MAP
1D6E3; 03B2; MAP
1D6E4; 03B3; MAP
1D6E5; 03B4; MAP
1D6E6; 03B5; MAP
1D6E7; 03B6; MAP
1D6E8; 03B7; MAP
1D6E9; 03B8; MAP
1D6EA; 03B9; MAP
1D6EB; 03BA; MAP
1D6EC; 03BB; MAP
1D6ED; 03BC; MAP
1D6EE; 03BD; MAP
1D6EF; 03BE; MAP
1D6F0; 03BF; MAP
1D6F1; 03C0; MAP
1D6F2; 03C1; MAP
1D6F3; 03B8; MAP
1D6F4; 03C3; MAP
1D6F5; 03C4; MAP
1D6F6; 03C5; MAP
1D6F7; 03C6; MAP
1D6F8; 03C7; MAP
1D6F9; 03C8; MAP
1D6FA; 03C9; MAP
1D70D; 03C3; MAP
1D71C; 03B1; MAP
1D71D; 03B2; MAP
1D71E; 03B3; MAP
1D71F; 03B4; MAP
1D720; 03B5; MAP
1D721; 03B6; MAP
1D722; 03B7; MAP
1D723; 03B8; MAP
1D724; 03B9; MAP
1D725; 03BA; MAP
1D726; 03BB; MAP
1D727; 03BC; MAP
1D728; 03BD; MAP
1D729; 03BE; MAP
1D72A; 03BF; MAP
1D72B; 03C0; MAP
1D72C; 03C1; MAP
1D72D; 03B8; MAP
1D72E; 03C3; MAP
1D72F; 03C4; MAP
1D730; 03C5; MAP
1D731; 03C6; MAP
1D732; 03C7; MAP
1D733; 03C8; MAP
1D734; 03C9; MAP
1D747; 03C3; MAP
1D756; 03B1; MAP
1D757; 03B2; MAP
1D758; 03B3; MAP
1D759; 03B4; MAP
1D75A; 03B5; MAP
1D75B; 03B6; MAP
1D75C; 03B7; MAP
1D75D; 03B8; MAP
1D75E; 03B9; MAP
1D75F; 03BA; MAP
1D760; 03BB; MAP
1D761; 03BC; MAP
1D762; 03BD; MAP
1D763; 03BE; MAP
1D764; 03BF; MAP
1D765; 03C0; MAP
1D766; 03C1; MAP
1D767; 03B8; MAP
1D768; 03C3; MAP
1D769; 03C4; MAP
1D76A; 03C5; MAP
1D76B; 03C6; MAP
1D76C; 03C7; MAP
1D76D; 03C8; MAP
1D76E; 03C9; MAP
1D781; 03C3; MAP
1D790; 03B1; MAP
1D791; 03B2; MAP
1D792; 03B3; MAP
1D793; 03B4; MAP
1D794; 03B5; MAP
1D795; 03B6; MAP
1D796; 03B7; MAP
1D797; 03B8; MAP
1D798; 03B9; MAP
1D799; 03BA; MAP
1D79A; 03BB; MAP
1D79B; 03BC; MAP
1D79C; 03BD; MAP
1D79D; 03BE; MAP
1D79E; 03BF; MAP
1D79F; 03C0; MAP
1D7A0; 03C1; MAP
1D7A1; 03B8; MAP
1D7A2; 03C3; MAP
1D7A3; 03C4; MAP
1D7A4; 03C5; MAP
1D7A5; 03C6; MAP
1D7A6; 03C7; MAP
1D7A7; 03C8; MAP
1D7A8; 03C9; MAP
1D7BB; 03C3; MAP

# Total code points 1371

# code points from      Table C.1.2 

00A0; ; PROHIBITED
1680; ; PROHIBITED
2000; ; PROHIBITED
2001; ; PROHIBITED
2002; ; PROHIBITED
2003; ; PROHIBITED
2004; ; PROHIBITED
2005; ; PROHIBITED
2006; ; PROHIBITED
2007; ; PROHIBITED
2008; ; PROHIBITED
2009; ; PROHIBITED
200A; ; PROHIBITED
200B; ; PROHIBITED
202F; ; PROHIBITED
205F; ; PROHIBITED
3000; ; PROHIBITED

# Total code points 17

# code points from      Table C.2.2 

0080..009F; ; PROHIBITED
06DD; ; PROHIBITED
070F; ; PROHIBITED
180E; ; PROHIBITED
200C; ; PROHIBITED
200D; ; PROHIBITED
2028; ; PROHIBITED
2029; ; PROHIBITED
2060; ; PROHIBITED
2061; ; PROHIBITED
2062; ; PROHIBITED
2063; ; PROHIBITED
206A..206F; ; PROHIBITED
FEFF; ; PROHIBITED
FFF9..FFFC; ; PROHIBITED
1D173..1D17A; ; PROHIBITED

# Total code points 30

# code points from      Table C.3 

E000..F8FF; ; PROHIBITED
F0000..FFFFD; ; PROHIBITED
100000..10FFFD; ; PROHIBITED

# Total code points 2051

# code points from      Table C.4 

FDD0..FDEF; ; PROHIBITED
FFFE..FFFF; ; PROHIBITED
1FFFE..1FFFF; ; PROHIBITED
2FFFE..2FFFF; ; PROHIBITED
3FFFE..3FFFF; ; PROHIBITED
4FFFE..4FFFF; ; PROHIBITED
5FFFE..5FFFF; ; PROHIBITED
6FFFE..6FFFF; ; PROHIBITED
7FFFE..7FFFF; ; PROHIBITED
8FFFE..8FFFF; ; PROHIBITED
9FFFE..9FFFF; ; PROHIBITED
AFFFE..AFFFF; ; PROHIBITED
BFFFE..BFFFF; ; PROHIBITED
CFFFE..CFFFF; ; PROHIBITED
DFFFE..DFFFF; ; PROHIBITED
EFFFE..EFFFF; ; PROHIBITED
FFFFE..FFFFF; ; PROHIBITED
10FFFE..10FFFF; ; PROHIBITED

# Total code points 18

# code points from      Table C.5 

D800..DFFF; ; PROHIBITED

# Total code points 0

# code points from      Table C.6 

FFF9; ; PROHIBITED
FFFA; ; PROHIBITED
FFFB; ; PROHIBITED
FFFC; ; PROHIBITED
FFFD; ; PROHIBITED

# Total code points 5

# code points from      Table C.7 

2FF0..2FFB; ; PROHIBITED

# Total code points 1

# code points from      Table C.8 

0340; ; PROHIBITED
0341; ; PROHIBITED
200E; ; PROHIBITED
200F; ; PROHIBITED
202A; ; PROHIBITED
202B; ; PROHIBITED
202C; ; PROHIBITED
202D; ; PROHIBITED
202E; ; PROHIBITED
206A; ; PROHIBITED
206B; ; PROHIBITED
206C; ; PROHIBITED
206D; ; PROHIBITED
206E; ; PROHIBITED
206F; ; PROHIBITED

# Total code points 15

# code points from      Table C.9 

E0001; ; PROHIBITED
E0020..E007F; ; PROHIBITED

# Total code points 82

