# Fractional UCA Table, generated from standard UCA
# 2010-10-18, 22:18:55 GMT [MD]
# VERSION: UCA=6.0.0, UCD=6.0.0
# For a description of the format and usage, see CollationAuxiliary.html

[UCA version = 6.0.0]

0000; [,,]

22C7; [0D 83 DC, 05, 05]

22C8; [0D 83 E4, 05, 05]

22C9; [0D 83 EC, 05, 05]

22CA; [0D 83 F4, 05, 05]

22CB; [0D 83 FC, 05, 05]

22CC; [0D 84 0A, 05, 05]

22CD; [0D 84 12, 05, 05]

22CE; [0D 84 1A, 05, 05]

22CF; [0D 84 22, 05, 05]

22D0; [0D 84 2A, 05, 05]

22D1; [0D 84 32, 05, 05]

22D2; [0D 84 3A, 05, 05]

22D3; [0D 84 42, 05, 05]

22D4; [0D 84 4A, 05, 05]

22D5; [0D 84 52, 05, 05]

22D6; [0D 84 5A, 05, 05]

22D7; [0D 84 62, 05, 05]

22D8; [0D 84 6A, 05, 05]

22D9; [0D 84 72, 05, 05]

22DA; [0D 84 7A, 05, 05]

22DB; [0D 84 82, 05, 05]

22DC; [0D 84 8A, 05, 05]

22DD; [0D 84 92, 05, 05]

22DE; [0D 84 9A, 05, 05]

22DF; [0D 84 A2, 05, 05]

22E4; [0D 84 AA, 05, 05]

22E5; [0D 84 B2, 05, 05]

22E6; [0D 84 BA, 05, 05]

22E7; [0D 84 C2, 05, 05]

22E8; [0D 84 CA, 05, 05]

22E9; [0D 84 D2, 05, 05]

22EE; [0D 84 DA, 05, 05]

22EF; [0D 84 E2, 05, 05]

22F0; [0D 84 EA, 05, 05]

22F1; [0D 84 F2, 05, 05]

22F2; [0D 84 FA, 05, 05]

22F3; [0D 85 08, 05, 05]

22F4; [0D 85 10, 05, 05]

22F5; [0D 85 18, 05, 05]

22F6; [0D 85 20, 05, 05]

22F7; [0D 85 28, 05, 05]

22F8; [0D 85 30, 05, 05]

22F9; [0D 85 38, 05, 05]

22FA; [0D 85 40, 05, 05]

22FB; [0D 85 48, 05, 05]

22FC; [0D 85 50, 05, 05]

22FD; [0D 85 58, 05, 05]

22FE; [0D 85 60, 05, 05]

22FF; [0D 85 68, 05, 05]

2300; [0D 85 70, 05, 05]

2301; [0D 85 78, 05, 05]

2302; [0D 85 80, 05, 05]

2303; [0D 85 88, 05, 05]

2304; [0D 85 90, 05, 05]

2305; [0D 85 98, 05, 05]

2306; [0D 85 A0, 05, 05]

2307; [0D 85 A8, 05, 05]

2308; [0D 85 B0, 05, 05]

2309; [0D 85 B8, 05, 05]

230A; [0D 85 C0, 05, 05]

230B; [0D 85 C8, 05, 05]

230C; [0D 85 D0, 05, 05]

230D; [0D 85 D8, 05, 05]

230E; [0D 85 E0, 05, 05]

230F; [0D 85 E8, 05, 05]

2310; [0D 85 F0, 05, 05]

2311; [0D 85 F8, 05, 05]

2312; [0D 86 06, 05, 05]

2313; [0D 86 0E, 05, 05]

2314; [0D 86 16, 05, 05]

2315; [0D 86 1E, 05, 05]

2316; [0D 86 26, 05, 05]

2317; [0D 86 2E, 05, 05]

2318; [0D 86 36, 05, 05]

2319; [0D 86 3E, 05, 05]

231A; [0D 86 46, 05, 05]

231B; [0D 86 4E, 05, 05]

231C; [0D 86 56, 05, 05]

231D; [0D 86 5E, 05, 05]

231E; [0D 86 66, 05, 05]

231F; [0D 86 6E, 05, 05]

2320; [0D 86 76, 05, 05]

2321; [0D 86 7E, 05, 05]

2322; [0D 86 86, 05, 05]

2323; [0D 86 8E, 05, 05]

2324; [0D 86 96, 05, 05]

2325; [0D 86 9E, 05, 05]

2326; [0D 86 A6, 05, 05]

2327; [0D 86 AE, 05, 05]

2328; [0D 86 B6, 05, 05]

232B; [0D 86 BE, 05, 05]

232C; [0D 86 C6, 05, 05]

232D; [0D 86 CE, 05, 05]

232E; [0D 86 D6, 05, 05]

232F; [0D 86 DE, 05, 05]

2330; [0D 86 E6, 05, 05]

2331; [0D 86 EE, 05, 05]

2332; [0D 86 F6, 05, 05]

2333; [0D 87 04, 05, 05]

2334; [0D 87 0C, 05, 05]

2335; [0D 87 14, 05, 05]

2336; [0D 87 1C, 05, 05]

2337; [0D 87 24, 05, 05]

2338; [0D 87 2C, 05, 05]

2339; [0D 87 34, 05, 05]

233A; [0D 87 3C, 05, 05]

233B; [0D 87 44, 05, 05]

233C; [0D 87 4C, 05, 05]

233D; [0D 87 54, 05, 05]

233E; [0D 87 5C, 05, 05]

233F; [0D 87 64, 05, 05]

2340; [0D 87 6C, 05, 05]

2341; [0D 87 74, 05, 05]

2342; [0D 87 7C, 05, 05]

2343; [0D 87 84, 05, 05]

2344; [0D 87 8C, 05, 05]

2345; [0D 87 94, 05, 05]

2346; [0D 87 9C, 05, 05]

2347; [0D 87 A4, 05, 05]

2348; [0D 87 AC, 05, 05]

2349; [0D 87 B4, 05, 05]

234A; [0D 87 BC, 05, 05]

234B; [0D 87 C4, 05, 05]

234C; [0D 87 CC, 05, 05]

234D; [0D 87 D4, 05, 05]

234E; [0D 87 DC, 05, 05]

234F; [0D 87 E4, 05, 05]

2350; [0D 87 EC, 05, 05]

2351; [0D 87 F4, 05, 05]

2352; [0D 87 FC, 05, 05]

2353; [0D 88 0A, 05, 05]

2354; [0D 88 12, 05, 05]

2355; [0D 88 1A, 05, 05]

2356; [0D 88 22, 05, 05]

2357; [0D 88 2A, 05, 05]

2358; [0D 88 32, 05, 05]

2359; [0D 88 3A, 05, 05]

235A; [0D 88 42, 05, 05]

235B; [0D 88 4A, 05, 05]

235C; [0D 88 52, 05, 05]

235D; [0D 88 5A, 05, 05]

235E; [0D 88 62, 05, 05]

235F; [0D 88 6A, 05, 05]

2360; [0D 88 72, 05, 05]

2361; [0D 88 7A, 05, 05]

2362; [0D 88 82, 05, 05]

2363; [0D 88 8A, 05, 05]

2364; [0D 88 92, 05, 05]

2365; [0D 88 9A, 05, 05]

2366; [0D 88 A2, 05, 05]

2367; [0D 88 AA, 05, 05]

2368; [0D 88 B2, 05, 05]

2369; [0D 88 BA, 05, 05]

236A; [0D 88 C2, 05, 05]

236B; [0D 88 CA, 05, 05]

236C; [0D 88 D2, 05, 05]

236D; [0D 88 DA, 05, 05]

236E; [0D 88 E2, 05, 05]

236F; [0D 88 EA, 05, 05]

2370; [0D 88 F2, 05, 05]

2371; [0D 88 FA, 05, 05]

2372; [0D 89 08, 05, 05]

2373; [0D 89 10, 05, 05]

2374; [0D 89 18, 05, 05]

2375; [0D 89 20, 05, 05]

2376; [0D 89 28, 05, 05]

2377; [0D 89 30, 05, 05]

2378; [0D 89 38, 05, 05]

2379; [0D 89 40, 05, 05]

237A; [0D 89 48, 05, 05]

237B; [0D 89 50, 05, 05]

237C; [0D 89 58, 05, 05]

237D; [0D 89 60, 05, 05]

237E; [0D 89 68, 05, 05]

237F; [0D 89 70, 05, 05]

2380; [0D 89 78, 05, 05]

2381; [0D 89 80, 05, 05]

2382; [0D 89 88, 05, 05]

2383; [0D 89 90, 05, 05]

2384; [0D 89 98, 05, 05]

2385; [0D 89 A0, 05, 05]

2386; [0D 89 A8, 05, 05]

2387; [0D 89 B0, 05, 05]

2388; [0D 89 B8, 05, 05]

2389; [0D 89 C0, 05, 05]

238A; [0D 89 C8, 05, 05]

238B; [0D 89 D0, 05, 05]

238C; [0D 89 D8, 05, 05]

238D; [0D 89 E0, 05, 05]

238E; [0D 89 E8, 05, 05]

238F; [0D 89 F0, 05, 05]

2390; [0D 89 F8, 05, 05]

2391; [0D 8A 06, 05, 05]

2392; [0D 8A 0E, 05, 05]

2393; [0D 8A 16, 05, 05]

2394; [0D 8A 1E, 05, 05]

2395; [0D 8A 26, 05, 05]

2396; [0D 8A 2E, 05, 05]

2397; [0D 8A 36, 05, 05]

2398; [0D 8A 3E, 05, 05]

2399; [0D 8A 46, 05, 05]

239A; [0D 8A 4E, 05, 05]

239B; [0D 8A 56, 05, 05]

239C; [0D 8A 5E, 05, 05]

239D; [0D 8A 66, 05, 05]

239E; [0D 8A 6E, 05, 05]

239F; [0D 8A 76, 05, 05]

23A0; [0D 8A 7E, 05, 05]

23A1; [0D 8A 86, 05, 05]

23A2; [0D 8A 8E, 05, 05]

23A3; [0D 8A 96, 05, 05]

23A4; [0D 8A 9E, 05, 05]

23A5; [0D 8A A6, 05, 05]

23A6; [0D 8A AE, 05, 05]

23A7; [0D 8A B6, 05, 05]

23A8; [0D 8A BE, 05, 05]

23A9; [0D 8A C6, 05, 05]

23AA; [0D 8A CE, 05, 05]

23AB; [0D 8A D6, 05, 05]

23AC; [0D 8A DE, 05, 05]

23AD; [0D 8A E6, 05, 05]

23AE; [0D 8A EE, 05, 05]

23AF; [0D 8A F6, 05, 05]

23B0; [0D 8B 04, 05, 05]

23B1; [0D 8B 0C, 05, 05]

23B2; [0D 8B 14, 05, 05]

23B3; [0D 8B 1C, 05, 05]

23B4; [0D 8B 24, 05, 05]

23B5; [0D 8B 2C, 05, 05]

23B6; [0D 8B 34, 05, 05]

23B7; [0D 8B 3C, 05, 05]

23B8; [0D 8B 44, 05, 05]

23B9; [0D 8B 4C, 05, 05]

23BA; [0D 8B 54, 05, 05]

23BB; [0D 8B 5C, 05, 05]

23BC; [0D 8B 64, 05, 05]

23BD; [0D 8B 6C, 05, 05]

23BE; [0D 8B 74, 05, 05]

23BF; [0D 8B 7C, 05, 05]

23C0; [0D 8B 84, 05, 05]

23C1; [0D 8B 8C, 05, 05]

23C2; [0D 8B 94, 05, 05]

23C3; [0D 8B 9C, 05, 05]

23C4; [0D 8B A4, 05, 05]

23C5; [0D 8B AC, 05, 05]

23C6; [0D 8B B4, 05, 05]

23C7; [0D 8B BC, 05, 05]

23C8; [0D 8B C4, 05, 05]

23C9; [0D 8B CC, 05, 05]

23CA; [0D 8B D4, 05, 05]

23CB; [0D 8B DC, 05, 05]

23CC; [0D 8B E4, 05, 05]

23CD; [0D 8B EC, 05, 05]

23CE; [0D 8B F4, 05, 05]

23CF; [0D 8B FC, 05, 05]

23D0; [0D 8C 0A, 05, 05]

23D1; [0D 8C 12, 05, 05]

23D2; [0D 8C 1A, 05, 05]

23D3; [0D 8C 22, 05, 05]

23D4; [0D 8C 2A, 05, 05]

23D5; [0D 8C 32, 05, 05]

23D6; [0D 8C 3A, 05, 05]

23D7; [0D 8C 42, 05, 05]

23D8; [0D 8C 4A, 05, 05]

23D9; [0D 8C 52, 05, 05]

23DA; [0D 8C 5A, 05, 05]

23DB; [0D 8C 62, 05, 05]

23DC; [0D 8C 6A, 05, 05]

23DD; [0D 8C 72, 05, 05]

23DE; [0D 8C 7A, 05, 05]

23DF; [0D 8C 82, 05, 05]

23E0; [0D 8C 8A, 05, 05]

23E1; [0D 8C 92, 05, 05]

23E2; [0D 8C 9A, 05, 05]

23E3; [0D 8C A2, 05, 05]

23E4; [0D 8C AA, 05, 05]

23E5; [0D 8C B2, 05, 05]

23E6; [0D 8C BA, 05, 05]

23E7; [0D 8C C2, 05, 05]

23E8; [0D 8C CA, 05, 05]

23E9; [0D 8C D2, 05, 05]

23EA; [0D 8C DA, 05, 05]

23EB; [0D 8C E2, 05, 05]

23EC; [0D 8C EA, 05, 05]

23ED; [0D 8C F2, 05, 05]

23EE; [0D 8C FA, 05, 05]

23EF; [0D 8D 08, 05, 05]

23F0; [0D 8D 10, 05, 05]

23F1; [0D 8D 18, 05, 05]

23F2; [0D 8D 20, 05, 05]

23F3; [0D 8D 28, 05, 05]

2400; [0D 8D 30, 05, 05]

2401; [0D 8D 38, 05, 05]

2402; [0D 8D 40, 05, 05]

2403; [0D 8D 48, 05, 05]

2404; [0D 8D 50, 05, 05]

2405; [0D 8D 58, 05, 05]

2406; [0D 8D 60, 05, 05]

2407; [0D 8D 68, 05, 05]

2408; [0D 8D 70, 05, 05]

2409; [0D 8D 78, 05, 05]

240A; [0D 8D 80, 05, 05]

240B; [0D 8D 88, 05, 05]

240C; [0D 8D 90, 05, 05]

240D; [0D 8D 98, 05, 05]

240E; [0D 8D A0, 05, 05]

240F; [0D 8D A8, 05, 05]

2410; [0D 8D B0, 05, 05]

2411; [0D 8D B8, 05, 05]

2412; [0D 8D C0, 05, 05]

2413; [0D 8D C8, 05, 05]

2414; [0D 8D D0, 05, 05]

2415; [0D 8D D8, 05, 05]

2416; [0D 8D E0, 05, 05]

2417; [0D 8D E8, 05, 05]

2418; [0D 8D F0, 05, 05]

2419; [0D 8D F8, 05, 05]

241A; [0D 8E 06, 05, 05]

241B; [0D 8E 0E, 05, 05]

241C; [0D 8E 16, 05, 05]

241D; [0D 8E 1E, 05, 05]

241E; [0D 8E 26, 05, 05]

241F; [0D 8E 2E, 05, 05]

2420; [0D 8E 36, 05, 05]

2421; [0D 8E 3E, 05, 05]

2422; [0D 8E 46, 05, 05]

2423; [0D 8E 4E, 05, 05]

2424; [0D 8E 56, 05, 05]

2425; [0D 8E 5E, 05, 05]

2426; [0D 8E 66, 05, 05]

2440; [0D 8E 6E, 05, 05]

2441; [0D 8E 76, 05, 05]

2442; [0D 8E 7E, 05, 05]

2443; [0D 8E 86, 05, 05]

2444; [0D 8E 8E, 05, 05]

2445; [0D 8E 96, 05, 05]

2446; [0D 8E 9E, 05, 05]

2447; [0D 8E A6, 05, 05]

2448; [0D 8E AE, 05, 05]

2449; [0D 8E B6, 05, 05]

244A; [0D 8E BE, 05, 05]

2500; [0D 8E C6, 05, 05]

2501; [0D 8E CE, 05, 05]

2502; [0D 8E D6, 05, 05]
FFE8; [0D 8E D6, 05, A3]

2503; [0D 8E DE, 05, 05]

2504; [0D 8E E6, 05, 05]

2505; [0D 8E EE, 05, 05]

2506; [0D 8E F6, 05, 05]

2507; [0D 8F 04, 05, 05]

2508; [0D 8F 0C, 05, 05]

2509; [0D 8F 14, 05, 05]

250A; [0D 8F 1C, 05, 05]

250B; [0D 8F 24, 05, 05]

250C; [0D 8F 2C, 05, 05]

250D; [0D 8F 34, 05, 05]

250E; [0D 8F 3C, 05, 05]

250F; [0D 8F 44, 05, 05]

2510; [0D 8F 4C, 05, 05]

2511; [0D 8F 54, 05, 05]

2512; [0D 8F 5C, 05, 05]

2513; [0D 8F 64, 05, 05]

2514; [0D 8F 6C, 05, 05]

2515; [0D 8F 74, 05, 05]

2516; [0D 8F 7C, 05, 05]

2517; [0D 8F 84, 05, 05]

2518; [0D 8F 8C, 05, 05]

2519; [0D 8F 94, 05, 05]

251A; [0D 8F 9C, 05, 05]

251B; [0D 8F A4, 05, 05]

251C; [0D 8F AC, 05, 05]

251D; [0D 8F B4, 05, 05]

251E; [0D 8F BC, 05, 05]

251F; [0D 8F C4, 05, 05]

2520; [0D 8F CC, 05, 05]

2521; [0D 8F D4, 05, 05]

2522; [0D 8F DC, 05, 05]

2523; [0D 8F E4, 05, 05]

2524; [0D 8F EC, 05, 05]

2525; [0D 8F F4, 05, 05]

2526; [0D 8F FC, 05, 05]

2527; [0D 90 0A, 05, 05]

2528; [0D 90 12, 05, 05]

2529; [0D 90 1A, 05, 05]

252A; [0D 90 22, 05, 05]

252B; [0D 90 2A, 05, 05]

252C; [0D 90 32, 05, 05]

252D; [0D 90 3A, 05, 05]

252E; [0D 90 42, 05, 05]

252F; [0D 90 4A, 05, 05]

2530; [0D 90 52, 05, 05]

2531; [0D 90 5A, 05, 05]

2532; [0D 90 62, 05, 05]

2533; [0D 90 6A, 05, 05]

2534; [0D 90 72, 05, 05]

2535; [0D 90 7A, 05, 05]

2536; [0D 90 82, 05, 05]

2537; [0D 90 8A, 05, 05]

2538; [0D 90 92, 05, 05]

2539; [0D 90 9A, 05, 05]

253A; [0D 90 A2, 05, 05]

253B; [0D 90 AA, 05, 05]

253C; [0D 90 B2, 05, 05]

253D; [0D 90 BA, 05, 05]

253E; [0D 90 C2, 05, 05]

253F; [0D 90 CA, 05, 05]

2540; [0D 90 D2, 05, 05]

2541; [0D 90 DA, 05, 05]

2542; [0D 90 E2, 05, 05]

2543; [0D 90 EA, 05, 05]

2544; [0D 90 F2, 05, 05]

2545; [0D 90 FA, 05, 05]

2546; [0D 91 08, 05, 05]

2547; [0D 91 10, 05, 05]

2548; [0D 91 18, 05, 05]

2549; [0D 91 20, 05, 05]

254A; [0D 91 28, 05, 05]

254B; [0D 91 30, 05, 05]

254C; [0D 91 38, 05, 05]

254D; [0D 91 40, 05, 05]

254E; [0D 91 48, 05, 05]

254F; [0D 91 50, 05, 05]

2550; [0D 91 58, 05, 05]

2551; [0D 91 60, 05, 05]

2552; [0D 91 68, 05, 05]

2553; [0D 91 70, 05, 05]

2554; [0D 91 78, 05, 05]

2555; [0D 91 80, 05, 05]

2556; [0D 91 88, 05, 05]

2557; [0D 91 90, 05, 05]

2558; [0D 91 98, 05, 05]

2559; [0D 91 A0, 05, 05]

255A; [0D 91 A8, 05, 05]

255B; [0D 91 B0, 05, 05]

255C; [0D 91 B8, 05, 05]

255D; [0D 91 C0, 05, 05]

255E; [0D 91 C8, 05, 05]

255F; [0D 91 D0, 05, 05]

2560; [0D 91 D8, 05, 05]

2561; [0D 91 E0, 05, 05]

2562; [0D 91 E8, 05, 05]

2563; [0D 91 F0, 05, 05]

2564; [0D 91 F8, 05, 05]

2565; [0D 92 06, 05, 05]

2566; [0D 92 0E, 05, 05]

2567; [0D 92 16, 05, 05]

2568; [0D 92 1E, 05, 05]

2569; [0D 92 26, 05, 05]

256A; [0D 92 2E, 05, 05]

256B; [0D 92 36, 05, 05]

256C; [0D 92 3E, 05, 05]

256D; [0D 92 46, 05, 05]

256E; [0D 92 4E, 05, 05]

256F; [0D 92 56, 05, 05]

2570; [0D 92 5E, 05, 05]

2571; [0D 92 66, 05, 05]

2572; [0D 92 6E, 05, 05]

2573; [0D 92 76, 05, 05]

2574; [0D 92 7E, 05, 05]

2575; [0D 92 86, 05, 05]

2576; [0D 92 8E, 05, 05]

2577; [0D 92 96, 05, 05]

2578; [0D 92 9E, 05, 05]

2579; [0D 92 A6, 05, 05]

257A; [0D 92 AE, 05, 05]

257B; [0D 92 B6, 05, 05]

257C; [0D 92 BE, 05, 05]

257D; [0D 92 C6, 05, 05]

257E; [0D 92 CE, 05, 05]

257F; [0D 92 D6, 05, 05]

2580; [0D 92 DE, 05, 05]

2581; [0D 92 E6, 05, 05]

2582; [0D 92 EE, 05, 05]

2583; [0D 92 F6, 05, 05]

2584; [0D 93 04, 05, 05]

2585; [0D 93 0C, 05, 05]

2586; [0D 93 14, 05, 05]

2587; [0D 93 1C, 05, 05]

2588; [0D 93 24, 05, 05]

2589; [0D 93 2C, 05, 05]

258A; [0D 93 34, 05, 05]

258B; [0D 93 3C, 05, 05]

258C; [0D 93 44, 05, 05]

258D; [0D 93 4C, 05, 05]

258E; [0D 93 54, 05, 05]

258F; [0D 93 5C, 05, 05]

2590; [0D 93 64, 05, 05]

2591; [0D 93 6C, 05, 05]

2592; [0D 93 74, 05, 05]

2593; [0D 93 7C, 05, 05]

2594; [0D 93 84, 05, 05]

2595; [0D 93 8C, 05, 05]

2596; [0D 93 94, 05, 05]

2597; [0D 93 9C, 05, 05]

2598; [0D 93 A4, 05, 05]

2599; [0D 93 AC, 05, 05]

259A; [0D 93 B4, 05, 05]

259B; [0D 93 BC, 05, 05]

259C; [0D 93 C4, 05, 05]

259D; [0D 93 CC, 05, 05]

259E; [0D 93 D4, 05, 05]

259F; [0D 93 DC, 05, 05]

25A0; [0D 93 E4, 05, 05]
FFED; [0D 93 E4, 05, A3]

25A1; [0D 93 EC, 05, 05]

25A2; [0D 93 F4, 05, 05]

25A3; [0D 93 FC, 05, 05]

25A4; [0D 94 0A, 05, 05]

25A5; [0D 94 12, 05, 05]

25A6; [0D 94 1A, 05, 05]

25A7; [0D 94 22, 05, 05]

25A8; [0D 94 2A, 05, 05]

25A9; [0D 94 32, 05, 05]

25AA; [0D 94 3A, 05, 05]

25AB; [0D 94 42, 05, 05]

25AC; [0D 94 4A, 05, 05]

25AD; [0D 94 52, 05, 05]

25AE; [0D 94 5A, 05, 05]

25AF; [0D 94 62, 05, 05]

25B0; [0D 94 6A, 05, 05]

25B1; [0D 94 72, 05, 05]

25B2; [0D 94 7A, 05, 05]

25B3; [0D 94 82, 05, 05]

25B4; [0D 94 8A, 05, 05]

25B5; [0D 94 92, 05, 05]

25B6; [0D 94 9A, 05, 05]

25B7; [0D 94 A2, 05, 05]

25B8; [0D 94 AA, 05, 05]

25B9; [0D 94 B2, 05, 05]

25BA; [0D 94 BA, 05, 05]

25BB; [0D 94 C2, 05, 05]

25BC; [0D 94 CA, 05, 05]

25BD; [0D 94 D2, 05, 05]

25BE; [0D 94 DA, 05, 05]

25BF; [0D 94 E2, 05, 05]

25C0; [0D 94 EA, 05, 05]

25C1; [0D 94 F2, 05, 05]

25C2; [0D 94 FA, 05, 05]

25C3; [0D 95 08, 05, 05]

25C4; [0D 95 10, 05, 05]

25C5; [0D 95 18, 05, 05]

25C6; [0D 95 20, 05, 05]

25C7; [0D 95 28, 05, 05]

25C8; [0D 95 30, 05, 05]

25C9; [0D 95 38, 05, 05]

25CA; [0D 95 40, 05, 05]

25CB; [0D 95 48, 05, 05]
FFEE; [0D 95 48, 05, A3]

25CC; [0D 95 50, 05, 05]

25CD; [0D 95 58, 05, 05]

25CE; [0D 95 60, 05, 05]

25CF; [0D 95 68, 05, 05]

25D0; [0D 95 70, 05, 05]

25D1; [0D 95 78, 05, 05]

25D2; [0D 95 80, 05, 05]

25D3; [0D 95 88, 05, 05]

25D4; [0D 95 90, 05, 05]

25D5; [0D 95 98, 05, 05]

25D6; [0D 95 A0, 05, 05]

25D7; [0D 95 A8, 05, 05]

25D8; [0D 95 B0, 05, 05]

25D9; [0D 95 B8, 05, 05]

25DA; [0D 95 C0, 05, 05]

25DB; [0D 95 C8, 05, 05]

25DC; [0D 95 D0, 05, 05]

25DD; [0D 95 D8, 05, 05]

25DE; [0D 95 E0, 05, 05]

25DF; [0D 95 E8, 05, 05]

25E0; [0D 95 F0, 05, 05]

25E1; [0D 95 F8, 05, 05]

25E2; [0D 96 06, 05, 05]

25E3; [0D 96 0E, 05, 05]

25E4; [0D 96 16, 05, 05]

25E5; [0D 96 1E, 05, 05]

25E6; [0D 96 26, 05, 05]

25E7; [0D 96 2E, 05, 05]

25E8; [0D 96 36, 05, 05]

25E9; [0D 96 3E, 05, 05]

25EA; [0D 96 46, 05, 05]

25EB; [0D 96 4E, 05, 05]

25EC; [0D 96 56, 05, 05]

25ED; [0D 96 5E, 05, 05]

25EE; [0D 96 66, 05, 05]

25EF; [0D 96 6E, 05, 05]

25F0; [0D 96 76, 05, 05]

25F1; [0D 96 7E, 05, 05]

25F2; [0D 96 86, 05, 05]

25F3; [0D 96 8E, 05, 05]

25F4; [0D 96 96, 05, 05]

25F5; [0D 96 9E, 05, 05]

25F6; [0D 96 A6, 05, 05]

25F7; [0D 96 AE, 05, 05]

25F8; [0D 96 B6, 05, 05]

25F9; [0D 96 BE, 05, 05]

25FA; [0D 96 C6, 05, 05]

25FB; [0D 96 CE, 05, 05]

25FC; [0D 96 D6, 05, 05]

25FD; [0D 96 DE, 05, 05]

25FE; [0D 96 E6, 05, 05]

25FF; [0D 96 EE, 05, 05]

2600; [0D 96 F6, 05, 05]

2601; [0D 97 04, 05, 05]

2602; [0D 97 0C, 05, 05]

2603; [0D 97 14, 05, 05]

2604; [0D 97 1C, 05, 05]

2605; [0D 97 24, 05, 05]

2606; [0D 97 2C, 05, 05]

2607; [0D 97 34, 05, 05]

2608; [0D 97 3C, 05, 05]

2609; [0D 97 44, 05, 05]

260A; [0D 97 4C, 05, 05]

260B; [0D 97 54, 05, 05]

260C; [0D 97 5C, 05, 05]

260D; [0D 97 64, 05, 05]

260E; [0D 97 6C, 05, 05]

260F; [0D 97 74, 05, 05]

2610; [0D 97 7C, 05, 05]

2611; [0D 97 84, 05, 05]

2612; [0D 97 8C, 05, 05]

2613; [0D 97 94, 05, 05]

2614; [0D 97 9C, 05, 05]

2615; [0D 97 A4, 05, 05]

2616; [0D 97 AC, 05, 05]

2617; [0D 97 B4, 05, 05]

2618; [0D 97 BC, 05, 05]

2619; [0D 97 C4, 05, 05]

261A; [0D 97 CC, 05, 05]

261B; [0D 97 D4, 05, 05]

261C; [0D 97 DC, 05, 05]

261D; [0D 97 E4, 05, 05]

261E; [0D 97 EC, 05, 05]

261F; [0D 97 F4, 05, 05]

2620; [0D 97 FC, 05, 05]

2621; [0D 98 0A, 05, 05]

2622; [0D 98 12, 05, 05]

2623; [0D 98 1A, 05, 05]

2624; [0D 98 22, 05, 05]

2625; [0D 98 2A, 05, 05]

2626; [0D 98 32, 05, 05]

2627; [0D 98 3A, 05, 05]

2628; [0D 98 42, 05, 05]

2629; [0D 98 4A, 05, 05]

262A; [0D 98 52, 05, 05]

262B; [0D 98 5A, 05, 05]

262C; [0D 98 62, 05, 05]

262D; [0D 98 6A, 05, 05]

262E; [0D 98 72, 05, 05]

262F; [0D 98 7A, 05, 05]

2638; [0D 98 82, 05, 05]

2639; [0D 98 8A, 05, 05]

263A; [0D 98 92, 05, 05]

263B; [0D 98 9A, 05, 05]

263C; [0D 98 A2, 05, 05]

263D; [0D 98 AA, 05, 05]

263E; [0D 98 B2, 05, 05]

263F; [0D 98 BA, 05, 05]

2640; [0D 98 C2, 05, 05]

2641; [0D 98 CA, 05, 05]

2642; [0D 98 D2, 05, 05]

2643; [0D 98 DA, 05, 05]

2644; [0D 98 E2, 05, 05]

2645; [0D 98 EA, 05, 05]

2646; [0D 98 F2, 05, 05]

2647; [0D 98 FA, 05, 05]

2648; [0D 99 08, 05, 05]

2649; [0D 99 10, 05, 05]

264A; [0D 99 18, 05, 05]

264B; [0D 99 20, 05, 05]

264C; [0D 99 28, 05, 05]

264D; [0D 99 30, 05, 05]

264E; [0D 99 38, 05, 05]

264F; [0D 99 40, 05, 05]

2650; [0D 99 48, 05, 05]

2651; [0D 99 50, 05, 05]

2652; [0D 99 58, 05, 05]

2653; [0D 99 60, 05, 05]

2654; [0D 99 68, 05, 05]

2655; [0D 99 70, 05, 05]

2656; [0D 99 78, 05, 05]

2657; [0D 99 80, 05, 05]

2658; [0D 99 88, 05, 05]

2659; [0D 99 90, 05, 05]

265A; [0D 99 98, 05, 05]

265B; [0D 99 A0, 05, 05]

265C; [0D 99 A8, 05, 05]

265D; [0D 99 B0, 05, 05]

265E; [0D 99 B8, 05, 05]

265F; [0D 99 C0, 05, 05]

2660; [0D 99 C8, 05, 05]

2661; [0D 99 D0, 05, 05]

