# DerivedNormalizationProps-6.0.0.txt
# Date: 2010-05-20, 15:14:12 GMT [MD]
#
# Unicode Character Database
# Copyright (c) 1991-2010 Unicode, Inc.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see http://www.unicode.org/reports/tr44/

# ================================================

# Derived Property: FC_NFKC_Closure  (DEPRECATED as of Unicode 6.0.0)
#  Generated from computing: b = NFKC(Fold(a)); c = NFKC(Fold(b));
#  Then if (c != b) add the mapping from a to c to the set of
#  mappings that constitute the FC_NFKC_Closure list
#  Uses the full case folding from CaseFolding.txt, without the T option.

037A  ; FC_NFKC; 0020 03B9
1E9B          ; Expands_On_NFD
1EA0..1EF9    ; Expands_On_NFD
1F00..1F15    ; Expands_On_NFD
1F18..1F1D    ; Expands_On_NFD
1F20..1F45    ; Expands_On_NFD
1F48..1F4D    ; Expands_On_NFD
1F50..1F57    ; Expands_On_NFD
1F59          ; Expands_On_NFD
1F5B          ; Expands_On_NFD
1F5D          ; Expands_On_NFD
1F5F..1F7D    ; Expands_On_NFD
1F80..1FB4    ; Expands_On_NFD
1FB6..1FBC    ; Expands_On_NFD
1FC1          ; Expands_On_NFD
1FC2..1FC4    ; Expands_On_NFD
1FC6..1FCC    ; Expands_On_NFD
1FCD..1FCF    ; Expands_On_NFD
1FD0..1FD3    ; Expands_On_NFD
1FD6..1FDB    ; Expands_On_NFD
1FDD..1FDF    ; Expands_On_NFD
1FE0..1FEC    ; Expands_On_NFD
1FED..1FEE    ; Expands_On_NFD
1FF2..1FF4    ; Expands_On_NFD
1FF6..1FFC    ; Expands_On_NFD
212B          ; Expands_On_NFD
219A..219B    ; Expands_On_NFD
21AE          ; Expands_On_NFD
21CD          ; Expands_On_NFD
21CE..21CF    ; Expands_On_NFD
2204          ; Expands_On_NFD
2209          ; Expands_On_NFD
220C          ; Expands_On_NFD
2224          ; Expands_On_NFD
2226          ; Expands_On_NFD
2241          ; Expands_On_NFD
2244          ; Expands_On_NFD
2247          ; Expands_On_NFD
2249          ; Expands_On_NFD
2260          ; Expands_On_NFD
2262          ; Expands_On_NFD
226D..2271    ; Expands_On_NFD
2274..2275    ; Expands_On_NFD
2278..2279    ; Expands_On_NFD
2280..2281    ; Expands_On_NFD
2284..2285    ; Expands_On_NFD
2288..2289    ; Expands_On_NFD
22AC..22AF    ; Expands_On_NFD
22E0..22E3    ; Expands_On_NFD
22EA..22ED    ; Expands_On_NFD
2ADC          ; Expands_On_NFD
304C          ; Expands_On_NFD
304E          ; Expands_On_NFD
3050          ; Expands_On_NFD
3052          ; Expands_On_NFD
3054          ; Expands_On_NFD
3056          ; Expands_On_NFD
3058          ; Expands_On_NFD
305A          ; Expands_On_NFD
305C          ; Expands_On_NFD
305E          ; Expands_On_NFD
3060          ; Expands_On_NFD
3062          ; Expands_On_NFD
3065          ; Expands_On_NFD
3067          ; Expands_On_NFD
3069          ; Expands_On_NFD
3070..3071    ; Expands_On_NFD
3073..3074    ; Expands_On_NFD
3076..3077    ; Expands_On_NFD
3079..307A    ; Expands_On_NFD
307C..307D    ; Expands_On_NFD
3094          ; Expands_On_NFD
309E          ; Expands_On_NFD
30AC          ; Expands_On_NFD
30AE          ; Expands_On_NFD
30B0          ; Expands_On_NFD
30B2          ; Expands_On_NFD
30B4          ; Expands_On_NFD
30B6          ; Expands_On_NFD
30B8          ; Expands_On_NFD
30BA          ; Expands_On_NFD
30BC          ; Expands_On_NFD
30BE          ; Expands_On_NFD
30C0          ; Expands_On_NFD
30C2          ; Expands_On_NFD
30C5          ; Expands_On_NFD
30C7          ; Expands_On_NFD
30C9          ; Expands_On_NFD
30D0..30D1    ; Expands_On_NFD
30D3..30D4    ; Expands_On_NFD
30D6..30D7    ; Expands_On_NFD
30D9..30DA    ; Expands_On_NFD
30DC..30DD    ; Expands_On_NFD
30F4          ; Expands_On_NFD
30F7..30FA    ; Expands_On_NFD
30FE          ; Expands_On_NFD
AC00..D7A3    ; Expands_On_NFD
FB1D          ; Expands_On_NFD
FB1F          ; Expands_On_NFD
FB2A..FB36    ; Expands_On_NFD
FB38..FB3C    ; Expands_On_NFD
FB3E          ; Expands_On_NFD
FB40..FB41    ; Expands_On_NFD
FB43..FB44    ; Expands_On_NFD
FB46..FB4E    ; Expands_On_NFD
1109A         ; Expands_On_NFD
1109C         ; Expands_On_NFD
110AB         ; Expands_On_NFD
1D15E..1D164  ; Expands_On_NFD
1D1BB..1D1C0  ; Expands_On_NFD

# Total code points: 12206

# ================================================

# Derived Property: Expands_On_NFC (DEPRECATED as of Unicode 6.0.0)
#   Generated according to UAX #15.
#   Characters whose normalized length is not one.
#   WARNING: Normalization of STRINGS must use the algorithm in UAX #15 because characters may interact.
#            The length of a normalized string is not necessarily the sum of the lengths of the normalized characters!

0344          ; Expands_On_NFC
0958..095F    ; Expands_On_NFC
09DC..09DD    ; Expands_On_NFC
09DF          ; Expands_On_NFC
0A33          ; Expands_On_NFC
0A36          ; Expands_On_NFC
0A59..0A5B    ; Expands_On_NFC
0A5E          ; Expands_On_NFC
0B5C..0B5D    ; Expands_On_NFC
0F43          ; Expands_On_NFC
0F4D          ; Expands_On_NFC
0F52          ; Expands_On_NFC
0F57          ; Expands_On_NFC
0F5C          ; Expands_On_NFC
0F69          ; Expands_On_NFC
0F73          ; Expands_On_NFC
0F75..0F76    ; Expands_On_NFC
0F78          ; Expands_On_NFC
0F81          ; Expands_On_NFC
0F93          ; Expands_On_NFC
0F9D          ; Expands_On_NFC
0FA2          ; Expands_On_NFC
0FA7          ; Expands_On_NFC
0FAC          ; Expands_On_NFC
0FB9          ; Expands_On_NFC
2ADC          ; Expands_On_NFC
FB1D          ; Expands_On_NFC
FB1F          ; Expands_On_NFC
FB2A..FB36    ; Expands_On_NFC
FB38..FB3C    ; Expands_On_NFC
FB3E          ; Expands_On_NFC
FB40..FB41    ; Expands_On_NFC
FB43..FB44    ; Expands_On_NFC
FB46..FB4E    ; Expands_On_NFC
1D15E..1D164  ; Expands_On_NFC
1D1BB..1D1C0  ; Expands_On_NFC

# Total code points: 85

# ================================================

# Derived Property: Expands_On_NFKD (DEPRECATED as of Unicode 6.0.0)
#   Generated according to UAX #15.
#   Characters whose normalized length is not one.
#   WARNING: Normalization of STRINGS must use the algorithm in UAX #15 because characters may interact.
#            The length of a normalized string is not necessarily the sum of the lengths of the normalized characters!

00A8          ; Expands_On_NFKD
00AF          ; Expands_On_NFKD
00B4          ; Expands_On_NFKD
00B8          ; Expands_On_NFKD
00BC..00BE    ; Expands_On_NFKD
00C0..00C5    ; Expands_On_NFKD
00C7..00CF    ; Expands_On_NFKD
00D1..00D6    ; Expands_On_NFKD
00D9..00DD    ; Expands_On_NFKD
00E0..00E5    ; Expands_On_NFKD
00E7..00EF    ; Expands_On_NFKD
00F1..00F6    ; Expands_On_NFKD
00F9..00FD    ; Expands_On_NFKD
00FF..010F    ; Expands_On_NFKD
0112..0125    ; Expands_On_NFKD
0128..0130    ; Expands_On_NFKD
0132..0137    ; Expands_On_NFKD
0139..0140    ; Expands_On_NFKD
0143..0149    ; Expands_On_NFKD
014C..0151    ; Expands_On_NFKD
0154..0165    ; Expands_On_NFKD
0168..017E    ; Expands_On_NFKD
01A0..01A1    ; Expands_On_NFKD
01AF..01B0    ; Expands_On_NFKD
01C4..01DC    ; Expands_On_NFKD
01DE..01E3    ; Expands_On_NFKD
01E6..01F5    ; Expands_On_NFKD
01F8..021B    ; Expands_On_NFKD
021E..021F    ; Expands_On_NFKD
0226..0233    ; Expands_On_NFKD
02D8..02DD    ; Expands_On_NFKD
0344          ; Expands_On_NFKD
037A          ; Expands_On_NFKD
0384..0385    ; Expands_On_NFKD
0386          ; Expands_On_NFKD
0388..038A    ; Expands_On_NFKD
038C          ; Expands_On_NFKD
038E..0390    ; Expands_On_NFKD
03AA..03B0    ; Expands_On_NFKD
03CA..03CE    ; Expands_On_NFKD
03D3..03D4    ; Expands_On_NFKD
0400..0401    ; Expands_On_NFKD
0403          ; Expands_On_NFKD
0407          ; Expands_On_NFKD
040C..040E    ; Expands_On_NFKD
0419          ; Expands_On_NFKD
0439          ; Expands_On_NFKD
0450..0451    ; Expands_On_NFKD
0453          ; Expands_On_NFKD
0457          ; Expands_On_NFKD
045C..045E    ; Expands_On_NFKD
0476..0477    ; Expands_On_NFKD
04C1..04C2    ; Expands_On_NFKD
04D0..04D3    ; Expands_On_NFKD
04D6..04D7    ; Expands_On_NFKD
04DA..04DF    ; Expands_On_NFKD
04E2..04E7    ; Expands_On_NFKD
04EA..04F5    ; Expands_On_NFKD
04F8..04F9    ; Expands_On_NFKD
0587          ; Expands_On_NFKD
0622..0626    ; Expands_On_NFKD
0675..0678    ; Expands_On_NFKD
06C0          ; Expands_On_NFKD
06C2          ; Expands_On_NFKD
06D3          ; Expands_On_NFKD
0929          ; Expands_On_NFKD
0931          ; Expands_On_NFKD
0934          ; Expands_On_NFKD
0958..095F    ; Expands_On_NFKD
09CB..09CC    ; Expands_On_NFKD
09DC..09DD    ; Expands_On_NFKD
09DF          ; Expands_On_NFKD
0A33          ; Expands_On_NFKD
0A36          ; Expands_On_NFKD
0A59..0A5B    ; Expands_On_NFKD
0A5E          ; Expands_On_NFKD
0B48          ; Expands_On_NFKD
0B4B..0B4C    ; Expands_On_NFKD
0B5C..0B5D    ; Expands_On_NFKD
0B94          ; Expands_On_NFKD
0BCA..0BCC    ; Expands_On_NFKD
0C48          ; Expands_On_NFKD
0CC0          ; Expands_On_NFKD
0CC7..0CC8    ; Expands_On_NFKD
0CCA..0CCB    ; Expands_On_NFKD
0D4A..0D4C    ; Expands_On_NFKD
0DDA          ; Expands_On_NFKD
0DDC..0DDE    ; Expands_On_NFKD
0E33          ; Expands_On_NFKD
0EB3          ; Expands_On_NFKD
0EDC..0EDD    ; Expands_On_NFKD
0F43          ; Expands_On_NFKD
0F4D          ; Expands_On_NFKD
0F52          ; Expands_On_NFKD
0F57          ; Expands_On_NFKD
0F5C          ; Expands_On_NFKD
0F69          ; Expands_On_NFKD
0F73          ; Expands_On_NFKD
0F75..0F79    ; Expands_On_NFKD
0F81          ; Expands_On_NFKD
0F93          ; Expands_On_NFKD
0F9D          ; Expands_On_NFKD
0FA2          ; Expands_On_NFKD
0FA7          ; Expands_On_NFKD
0FAC          ; Expands_On_NFKD
0FB9          ; Expands_On_NFKD
1026          ; Expands_On_NFKD
1B06          ; Expands_On_NFKD
1B08          ; Expands_On_NFKD
1B0A          ; Expands_On_NFKD
1B0C          ; Expands_On_NFKD
1B0E          ; Expands_On_NFKD
1B12          ; Expands_On_NFKD
1B3B          ; Expands_On_NFKD
1B3D          ; Expands_On_NFKD
1B40..1B41    ; Expands_On_NFKD
1B43          ; Expands_On_NFKD
1E00..1E9B    ; Expands_On_NFKD
1EA0..1EF9    ; Expands_On_NFKD
1F00..1F15    ; Expands_On_NFKD
1F18..1F1D    ; Expands_On_NFKD
1F20..1F45    ; Expands_On_NFKD
1F48..1F4D    ; Expands_On_NFKD
1F50..1F57    ; Expands_On_NFKD
1F59          ; Expands_On_NFKD
1F5B          ; Expands_On_NFKD
1F5D          ; Expands_On_NFKD
1F5F..1F7D    ; Expands_On_NFKD
1F80..1FB4    ; Expands_On_NFKD
1FB6..1FBC    ; Expands_On_NFKD
1FBD          ; Expands_On_NFKD
1FBF..1FC1    ; Expands_On_NFKD
1FC2..1FC4    ; Expands_On_NFKD
1FC6..1FCC    ; Expands_On_NFKD
1FCD..1FCF    ; Expands_On_NFKD
1FD0..1FD3    ; Expands_On_NFKD
1FD6..1FDB    ; Expands_On_NFKD
1FDD..1FDF    ; Expands_On_NFKD
1FE0..1FEC    ; Expands_On_NFKD
1FED..1FEE    ; Expands_On_NFKD
1FF2..1FF4    ; Expands_On_NFKD
1FF6..1FFC    ; Expands_On_NFKD
1FFD..1FFE    ; Expands_On_NFKD
2017          ; Expands_On_NFKD
2025..2026    ; Expands_On_NFKD
2033..2034    ; Expands_On_NFKD
2036..2037    ; Expands_On_NFKD
203C          ; Expands_On_NFKD
203E          ; Expands_On_NFKD
2047..2049    ; Expands_On_NFKD
2057          ; Expands_On_NFKD
20A8          ; Expands_On_NFKD
2100..2101    ; Expands_On_NFKD
2103          ; Expands_On_NFKD
2105..2106    ; Expands_On_NFKD
2109          ; Expands_On_NFKD
2116          ; Expands_On_NFKD
2120..2122    ; Expands_On_NFKD
212B          ; Expands_On_NFKD
213B          ; Expands_On_NFKD
2150..215F    ; Expands_On_NFKD
2161..2163    ; Expands_On_NFKD
2165..2168    ; Expands_On_NFKD
216A..216B    ; Expands_On_NFKD
2171..2173    ; Expands_On_NFKD
2175..2178    ; Expands_On_NFKD
217A..217B    ; Expands_On_NFKD
2189          ; Expands_On_NFKD
219A..219B    ; Expands_On_NFKD
21AE          ; Expands_On_NFKD
21CD          ; Expands_On_NFKD
21CE..21CF    ; Expands_On_NFKD
2204          ; Expands_On_NFKD
2209          ; Expands_On_NFKD
220C          ; Expands_On_NFKD
2224          ; Expands_On_NFKD
2226          ; Expands_On_NFKD
222C..222D    ; Expands_On_NFKD
222F..2230    ; Expands_On_NFKD
2241          ; Expands_On_NFKD
2244          ; Expands_On_NFKD
2247          ; Expands_On_NFKD
2249          ; Expands_On_NFKD
2260          ; Expands_On_NFKD
2262          ; Expands_On_NFKD
226D..2271    ; Expands_On_NFKD
2274..2275    ; Expands_On_NFKD
2278..2279    ; Expands_On_NFKD
2280..2281    ; Expands_On_NFKD
2284..2285    ; Expands_On_NFKD
2288..2289    ; Expands_On_NFKD
22AC..22AF    ; Expands_On_NFKD
22E0..22E3    ; Expands_On_NFKD
22EA..22ED    ; Expands_On_NFKD
2469..249B    ; Expands_On_NFKD
249C..24B5    ; Expands_On_NFKD
2A0C          ; Expands_On_NFKD
2A74..2A76    ; Expands_On_NFKD
2ADC          ; Expands_On_NFKD
304C          ; Expands_On_NFKD
304E          ; Expands_On_NFKD
3050          ; Expands_On_NFKD
3052          ; Expands_On_NFKD
3054          ; Expands_On_NFKD
3056          ; Expands_On_NFKD
3058          ; Expands_On_NFKD
305A          ; Expands_On_NFKD
305C          ; Expands_On_NFKD
305E          ; Expands_On_NFKD
3060          ; Expands_On_NFKD
3062          ; Expands_On_NFKD
3065          ; Expands_On_NFKD
3067          ; Expands_On_NFKD
3069          ; Expands_On_NFKD
3070..3071    ; Expands_On_NFKD
3073..3074    ; Expands_On_NFKD
3076..3077    ; Expands_On_NFKD
3079..307A    ; Expands_On_NFKD
307C..307D    ; Expands_On_NFKD
3094          ; Expands_On_NFKD
309B..309C    ; Expands_On_NFKD
309E          ; Expands_On_NFKD
309F          ; Expands_On_NFKD
30AC          ; Expands_On_NFKD
30AE          ; Expands_On_NFKD
30B0          ; Expands_On_NFKD
30B2          ; Expands_On_NFKD
30B4          ; Expands_On_NFKD
30B6          ; Expands_On_NFKD
30B8          ; Expands_On_NFKD
30BA          ; Expands_On_NFKD
30BC          ; Expands_On_NFKD
30BE          ; Expands_On_NFKD
30C0          ; Expands_On_NFKD
30C2          ; Expands_On_NFKD
30C5          ; Expands_On_NFKD
30C7          ; Expands_On_NFKD
30C9          ; Expands_On_NFKD
30D0..30D1    ; Expands_On_NFKD
30D3..30D4    ; Expands_On_NFKD
30D6..30D7    ; Expands_On_NFKD
30D9..30DA    ; Expands_On_NFKD
30DC..30DD    ; Expands_On_NFKD
30F4          ; Expands_On_NFKD
30F7..30FA    ; Expands_On_NFKD
30FE          ; Expands_On_NFKD
30FF          ; Expands_On_NFKD
3200..321E    ; Expands_On_NFKD
3220..3229    ; Expands_On_NFKD
322A..3243    ; Expands_On_NFKD
3250          ; Expands_On_NFKD
3251..325F    ; Expands_On_NFKD
326E..327E    ; Expands_On_NFKD
32B1..32BF    ; Expands_On_NFKD
32C0..32CF    ; Expands_On_NFKD
3300..33FF    ; Expands_On_NFKD
AC00..D7A3    ; Expands_On_NFKD
FB00..FB06    ; Expands_On_NFKD
FB13..FB17    ; Expands_On_NFKD
FB1D          ; Expands_On_NFKD
FB1F          ; Expands_On_NFKD
FB2A..FB36    ; Expands_On_NFKD
FB38..FB3C    ; Expands_On_NFKD
FB3E          ; Expands_On_NFKD
FB40..FB41    ; Expands_On_NFKD
FB43..FB44    ; Expands_On_NFKD
FB46..FB4F    ; Expands_On_NFKD
FBA4..FBA5    ; Expands_On_NFKD
FBB0..FBB1    ; Expands_On_NFKD
FBDD          ; Expands_On_NFKD
FBEA..FBFB    ; Expands_On_NFKD
FC00..FD3D    ; Expands_On_NFKD
FD50..FD8F    ; Expands_On_NFKD
FD92..FDC7    ; Expands_On_NFKD
FDF0..FDFB    ; Expands_On_NFKD
FDFC          ; Expands_On_NFKD
FE19          ; Expands_On_NFKD
FE30          ; Expands_On_NFKD
FE49..FE4C    ; Expands_On_NFKD
FE70..FE72    ; Expands_On_NFKD
FE74          ; Expands_On_NFKD
FE76..FE7F    ; Expands_On_NFKD
FE81..FE8C    ; Expands_On_NFKD
FEF5..FEFC    ; Expands_On_NFKD
FFE3          ; Expands_On_NFKD
1109A         ; Expands_On_NFKD
1109C         ; Expands_On_NFKD
110AB         ; Expands_On_NFKD
1D15E..1D164  ; Expands_On_NFKD
1D1BB..1D1C0  ; Expands_On_NFKD
1F100..1F10A  ; Expands_On_NFKD
1F110..1F12A  ; Expands_On_NFKD
1F12D..1F12E  ; Expands_On_NFKD
1F14A..1F14F  ; Expands_On_NFKD
1F190         ; Expands_On_NFKD
1F200..1F201  ; Expands_On_NFKD
1F213         ; Expands_On_NFKD
1F240..1F248  ; Expands_On_NFKD

# Total code points: 13376

# ================================================

# Derived Property: Expands_On_NFKC (DEPRECATED as of Unicode 6.0.0)
#   Generated according to UAX #15.
#   Characters whose normalized length is not one.
#   WARNING: Normalization of STRINGS must use the algorithm in UAX #15 because characters may interact.
#            The length of a normalized string is not necessarily the sum of the lengths of the normalized characters!

00A8          ; Expands_On_NFKC
00AF          ; Expands_On_NFKC
00B4          ; Expands_On_NFKC
00B8          ; Expands_On_NFKC
00BC..00BE    ; Expands_On_NFKC
0132..0133    ; Expands_On_NFKC
013F..0140    ; Expands_On_NFKC
0149          ; Expands_On_NFKC
01C4..01CC    ; Expands_On_NFKC
01F1..01F3    ; Expands_On_NFKC
02D8..02DD    ; Expands_On_NFKC
0344          ; Expands_On_NFKC
037A          ; Expands_On_NFKC
0384..0385    ; Expands_On_NFKC
0587          ; Expands_On_NFKC
0675..0678    ; Expands_On_NFKC
0958..095F    ; Expands_On_NFKC
09DC..09DD    ; Expands_On_NFKC
09DF          ; Expands_On_NFKC
0A33          ; Expands_On_NFKC
0A36          ; Expands_On_NFKC
0A59..0A5B    ; Expands_On_NFKC
0A5E          ; Expands_On_NFKC
0B5C..0B5D    ; Expands_On_NFKC
0E33          ; Expands_On_NFKC
0EB3          ; Expands_On_NFKC
0EDC..0EDD    ; Expands_On_NFKC
0F43          ; Expands_On_NFKC
0F4D          ; Expands_On_NFKC
0F52          ; Expands_On_NFKC
0F57          ; Expands_On_NFKC
0F5C          ; Expands_On_NFKC
0F69          ; Expands_On_NFKC
0F73          ; Expands_On_NFKC
0F75..0F79    ; Expands_On_NFKC
0F81          ; Expands_On_NFKC
0F93          ; Expands_On_NFKC
0F9D          ; Expands_On_NFKC
0FA2          ; Expands_On_NFKC
0FA7          ; Expands_On_NFKC
0FAC          ; Expands_On_NFKC
0FB9          ; Expands_On_NFKC
1E9A          ; Expands_On_NFKC
1FBD          ; Expands_On_NFKC
1FBF..1FC1    ; Expands_On_NFKC
1FCD..1FCF    ; Expands_On_NFKC
1FDD..1FDF    ; Expands_On_NFKC
1FED..1FEE    ; Expands_On_NFKC
1FFD..1FFE    ; Expands_On_NFKC
2017          ; Expands_On_NFKC
2025..2026    ; Expands_On_NFKC
2033..2034    ; Expands_On_NFKC
2036..2037    ; Expands_On_NFKC
203C          ; Expands_On_NFKC
203E          ; Expands_On_NFKC
2047..2049    ; Expands_On_NFKC
2057          ; Expands_On_NFKC
20A8          ; Expands_On_NFKC
2100..2101    ; Expands_On_NFKC
2103          ; Expands_On_NFKC
2105..2106    ; Expands_On_NFKC
2109          ; Expands_On_NFKC
2116          ; Expands_On_NFKC
2120..2122    ; Expands_On_NFKC
213B          ; Expands_On_NFKC
2150..215F    ; Expands_On_NFKC
2161..2163    ; Expands_On_NFKC
2165..2168    ; Expands_On_NFKC
216A..216B    ; Expands_On_NFKC
2171..2173    ; Expands_On_NFKC
2175..2178    ; Expands_On_NFKC
217A..217B    ; Expands_On_NFKC
2189          ; Expands_On_NFKC
222C..222D    ; Expands_On_NFKC
222F..2230    ; Expands_On_NFKC
2469..249B    ; Expands_On_NFKC
249C..24B5    ; Expands_On_NFKC
2A0C          ; Expands_On_NFKC
2A74..2A76    ; Expands_On_NFKC
2ADC          ; Expands_On_NFKC
309B..309C    ; Expands_On_NFKC
309F          ; Expands_On_NFKC
30FF          ; Expands_On_NFKC
3200..321E    ; Expands_On_NFKC
3220..3229    ; Expands_On_NFKC
322A..3243    ; Expands_On_NFKC
3250          ; Expands_On_NFKC
3251..325F    ; Expands_On_NFKC
327C..327D    ; Expands_On_NFKC
32B1..32BF    ; Expands_On_NFKC
32C0..32CF    ; Expands_On_NFKC
3300..33FF    ; Expands_On_NFKC
FB00..FB06    ; Expands_On_NFKC
FB13..FB17    ; Expands_On_NFKC
FB1D          ; Expands_On_NFKC
FB1F          ; Expands_On_NFKC
FB2A..FB36    ; Expands_On_NFKC
FB38..FB3C    ; Expands_On_NFKC
FB3E          ; Expands_On_NFKC
FB40..FB41    ; Expands_On_NFKC
FB43..FB44    ; Expands_On_NFKC
FB46..FB4F    ; Expands_On_NFKC
FBDD          ; Expands_On_NFKC
FBEA..FBFB    ; Expands_On_NFKC
FC00..FD3D    ; Expands_On_NFKC
FD50..FD8F    ; Expands_On_NFKC
FD92..FDC7    ; Expands_On_NFKC
FDF0..FDFB    ; Expands_On_NFKC
FDFC          ; Expands_On_NFKC
FE19          ; Expands_On_NFKC
FE30          ; Expands_On_NFKC
FE49..FE4C    ; Expands_On_NFKC
FE70..FE72    ; Expands_On_NFKC
FE74          ; Expands_On_NFKC
FE76..FE7F    ; Expands_On_NFKC
FEF5..FEFC    ; Expands_On_NFKC
FFE3          ; Expands_On_NFKC
1D15E..1D164  ; Expands_On_NFKC
1D1BB..1D1C0  ; Expands_On_NFKC
1F100..1F10A  ; Expands_On_NFKC
1F110..1F12A  ; Expands_On_NFKC
1F12D..1F12E  ; Expands_On_NFKC
1F14A..1F14F  ; Expands_On_NFKC
1F190         ; Expands_On_NFKC
1F200..1F201  ; Expands_On_NFKC
1F240..1F248  ; Expands_On_NFKC

# Total code points: 1233

# ================================================

# Derived Property:   NFKC_Casefold (NFKC_CF)
#   This property removes certain variations from characters: case, compatibility, and default-ignorables.
#   It is used for loose matching and certain types of identifiers.
#   It is constructed by applying NFKC, CaseFolding, and removal of Default_Ignorable_Code_Points.
#   The process of applying these transformations is repeated until a stable result is produced.
#   WARNING: Application to STRINGS must apply NFC after mapping each character, because characters may interact.
#            For more information, see [http://www.unicode.org/reports/tr44/]
# Omitted code points are unchanged by this mapping.
# @missing: 0000..10FFFF; NFKC_CF; <code point>

#  All code points not explicitly listed for NFKC_Casefold
#  have the value <codepoint>.

0041          ; NFKC_CF; 0061
0042          ; NFKC_CF; 0062
0043          ; NFKC_CF; 0063
0044          ; NFKC_CF; 0064
0045          ; NFKC_CF; 0065
0046          ; NFKC_CF; 0066
0047          ; NFKC_CF; 0067
0048          ; NFKC_CF; 0068
0049          ; NFKC_CF; 0069
004A          ; NFKC_CF; 006A
004B          ; NFKC_CF; 006B
004C          ; NFKC_CF; 006C
004D          ; NFKC_CF; 006D
004E          ; NFKC_CF; 006E
004F          ; NFKC_CF; 006F
0050          ; NFKC_CF; 0070
0051          ; NFKC_CF; 0071
0052          ; NFKC_CF; 0072
0053          ; NFKC_CF; 0073
0054          ; NFKC_CF; 0074
0055          ; NFKC_CF; 0075
0056          ; NFKC_CF; 0076
0057          ; NFKC_CF; 0077
0058          ; NFKC_CF; 0078
0059          ; NFKC_CF; 0079
005A          ; NFKC_CF; 007A
00A0          ; NFKC_CF; 0020
00A8          ; NFKC_CF; 0020 0308
00AA          ; NFKC_CF; 0061
00AD          ; NFKC_CF;
00AF          ; NFKC_CF; 0020 0304
00B2          ; NFKC_CF; 0032
00B3          ; NFKC_CF; 0033
00B4          ; NFKC_CF; 0020 0301
00B5          ; NFKC_CF; 03BC
00B8          ; NFKC_CF; 0020 0327
00B9          ; NFKC_CF; 0031
00BA          ; NFKC_CF; 006F
00BC          ; NFKC_CF; 0031 2044 0034
00BD          ; NFKC_CF; 0031 2044 0032
00BE          ; NFKC_CF; 0033 2044 0034
00C0          ; NFKC_CF; 00E0
00C1          ; NFKC_CF; 00E1
00C2          ; NFKC_CF; 00E2
00C3          ; NFKC_CF; 00E3
00C4          ; NFKC_CF; 00E4
00C5          ; NFKC_CF; 00E5
00C6          ; NFKC_CF; 00E6
00C7          ; NFKC_CF; 00E7
00C8          ; NFKC_CF; 00E8
00C9          ; NFKC_CF; 00E9
00CA          ; NFKC_CF; 00EA
00CB          ; NFKC_CF; 00EB
00CC          ; NFKC_CF; 00EC
00CD          ; NFKC_CF; 00ED
00CE          ; NFKC_CF; 00EE
00CF          ; NFKC_CF; 00EF
00D0          ; NFKC_CF; 00F0
00D1          ; NFKC_CF; 00F1
00D2          ; NFKC_CF; 00F2
00D3          ; NFKC_CF; 00F3
00D4          ; NFKC_CF; 00F4
00D5          ; NFKC_CF; 00F5
00D6          ; NFKC_CF; 00F6
00D8          ; NFKC_CF; 00F8
00D9          ; NFKC_CF; 00F9
00DA          ; NFKC_CF; 00FA
00DB          ; NFKC_CF; 00FB
00DC          ; NFKC_CF; 00FC
00DD          ; NFKC_CF; 00FD
00DE          ; NFKC_CF; 00FE
00DF          ; NFKC_CF; 0073 0073
0100          ; NFKC_CF; 0101
0102          ; NFKC_CF; 0103
0104          ; NFKC_CF; 0105
0106          ; NFKC_CF; 0107
0108          ; NFKC_CF; 0109
010A          ; NFKC_CF; 010B
010C          ; NFKC_CF; 010D
010E          ; NFKC_CF; 010F
0110          ; NFKC_CF; 0111
0112          ; NFKC_CF; 0113
0114          ; NFKC_CF; 0115
0116          ; NFKC_CF; 0117
0118          ; NFKC_CF; 0119
011A          ; NFKC_CF; 011B
011C          ; NFKC_CF; 011D
011E          ; NFKC_CF; 011F
0120          ; NFKC_CF; 0121
0122          ; NFKC_CF; 0123
0124          ; NFKC_CF; 0125
0126          ; NFKC_CF; 0127
0128          ; NFKC_CF; 0129
012A          ; NFKC_CF; 012B
012C          ; NFKC_CF; 012D
012E          ; NFKC_CF; 012F
0130          ; NFKC_CF; 0069 0307
0132..0133    ; NFKC_CF; 0069 006A
0134          ; NFKC_CF; 0135
0136          ; NFKC_CF; 0137
0139          ; NFKC_CF; 013A
013B          ; NFKC_CF; 013C
013D          ; NFKC_CF; 013E
013F..0140    ; NFKC_CF; 006C 00B7
0141          ; NFKC_CF; 0142
0143          ; NFKC_CF; 0144
0145          ; NFKC_CF; 0146
0147          ; NFKC_CF; 0148
0149          ; NFKC_CF; 02BC 006E
014A          ; NFKC_CF; 014B
014C          ; NFKC_CF; 014D
014E          ; NFKC_CF; 014F
0150          ; NFKC_CF; 0151
0152          ; NFKC_CF; 0153
0154          ; NFKC_CF; 0155
0156          ; NFKC_CF; 0157
0158          ; NFKC_CF; 0159
015A          ; NFKC_CF; 015B
015C          ; NFKC_CF; 015D
015E          ; NFKC_CF; 015F
0160          ; NFKC_CF; 0161
0162          ; NFKC_CF; 0163
0164          ; NFKC_CF; 0165
0166          ; NFKC_CF; 0167
0168          ; NFKC_CF; 0169
