# PropList-6.0.0.txt
# Date: 2010-08-19, 00:48:28 GMT [MD]
#
# Unicode Character Database
# Copyright (c) 1991-2010 Unicode, Inc.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see http://www.unicode.org/reports/tr44/

# ================================================

0009..000D    ; White_Space
1D4BE..1D4BF  ; Soft_Dotted
1D4F2..1D4F3  ; Soft_Dotted
1D526..1D527  ; Soft_Dotted
1D55A..1D55B  ; Soft_Dotted
1D58E..1D58F  ; Soft_Dotted
1D5C2..1D5C3  ; Soft_Dotted
1D5F6..1D5F7  ; Soft_Dotted
1D62A..1D62B  ; Soft_Dotted
1D65E..1D65F  ; Soft_Dotted
1D692..1D693  ; Soft_Dotted

# Total code points: 46

# ================================================

0E40..0E44    ; Logical_Order_Exception
0EC0..0EC4    ; Logical_Order_Exception
AAB5..AAB6    ; Logical_Order_Exception
AAB9          ; Logical_Order_Exception
AABB..AABC    ; Logical_Order_Exception

# Total code points: 15

# ================================================

2118          ; Other_ID_Start
212E          ; Other_ID_Start
309B..309C    ; Other_ID_Start

# Total code points: 4

# ================================================

00B7          ; Other_ID_Continue
0387          ; Other_ID_Continue
1369..1371    ; Other_ID_Continue
19DA          ; Other_ID_Continue

# Total code points: 12

# ================================================

0021          ; STerm
002E          ; STerm
003F          ; STerm
055C          ; STerm
055E          ; STerm
0589          ; STerm
061F          ; STerm
06D4          ; STerm
0700..0702    ; STerm
07F9          ; STerm
0964..0965    ; STerm
104A..104B    ; STerm
1362          ; STerm
1367..1368    ; STerm
166E          ; STerm
1735..1736    ; STerm
1803          ; STerm
1809          ; STerm
1944..1945    ; STerm
1AA8..1AAB    ; STerm
1B5A..1B5B    ; STerm
1B5E..1B5F    ; STerm
1C3B..1C3C    ; STerm
1C7E..1C7F    ; STerm
203C..203D    ; STerm
2047..2049    ; STerm
2E2E          ; STerm
3002          ; STerm
A4FF          ; STerm
A60E..A60F    ; STerm
A6F3          ; STerm
A6F7          ; STerm
A876..A877    ; STerm
A8CE..A8CF    ; STerm
A92F          ; STerm
A9C8..A9C9    ; STerm
AA5D..AA5F    ; STerm
ABEB          ; STerm
FE52          ; STerm
FE56..FE57    ; STerm
FF01          ; STerm
FF0E          ; STerm
FF1F          ; STerm
FF61          ; STerm
10A56..10A57  ; STerm
11047..11048  ; STerm
110BE..110C1  ; STerm

# Total code points: 76

# ================================================

180B..180D    ; Variation_Selector
FE00..FE0F    ; Variation_Selector
E0100..E01EF  ; Variation_Selector

# Total code points: 259

# ================================================

0009..000D    ; Pattern_White_Space
0020          ; Pattern_White_Space
0085          ; Pattern_White_Space
200E..200F    ; Pattern_White_Space
2028          ; Pattern_White_Space
2029          ; Pattern_White_Space

# Total code points: 11

# ================================================

0021..0023    ; Pattern_Syntax
0024          ; Pattern_Syntax
0025..0027    ; Pattern_Syntax
0028          ; Pattern_Syntax
0029          ; Pattern_Syntax
002A          ; Pattern_Syntax
002B          ; Pattern_Syntax
002C          ; Pattern_Syntax
002D          ; Pattern_Syntax
002E..002F    ; Pattern_Syntax
003A..003B    ; Pattern_Syntax
003C..003E    ; Pattern_Syntax
003F..0040    ; Pattern_Syntax
005B          ; Pattern_Syntax
005C          ; Pattern_Syntax
005D          ; Pattern_Syntax
005E          ; Pattern_Syntax
0060          ; Pattern_Syntax
007B          ; Pattern_Syntax
007C          ; Pattern_Syntax
007D          ; Pattern_Syntax
007E          ; Pattern_Syntax
00A1          ; Pattern_Syntax
00A2..00A5    ; Pattern_Syntax
00A6..00A7    ; Pattern_Syntax
00A9          ; Pattern_Syntax
00AB          ; Pattern_Syntax
00AC          ; Pattern_Syntax
00AE          ; Pattern_Syntax
00B0          ; Pattern_Syntax
00B1          ; Pattern_Syntax
00B6          ; Pattern_Syntax
00BB          ; Pattern_Syntax
00BF          ; Pattern_Syntax
00D7          ; Pattern_Syntax
00F7          ; Pattern_Syntax
2010..2015    ; Pattern_Syntax
2016..2017    ; Pattern_Syntax
2018          ; Pattern_Syntax
2019          ; Pattern_Syntax
201A          ; Pattern_Syntax
201B..201C    ; Pattern_Syntax
201D          ; Pattern_Syntax
201E          ; Pattern_Syntax
201F          ; Pattern_Syntax
2020..2027    ; Pattern_Syntax
2030..2038    ; Pattern_Syntax
2039          ; Pattern_Syntax
203A          ; Pattern_Syntax
203B..203E    ; Pattern_Syntax
2041..2043    ; Pattern_Syntax
2044          ; Pattern_Syntax
2045          ; Pattern_Syntax
2046          ; Pattern_Syntax
2047..2051    ; Pattern_Syntax
2052          ; Pattern_Syntax
2053          ; Pattern_Syntax
2055..205E    ; Pattern_Syntax
2190..2194    ; Pattern_Syntax
2195..2199    ; Pattern_Syntax
219A..219B    ; Pattern_Syntax
219C..219F    ; Pattern_Syntax
21A0          ; Pattern_Syntax
21A1..21A2    ; Pattern_Syntax
21A3          ; Pattern_Syntax
21A4..21A5    ; Pattern_Syntax
21A6          ; Pattern_Syntax
21A7..21AD    ; Pattern_Syntax
21AE          ; Pattern_Syntax
21AF..21CD    ; Pattern_Syntax
21CE..21CF    ; Pattern_Syntax
21D0..21D1    ; Pattern_Syntax
21D2          ; Pattern_Syntax
21D3          ; Pattern_Syntax
21D4          ; Pattern_Syntax
21D5..21F3    ; Pattern_Syntax
21F4..22FF    ; Pattern_Syntax
2300..2307    ; Pattern_Syntax
2308..230B    ; Pattern_Syntax
230C..231F    ; Pattern_Syntax
2320..2321    ; Pattern_Syntax
2322..2328    ; Pattern_Syntax
2329          ; Pattern_Syntax
232A          ; Pattern_Syntax
232B..237B    ; Pattern_Syntax
237C          ; Pattern_Syntax
237D..239A    ; Pattern_Syntax
239B..23B3    ; Pattern_Syntax
23B4..23DB    ; Pattern_Syntax
23DC..23E1    ; Pattern_Syntax
23E2..23F3    ; Pattern_Syntax
23F4..23FF    ; Pattern_Syntax
2400..2426    ; Pattern_Syntax
2427..243F    ; Pattern_Syntax
2440..244A    ; Pattern_Syntax
244B..245F    ; Pattern_Syntax
2500..25B6    ; Pattern_Syntax
25B7          ; Pattern_Syntax
25B8..25C0    ; Pattern_Syntax
25C1          ; Pattern_Syntax
25C2..25F7    ; Pattern_Syntax
25F8..25FF    ; Pattern_Syntax
2600..266E    ; Pattern_Syntax
266F          ; Pattern_Syntax
2670..26FF    ; Pattern_Syntax
2700          ; Pattern_Syntax
2701..2767    ; Pattern_Syntax
2768          ; Pattern_Syntax
2769          ; Pattern_Syntax
276A          ; Pattern_Syntax
276B          ; Pattern_Syntax
276C          ; Pattern_Syntax
276D          ; Pattern_Syntax
276E          ; Pattern_Syntax
276F          ; Pattern_Syntax
2770          ; Pattern_Syntax
2771          ; Pattern_Syntax
2772          ; Pattern_Syntax
2773          ; Pattern_Syntax
2774          ; Pattern_Syntax
2775          ; Pattern_Syntax
2794..27BF    ; Pattern_Syntax
27C0..27C4    ; Pattern_Syntax
27C5          ; Pattern_Syntax
27C6          ; Pattern_Syntax
27C7..27CA    ; Pattern_Syntax
27CB          ; Pattern_Syntax
27CC          ; Pattern_Syntax
27CD          ; Pattern_Syntax
27CE..27E5    ; Pattern_Syntax
27E6          ; Pattern_Syntax
27E7          ; Pattern_Syntax
27E8          ; Pattern_Syntax
27E9          ; Pattern_Syntax
27EA          ; Pattern_Syntax
27EB          ; Pattern_Syntax
27EC          ; Pattern_Syntax
27ED          ; Pattern_Syntax
27EE          ; Pattern_Syntax
27EF          ; Pattern_Syntax
27F0..27FF    ; Pattern_Syntax
2800..28FF    ; Pattern_Syntax
2900..2982    ; Pattern_Syntax
2983          ; Pattern_Syntax
2984          ; Pattern_Syntax
2985          ; Pattern_Syntax
2986          ; Pattern_Syntax
2987          ; Pattern_Syntax
2988          ; Pattern_Syntax
2989          ; Pattern_Syntax
298A          ; Pattern_Syntax
298B          ; Pattern_Syntax
298C          ; Pattern_Syntax
298D          ; Pattern_Syntax
298E          ; Pattern_Syntax
298F          ; Pattern_Syntax
2990          ; Pattern_Syntax
2991          ; Pattern_Syntax
2992          ; Pattern_Syntax
2993          ; Pattern_Syntax
2994          ; Pattern_Syntax
2995          ; Pattern_Syntax
2996          ; Pattern_Syntax
2997          ; Pattern_Syntax
2998          ; Pattern_Syntax
2999..29D7    ; Pattern_Syntax
29D8          ; Pattern_Syntax
29D9          ; Pattern_Syntax
29DA          ; Pattern_Syntax
29DB          ; Pattern_Syntax
29DC..29FB    ; Pattern_Syntax
29FC          ; Pattern_Syntax
29FD          ; Pattern_Syntax
29FE..2AFF    ; Pattern_Syntax
2B00..2B2F    ; Pattern_Syntax
2B30..2B44    ; Pattern_Syntax
2B45..2B46    ; Pattern_Syntax
2B47..2B4C    ; Pattern_Syntax
2B4D..2B4F    ; Pattern_Syntax
2B50..2B59    ; Pattern_Syntax
2B5A..2BFF    ; Pattern_Syntax
2E00..2E01    ; Pattern_Syntax
2E02          ; Pattern_Syntax
2E03          ; Pattern_Syntax
2E04          ; Pattern_Syntax
2E05          ; Pattern_Syntax
2E06..2E08    ; Pattern_Syntax
2E09          ; Pattern_Syntax
2E0A          ; Pattern_Syntax
2E0B          ; Pattern_Syntax
2E0C          ; Pattern_Syntax
2E0D          ; Pattern_Syntax
2E0E..2E16    ; Pattern_Syntax
2E17          ; Pattern_Syntax
2E18..2E19    ; Pattern_Syntax
2E1A          ; Pattern_Syntax
2E1B          ; Pattern_Syntax
2E1C          ; Pattern_Syntax
2E1D          ; Pattern_Syntax
2E1E..2E1F    ; Pattern_Syntax
2E20          ; Pattern_Syntax
2E21          ; Pattern_Syntax
2E22          ; Pattern_Syntax
2E23          ; Pattern_Syntax
2E24          ; Pattern_Syntax
2E25          ; Pattern_Syntax
2E26          ; Pattern_Syntax
2E27          ; Pattern_Syntax
2E28          ; Pattern_Syntax
2E29          ; Pattern_Syntax
2E2A..2E2E    ; Pattern_Syntax
2E2F          ; Pattern_Syntax
2E30..2E31    ; Pattern_Syntax
2E32..2E7F    ; Pattern_Syntax
3001..3003    ; Pattern_Syntax
3008          ; Pattern_Syntax
3009          ; Pattern_Syntax
300A          ; Pattern_Syntax
300B          ; Pattern_Syntax
300C          ; Pattern_Syntax
300D          ; Pattern_Syntax
300E          ; Pattern_Syntax
300F          ; Pattern_Syntax
3010          ; Pattern_Syntax
3011          ; Pattern_Syntax
3012..3013    ; Pattern_Syntax
3014          ; Pattern_Syntax
3015          ; Pattern_Syntax
3016          ; Pattern_Syntax
3017          ; Pattern_Syntax
3018          ; Pattern_Syntax
3019          ; Pattern_Syntax
301A          ; Pattern_Syntax
301B          ; Pattern_Syntax
301C          ; Pattern_Syntax
301D          ; Pattern_Syntax
301E..301F    ; Pattern_Syntax
3020          ; Pattern_Syntax
3030          ; Pattern_Syntax
FD3E          ; Pattern_Syntax
FD3F          ; Pattern_Syntax
FE45..FE46    ; Pattern_Syntax

# Total code points: 2760

# EOF
