# SentenceBreakProperty-6.0.0.txt
# Date: 2010-08-19, 00:48:47 GMT [MD]
#
# Unicode Character Database
# Copyright (c) 1991-2010 Unicode, Inc.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see http://www.unicode.org/reports/tr44/

# ================================================

# Property:	Sentence_Break

#  All code points not explicitly listed for Sentence_Break
#  have the value Other (XX).

# @missing: 0000..10FFFF; Other

# ================================================

000D          ; CR
0502          ; Upper
0504          ; Upper
0506          ; Upper
0508          ; Upper
050A          ; Upper
050C          ; Upper
050E          ; Upper
0510          ; Upper
0512          ; Upper
0514          ; Upper
0516          ; Upper
0518          ; Upper
051A          ; Upper
051C          ; Upper
051E          ; Upper
0520          ; Upper
0522          ; Upper
0524          ; Upper
0526          ; Upper
0531..0556    ; Upper
10A0..10C5    ; Upper
1E00          ; Upper
1E02          ; Upper
1E04          ; Upper
1E06          ; Upper
1E08          ; Upper
1E0A          ; Upper
1E0C          ; Upper
1E0E          ; Upper
1E10          ; Upper
1E12          ; Upper
1E14          ; Upper
1E16          ; Upper
1E18          ; Upper
1E1A          ; Upper
1E1C          ; Upper
1E1E          ; Upper
1E20          ; Upper
1E22          ; Upper
1E24          ; Upper
1E26          ; Upper
1E28          ; Upper
1E2A          ; Upper
1E2C          ; Upper
1E2E          ; Upper
1E30          ; Upper
1E32          ; Upper
1E34          ; Upper
1E36          ; Upper
1E38          ; Upper
1E3A          ; Upper
1E3C          ; Upper
1E3E          ; Upper
1E40          ; Upper
1E42          ; Upper
1E44          ; Upper
1E46          ; Upper
1E48          ; Upper
1E4A          ; Upper
1E4C          ; Upper
1E4E          ; Upper
1E50          ; Upper
1E52          ; Upper
1E54          ; Upper
1E56          ; Upper
1E58          ; Upper
1E5A          ; Upper
1E5C          ; Upper
1E5E          ; Upper
1E60          ; Upper
1E62          ; Upper
1E64          ; Upper
1E66          ; Upper
1E68          ; Upper
1E6A          ; Upper
1E6C          ; Upper
1E6E          ; Upper
1E70          ; Upper
1E72          ; Upper
1E74          ; Upper
1E76          ; Upper
1E78          ; Upper
1E7A          ; Upper
1E7C          ; Upper
1E7E          ; Upper
1E80          ; Upper
1E82          ; Upper
1E84          ; Upper
1E86          ; Upper
1E88          ; Upper
1E8A          ; Upper
1E8C          ; Upper
1E8E          ; Upper
1E90          ; Upper
1E92          ; Upper
1E94          ; Upper
1E9E          ; Upper
1EA0          ; Upper
1EA2          ; Upper
1EA4          ; Upper
1EA6          ; Upper
1EA8          ; Upper
1EAA          ; Upper
1EAC          ; Upper
1EAE          ; Upper
1EB0          ; Upper
1EB2          ; Upper
1EB4          ; Upper
1EB6          ; Upper
1EB8          ; Upper
1EBA          ; Upper
1EBC          ; Upper
1EBE          ; Upper
1EC0          ; Upper
1EC2          ; Upper
1EC4          ; Upper
1EC6          ; Upper
1EC8          ; Upper
1ECA          ; Upper
1ECC          ; Upper
1ECE          ; Upper
1ED0          ; Upper
1ED2          ; Upper
1ED4          ; Upper
1ED6          ; Upper
1ED8          ; Upper
1EDA          ; Upper
1EDC          ; Upper
1EDE          ; Upper
1EE0          ; Upper
1EE2          ; Upper
1EE4          ; Upper
1EE6          ; Upper
1EE8          ; Upper
1EEA          ; Upper
1EEC          ; Upper
1EEE          ; Upper
1EF0          ; Upper
1EF2          ; Upper
1EF4          ; Upper
1EF6          ; Upper
1EF8          ; Upper
1EFA          ; Upper
1EFC          ; Upper
1EFE          ; Upper
1F08..1F0F    ; Upper
1F18..1F1D    ; Upper
1F28..1F2F    ; Upper
1F38..1F3F    ; Upper
1F48..1F4D    ; Upper
1F59          ; Upper
1F5B          ; Upper
1F5D          ; Upper
1F5F          ; Upper
1F68..1F6F    ; Upper
1F88..1F8F    ; Upper
1F98..1F9F    ; Upper
1FA8..1FAF    ; Upper
1FB8..1FBC    ; Upper
1FC8..1FCC    ; Upper
1FD8..1FDB    ; Upper
1FE8..1FEC    ; Upper
1FF8..1FFC    ; Upper
2102          ; Upper
2107          ; Upper
210B..210D    ; Upper
2110..2112    ; Upper
2115          ; Upper
2119..211D    ; Upper
2124          ; Upper
2126          ; Upper
2128          ; Upper
212A..212D    ; Upper
2130..2133    ; Upper
213E..213F    ; Upper
2145          ; Upper
2160..216F    ; Upper
2183          ; Upper
24B6..24CF    ; Upper
2C00..2C2E    ; Upper
2C60          ; Upper
2C62..2C64    ; Upper
2C67          ; Upper
2C69          ; Upper
2C6B          ; Upper
2C6D..2C70    ; Upper
2C72          ; Upper
2C75          ; Upper
2C7E..2C80    ; Upper
2C82          ; Upper
2C84          ; Upper
2C86          ; Upper
2C88          ; Upper
2C8A          ; Upper
2C8C          ; Upper
2C8E          ; Upper
2C90          ; Upper
2C92          ; Upper
2C94          ; Upper
2C96          ; Upper
2C98          ; Upper
2C9A          ; Upper
2C9C          ; Upper
2C9E          ; Upper
2CA0          ; Upper
2CA2          ; Upper
2CA4          ; Upper
2CA6          ; Upper
2CA8          ; Upper
2CAA          ; Upper
2CAC          ; Upper
2CAE          ; Upper
2CB0          ; Upper
2CB2          ; Upper
2CB4          ; Upper
2CB6          ; Upper
2CB8          ; Upper
2CBA          ; Upper
2CBC          ; Upper
2CBE          ; Upper
2CC0          ; Upper
2CC2          ; Upper
2CC4          ; Upper
2CC6          ; Upper
2CC8          ; Upper
2CCA          ; Upper
2CCC          ; Upper
2CCE          ; Upper
2CD0          ; Upper
2CD2          ; Upper
2CD4          ; Upper
2CD6          ; Upper
2CD8          ; Upper
2CDA          ; Upper
2CDC          ; Upper
2CDE          ; Upper
2CE0          ; Upper
2CE2          ; Upper
2CEB          ; Upper
2CED          ; Upper
A640          ; Upper
A642          ; Upper
A644          ; Upper
A646          ; Upper
A648          ; Upper
A64A          ; Upper
A64C          ; Upper
A64E          ; Upper
A650          ; Upper
A652          ; Upper
A654          ; Upper
A656          ; Upper
A658          ; Upper
A65A          ; Upper
A65C          ; Upper
A65E          ; Upper
A660          ; Upper
A662          ; Upper
A664          ; Upper
A666          ; Upper
A668          ; Upper
A66A          ; Upper
A66C          ; Upper
A680          ; Upper
A682          ; Upper
A684          ; Upper
A686          ; Upper
A688          ; Upper
A68A          ; Upper
A68C          ; Upper
A68E          ; Upper
A690          ; Upper
A692          ; Upper
A694          ; Upper
A696          ; Upper
A722          ; Upper
A724          ; Upper
A726          ; Upper
A728          ; Upper
A72A          ; Upper
A72C          ; Upper
A72E          ; Upper
A732          ; Upper
A734          ; Upper
A736          ; Upper
A738          ; Upper
A73A          ; Upper
A73C          ; Upper
A73E          ; Upper
A740          ; Upper
A742          ; Upper
A744          ; Upper
A746          ; Upper
A748          ; Upper
A74A          ; Upper
A74C          ; Upper
A74E          ; Upper
A750          ; Upper
A752          ; Upper
A754          ; Upper
A756          ; Upper
A758          ; Upper
A75A          ; Upper
A75C          ; Upper
A75E          ; Upper
A760          ; Upper
A762          ; Upper
A764          ; Upper
A766          ; Upper
A768          ; Upper
A76A          ; Upper
A76C          ; Upper
A76E          ; Upper
A779          ; Upper
A77B          ; Upper
A77D..A77E    ; Upper
A780          ; Upper
A782          ; Upper
A784          ; Upper
A786          ; Upper
A78B          ; Upper
A78D          ; Upper
A790          ; Upper
A7A0          ; Upper
A7A2          ; Upper
A7A4          ; Upper
A7A6          ; Upper
A7A8          ; Upper
FF21..FF3A    ; Upper
10400..10427  ; Upper
1D400..1D419  ; Upper
1D434..1D44D  ; Upper
1D468..1D481  ; Upper
1D49C         ; Upper
1D49E..1D49F  ; Upper
1D4A2         ; Upper
1D4A5..1D4A6  ; Upper
1D4A9..1D4AC  ; Upper
1D4AE..1D4B5  ; Upper
1D4D0..1D4E9  ; Upper
1D504..1D505  ; Upper
1D507..1D50A  ; Upper
1D50D..1D514  ; Upper
1D516..1D51C  ; Upper
1D538..1D539  ; Upper
1D53B..1D53E  ; Upper
1D540..1D544  ; Upper
1D546         ; Upper
1D54A..1D550  ; Upper
1D56C..1D585  ; Upper
1D5A0..1D5B9  ; Upper
1D5D4..1D5ED  ; Upper
1D608..1D621  ; Upper
1D63C..1D655  ; Upper
1D670..1D689  ; Upper
1D6A8..1D6C0  ; Upper
1D6E2..1D6FA  ; Upper
1D71C..1D734  ; Upper
1D756..1D76E  ; Upper
1D790..1D7A8  ; Upper
1D7CA         ; Upper

# Total code points: 1509

# ================================================

01BB          ; OLetter
01C0..01C3    ; OLetter
0294          ; OLetter
02B9..02BF    ; OLetter
02C6..02D1    ; OLetter
02EC          ; OLetter
02EE          ; OLetter
0374          ; OLetter
0559          ; OLetter
05D0..05EA    ; OLetter
05F0..05F2    ; OLetter
05F3          ; OLetter
0620..063F    ; OLetter
0640          ; OLetter
0641..064A    ; OLetter
066E..066F    ; OLetter
0671..06D3    ; OLetter
06D5          ; OLetter
06E5..06E6    ; OLetter
06EE..06EF    ; OLetter
06FA..06FC    ; OLetter
06FF          ; OLetter
0710          ; OLetter
0712..072F    ; OLetter
074D..07A5    ; OLetter
07B1          ; OLetter
07CA..07EA    ; OLetter
07F4..07F5    ; OLetter
07FA          ; OLetter
0800..0815    ; OLetter
081A          ; OLetter
0824          ; OLetter
0828          ; OLetter
0840..0858    ; OLetter
0904..0939    ; OLetter
093D          ; OLetter
0950          ; OLetter
0958..0961    ; OLetter
0971          ; OLetter
0972..0977    ; OLetter
0979..097F    ; OLetter
0985..098C    ; OLetter
098F..0990    ; OLetter
0993..09A8    ; OLetter
09AA..09B0    ; OLetter
09B2          ; OLetter
09B6..09B9    ; OLetter
09BD          ; OLetter
09CE          ; OLetter
09DC..09DD    ; OLetter
09DF..09E1    ; OLetter
09F0..09F1    ; OLetter
0A05..0A0A    ; OLetter
0A0F..0A10    ; OLetter
0A13..0A28    ; OLetter
0A2A..0A30    ; OLetter
0A32..0A33    ; OLetter
0A35..0A36    ; OLetter
0A38..0A39    ; OLetter
0A59..0A5C    ; OLetter
0A5E          ; OLetter
0A72..0A74    ; OLetter
0A85..0A8D    ; OLetter
0A8F..0A91    ; OLetter
0A93..0AA8    ; OLetter
0AAA..0AB0    ; OLetter
0AB2..0AB3    ; OLetter
0AB5..0AB9    ; OLetter
0ABD          ; OLetter
0AD0          ; OLetter
0AE0..0AE1    ; OLetter
0B05..0B0C    ; OLetter
0B0F..0B10    ; OLetter
0B13..0B28    ; OLetter
0B2A..0B30    ; OLetter
0B32..0B33    ; OLetter
0B35..0B39    ; OLetter
0B3D          ; OLetter
0B5C..0B5D    ; OLetter
0B5F..0B61    ; OLetter
0B71          ; OLetter
0B83          ; OLetter
0B85..0B8A    ; OLetter
0B8E..0B90    ; OLetter
0B92..0B95    ; OLetter
0B99..0B9A    ; OLetter
0B9C          ; OLetter
0B9E..0B9F    ; OLetter
0BA3..0BA4    ; OLetter
0BA8..0BAA    ; OLetter
0BAE..0BB9    ; OLetter
0BD0          ; OLetter
0C05..0C0C    ; OLetter
0C0E..0C10    ; OLetter
0C12..0C28    ; OLetter
0C2A..0C33    ; OLetter
0C35..0C39    ; OLetter
0C3D          ; OLetter
0C58..0C59    ; OLetter
0C60..0C61    ; OLetter
0C85..0C8C    ; OLetter
0C8E..0C90    ; OLetter
0C92..0CA8    ; OLetter
0CAA..0CB3    ; OLetter
0CB5..0CB9    ; OLetter
0CBD          ; OLetter
0CDE          ; OLetter
0CE0..0CE1    ; OLetter
0CF1..0CF2    ; OLetter
0D05..0D0C    ; OLetter
0D0E..0D10    ; OLetter
0D12..0D3A    ; OLetter
0D3D          ; OLetter
0D4E          ; OLetter
0D60..0D61    ; OLetter
0D7A..0D7F    ; OLetter
0D85..0D96    ; OLetter
0D9A..0DB1    ; OLetter
0DB3..0DBB    ; OLetter
0DBD          ; OLetter
0DC0..0DC6    ; OLetter
0E01..0E30    ; OLetter
0E32..0E33    ; OLetter
0E40..0E45    ; OLetter
0E46          ; OLetter
0E81..0E82    ; OLetter
0E84          ; OLetter
0E87..0E88    ; OLetter
0E8A          ; OLetter
0E8D          ; OLetter
0E94..0E97    ; OLetter
0E99..0E9F    ; OLetter
0EA1..0EA3    ; OLetter
0EA5          ; OLetter
0EA7          ; OLetter
0EAA..0EAB    ; OLetter
0EAD..0EB0    ; OLetter
0EB2..0EB3    ; OLetter
0EBD          ; OLetter
0EC0..0EC4    ; OLetter
0EC6          ; OLetter
0EDC..0EDD    ; OLetter
0F00          ; OLetter
0F40..0F47    ; OLetter
0F49..0F6C    ; OLetter
0F88..0F8C    ; OLetter
1000..102A    ; OLetter
103F          ; OLetter
1050..1055    ; OLetter
105A..105D    ; OLetter
1061          ; OLetter
1065..1066    ; OLetter
106E..1070    ; OLetter
1075..1081    ; OLetter
108E          ; OLetter
10D0..10FA    ; OLetter
10FC          ; OLetter
1100..1248    ; OLetter
124A..124D    ; OLetter
1250..1256    ; OLetter
1258          ; OLetter
125A..125D    ; OLetter
1260..1288    ; OLetter
128A..128D    ; OLetter
1290..12B0    ; OLetter
12B2..12B5    ; OLetter
12B8..12BE    ; OLetter
12C0          ; OLetter
12C2..12C5    ; OLetter
12C8..12D6    ; OLetter
12D8..1310    ; OLetter
1312..1315    ; OLetter
1318..135A    ; OLetter
1380..138F    ; OLetter
13A0..13F4    ; OLetter
1401..166C    ; OLetter
166F..167F    ; OLetter
1681..169A    ; OLetter
16A0..16EA    ; OLetter
16EE..16F0    ; OLetter
1700..170C    ; OLetter
170E..1711    ; OLetter
1720..1731    ; OLetter
1740..1751    ; OLetter
1760..176C    ; OLetter
176E..1770    ; OLetter
1780..17B3    ; OLetter
17D7          ; OLetter
17DC          ; OLetter
1820..1842    ; OLetter
1843          ; OLetter
1844..1877    ; OLetter
1880..18A8    ; OLetter
18AA          ; OLetter
18B0..18F5    ; OLetter
1900..191C    ; OLetter
1950..196D    ; OLetter
1970..1974    ; OLetter
1980..19AB    ; OLetter
19C1..19C7    ; OLetter
1A00..1A16    ; OLetter
1A20..1A54    ; OLetter
1AA7          ; OLetter
1B05..1B33    ; OLetter
1B45..1B4B    ; OLetter
1B83..1BA0    ; OLetter
1BAE..1BAF    ; OLetter
1BC0..1BE5    ; OLetter
1C00..1C23    ; OLetter
1C4D..1C4F    ; OLetter
1C5A..1C77    ; OLetter
1C78..1C7D    ; OLetter
1CE9..1CEC    ; OLetter
1CEE..1CF1    ; OLetter
2071          ; OLetter
207F          ; OLetter
2095..209C    ; OLetter
2135..2138    ; OLetter
2180..2182    ; OLetter
2185..2188    ; OLetter
2D30..2D65    ; OLetter
2D6F          ; OLetter
2D80..2D96    ; OLetter
2DA0..2DA6    ; OLetter
2DA8..2DAE    ; OLetter
2DB0..2DB6    ; OLetter
2DB8..2DBE    ; OLetter
2DC0..2DC6    ; OLetter
2DC8..2DCE    ; OLetter
2DD0..2DD6    ; OLetter
2DD8..2DDE    ; OLetter
2E2F          ; OLetter
3005          ; OLetter
3006          ; OLetter
3007          ; OLetter
3021..3029    ; OLetter
3031..3035    ; OLetter
3038..303A    ; OLetter
303B          ; OLetter
303C          ; OLetter
3041..3096    ; OLetter
309D..309E    ; OLetter
309F          ; OLetter
30A1..30FA    ; OLetter
30FC..30FE    ; OLetter
30FF          ; OLetter
3105..312D    ; OLetter
3131..318E    ; OLetter
31A0..31BA    ; OLetter
31F0..31FF    ; OLetter
3400..4DB5    ; OLetter
4E00..9FCB    ; OLetter
A000..A014    ; OLetter
A015          ; OLetter
A016..A48C    ; OLetter
A4D0..A4F7    ; OLetter
A4F8..A4FD    ; OLetter
A500..A60B    ; OLetter
A60C          ; OLetter
A610..A61F    ; OLetter
A62A..A62B    ; OLetter
A66E          ; OLetter
A67F          ; OLetter
A6A0..A6E5    ; OLetter
A6E6..A6EF    ; OLetter
A717..A71F    ; OLetter
A788          ; OLetter
A7FB..A801    ; OLetter
A803..A805    ; OLetter
A807..A80A    ; OLetter
A80C..A822    ; OLetter
A840..A873    ; OLetter
A882..A8B3    ; OLetter
A8F2..A8F7    ; OLetter
A8FB          ; OLetter
A90A..A925    ; OLetter
A930..A946    ; OLetter
A960..A97C    ; OLetter
A984..A9B2    ; OLetter
A9CF          ; OLetter
AA00..AA28    ; OLetter
AA40..AA42    ; OLetter
AA44..AA4B    ; OLetter
AA60..AA6F    ; OLetter
AA70          ; OLetter
AA71..AA76    ; OLetter
AA7A          ; OLetter
AA80..AAAF    ; OLetter
AAB1          ; OLetter
AAB5..AAB6    ; OLetter
AAB9..AABD    ; OLetter
AAC0          ; OLetter
AAC2          ; OLetter
AADB..AADC    ; OLetter
AADD          ; OLetter
AB01..AB06    ; OLetter
AB09..AB0E    ; OLetter
AB11..AB16    ; OLetter
AB20..AB26    ; OLetter
AB28..AB2E    ; OLetter
ABC0..ABE2    ; OLetter
AC00..D7A3    ; OLetter
D7B0..D7C6    ; OLetter
D7CB..D7FB    ; OLetter
F900..FA2D    ; OLetter
FA30..FA6D    ; OLetter
FA70..FAD9    ; OLetter
FB1D          ; OLetter
FB1F..FB28    ; OLetter
FB2A..FB36    ; OLetter
FB38..FB3C    ; OLetter
FB3E          ; OLetter
FB40..FB41    ; OLetter
FB43..FB44    ; OLetter
FB46..FBB1    ; OLetter
FBD3..FD3D    ; OLetter
FD50..FD8F    ; OLetter
FD92..FDC7    ; OLetter
FDF0..FDFB    ; OLetter
FE70..FE74    ; OLetter
FE76..FEFC    ; OLetter
FF66..FF6F    ; OLetter
FF70          ; OLetter
FF71..FF9D    ; OLetter
FFA0..FFBE    ; OLetter
FFC2..FFC7    ; OLetter
FFCA..FFCF    ; OLetter
FFD2..FFD7    ; OLetter
FFDA..FFDC    ; OLetter
10000..1000B  ; OLetter
1000D..10026  ; OLetter
10028..1003A  ; OLetter
1003C..1003D  ; OLetter
1003F..1004D  ; OLetter
10050..1005D  ; OLetter
10080..100FA  ; OLetter
10140..10174  ; OLetter
10280..1029C  ; OLetter
102A0..102D0  ; OLetter
10300..1031E  ; OLetter
10330..10340  ; OLetter
10341         ; OLetter
10342..10349  ; OLetter
1034A         ; OLetter
10380..1039D  ; OLetter
103A0..103C3  ; OLetter
103C8..103CF  ; OLetter
103D1..103D5  ; OLetter
10450..1049D  ; OLetter
10800..10805  ; OLetter
10808         ; OLetter
1080A..10835  ; OLetter
10837..10838  ; OLetter
1083C         ; OLetter
1083F..10855  ; OLetter
10900..10915  ; OLetter
10920..10939  ; OLetter
10A00         ; OLetter
10A10..10A13  ; OLetter
10A15..10A17  ; OLetter
10A19..10A33  ; OLetter
10A60..10A7C  ; OLetter
10B00..10B35  ; OLetter
10B40..10B55  ; OLetter
10B60..10B72  ; OLetter
10C00..10C48  ; OLetter
11003..11037  ; OLetter
11083..110AF  ; OLetter
12000..1236E  ; OLetter
12400..12462  ; OLetter
13000..1342E  ; OLetter
16800..16A38  ; OLetter
1B000..1B001  ; OLetter
20000..2A6D6  ; OLetter
2A700..2B734  ; OLetter
2B740..2B81D  ; OLetter
2F800..2FA1D  ; OLetter

# Total code points: 97369

# ================================================

0030..0039    ; Numeric
0660..0669    ; Numeric
066B..066C    ; Numeric
06F0..06F9    ; Numeric
07C0..07C9    ; Numeric
0966..096F    ; Numeric
09E6..09EF    ; Numeric
0A66..0A6F    ; Numeric
0AE6..0AEF    ; Numeric
0B66..0B6F    ; Numeric
0BE6..0BEF    ; Numeric
0C66..0C6F    ; Numeric
0CE6..0CEF    ; Numeric
0D66..0D6F    ; Numeric
0E50..0E59    ; Numeric
0ED0..0ED9    ; Numeric
0F20..0F29    ; Numeric
1040..1049    ; Numeric
1090..1099    ; Numeric
17E0..17E9    ; Numeric
1810..1819    ; Numeric
1946..194F    ; Numeric
19D0..19D9    ; Numeric
1A80..1A89    ; Numeric
1A90..1A99    ; Numeric
1B50..1B59    ; Numeric
1BB0..1BB9    ; Numeric
1C40..1C49    ; Numeric
1C50..1C59    ; Numeric
A620..A629    ; Numeric
A8D0..A8D9    ; Numeric
A900..A909    ; Numeric
A9D0..A9D9    ; Numeric
AA50..AA59    ; Numeric
ABF0..ABF9    ; Numeric
104A0..104A9  ; Numeric
11066..1106F  ; Numeric
1D7CE..1D7FF  ; Numeric

# Total code points: 412

# ================================================

002E          ; ATerm
2024          ; ATerm
FE52          ; ATerm
FF0E          ; ATerm

# Total code points: 4

# ================================================

0021          ; STerm
003F          ; STerm
055C          ; STerm
055E          ; STerm
0589          ; STerm
061F          ; STerm
06D4          ; STerm
0700..0702    ; STerm
07F9          ; STerm
0964..0965    ; STerm
104A..104B    ; STerm
1362          ; STerm
1367..1368    ; STerm
166E          ; STerm
1735..1736    ; STerm
1803          ; STerm
1809          ; STerm
1944..1945    ; STerm
1AA8..1AAB    ; STerm
1B5A..1B5B    ; STerm
1B5E..1B5F    ; STerm
1C3B..1C3C    ; STerm
1C7E..1C7F    ; STerm
203C..203D    ; STerm
2047..2049    ; STerm
2E2E          ; STerm
3002          ; STerm
A4FF          ; STerm
A60E..A60F    ; STerm
A6F3          ; STerm
A6F7          ; STerm
A876..A877    ; STerm
A8CE..A8CF    ; STerm
A92F          ; STerm
A9C8..A9C9    ; STerm
AA5D..AA5F    ; STerm
ABEB          ; STerm
FE56..FE57    ; STerm
FF01          ; STerm
FF1F          ; STerm
FF61          ; STerm
10A56..10A57  ; STerm
11047..11048  ; STerm
110BE..110C1  ; STerm

# Total code points: 73

# ================================================

0022          ; Close
0027          ; Close
0028          ; Close
0029          ; Close
005B          ; Close
005D          ; Close
007B          ; Close
007D          ; Close
00AB          ; Close
00BB          ; Close
0F3A          ; Close
0F3B          ; Close
0F3C          ; Close
0F3D          ; Close
169B          ; Close
169C          ; Close
2018          ; Close
2019          ; Close
201A          ; Close
201B..201C    ; Close
201D          ; Close
201E          ; Close
201F          ; Close
2039          ; Close
203A          ; Close
2045          ; Close
2046          ; Close
207D          ; Close
207E          ; Close
208D          ; Close
208E          ; Close
2329          ; Close
232A          ; Close
275B..275E    ; Close
2768          ; Close
2769          ; Close
276A          ; Close
276B          ; Close
276C          ; Close
276D          ; Close
276E          ; Close
276F          ; Close
2770          ; Close
2771          ; Close
2772          ; Close
2773          ; Close
2774          ; Close
2775          ; Close
27C5          ; Close
27C6          ; Close
27E6          ; Close
27E7          ; Close
27E8          ; Close
27E9          ; Close
27EA          ; Close
27EB          ; Close
27EC          ; Close
27ED          ; Close
27EE          ; Close
27EF          ; Close
2983          ; Close
2984          ; Close
2985          ; Close
2986          ; Close
2987          ; Close
2988          ; Close
2989          ; Close
298A          ; Close
298B          ; Close
298C          ; Close
298D          ; Close
298E          ; Close
298F          ; Close
2990          ; Close
2991          ; Close
2992          ; Close
2993          ; Close
2994          ; Close
2995          ; Close
2996          ; Close
2997          ; Close
2998          ; Close
29D8          ; Close
29D9          ; Close
29DA          ; Close
29DB          ; Close
29FC          ; Close
29FD          ; Close
2E00..2E01    ; Close
2E02          ; Close
2E03          ; Close
2E04          ; Close
2E05          ; Close
2E06..2E08    ; Close
2E09          ; Close
2E0A          ; Close
2E0B          ; Close
2E0C          ; Close
2E0D          ; Close
2E1C          ; Close
2E1D          ; Close
2E20          ; Close
2E21          ; Close
2E22          ; Close
2E23          ; Close
2E24          ; Close
2E25          ; Close
2E26          ; Close
2E27          ; Close
2E28          ; Close
2E29          ; Close
3008          ; Close
3009          ; Close
300A          ; Close
300B          ; Close
300C          ; Close
300D          ; Close
300E          ; Close
300F          ; Close
3010          ; Close
3011          ; Close
3014          ; Close
3015          ; Close
3016          ; Close
3017          ; Close
3018          ; Close
3019          ; Close
301A          ; Close
301B          ; Close
301D          ; Close
301E..301F    ; Close
FD3E          ; Close
FD3F          ; Close
FE17          ; Close
FE18          ; Close
FE35          ; Close
FE36          ; Close
FE37          ; Close
FE38          ; Close
FE39          ; Close
FE3A          ; Close
FE3B          ; Close
FE3C          ; Close
FE3D          ; Close
FE3E          ; Close
FE3F          ; Close
FE40          ; Close
FE41          ; Close
FE42          ; Close
FE43          ; Close
FE44          ; Close
FE47          ; Close
FE48          ; Close
FE59          ; Close
FE5A          ; Close
FE5B          ; Close
FE5C          ; Close
FE5D          ; Close
FE5E          ; Close
FF08          ; Close
FF09          ; Close
FF3B          ; Close
FF3D          ; Close
FF5B          ; Close
FF5D          ; Close
FF5F          ; Close
FF60          ; Close
FF62          ; Close
FF63          ; Close

# Total code points: 177

# ================================================

002C          ; SContinue
002D          ; SContinue
003A          ; SContinue
055D          ; SContinue
060C..060D    ; SContinue
07F8          ; SContinue
1802          ; SContinue
1808          ; SContinue
2013..2014    ; SContinue
3001          ; SContinue
FE10..FE11    ; SContinue
FE13          ; SContinue
FE31..FE32    ; SContinue
FE50..FE51    ; SContinue
FE55          ; SContinue
FE58          ; SContinue
FE63          ; SContinue
FF0C          ; SContinue
FF0D          ; SContinue
FF1A          ; SContinue
FF64          ; SContinue

# Total code points: 26

# EOF
